0fd1fb5 0fc5ae8 001e043 0fd1a3f 0fc5780 
0fd018c 0fc4d37 001516f 0fd1814 0fc4328 
0fc7b7e 0fbc6e2 000ad05 0fc8d69 0fbbd9b 
0fd1d99 0fc68da 001e11c 0fd278a 0fc601a 
0fc9eea 0fbea95 0002937 0fcba4c 0fbe043 
0fcca24 0fc1542 001ddde 0fcd176 0fc0cfc 
0fd03f6 0fc4f80 001514e 0fd1a65 0fc4584 
0fc7cab 0fbc807 000a851 0fc8eb6 0fbbed6 
0fd1d25 0fc686d 001e135 0fd273c 0fc5fd4 
0fca04d 0fbebf3 000265a 0fcbbdf 0fbe1d3 
0fcca9b 0fc15b8 001daeb 0fcd22f 0fc0d9e 
0fd0586 0fc5116 0015296 0fd1c08 0fc472e 
0fc7d22 0fbc885 000a6f3 0fc8f79 0fbbf58 
0fd1e43 0fc6992 001e047 0fd285b 0fc60e5 
0fca152 0fbecfd 000264f 0fcbce9 0fbe2b1 
0fcc93f 0fc145e 001d9ce 0fcd0be 0fc0c15 
0fd050e 0fc50ac 0015515 0fd1b6e 0fc46a4 
0fc7be3 0fbc757 000a28a 0fc8e42 0fbbe04 
0fd1e11 0fc6959 001e05f 0fd27f0 0fc60a2 
0fca184 0fbed36 000254c 0fcbd11 0fbe2f0 
0fcc895 0fc13bd 001d73e 0fcd033 0fc0b8d 
0fd05e6 0fc5190 0015553 0fd1c3f 0fc4796 
0fc7bac 0fbc71c 0009e8c 0fc8e32 0fbbde8 
0fd1d34 0fc6872 001e15d 0fd2716 0fc5fe5 
0fca177 0fbed29 00025da 0fcbd26 0fbe2f0 
0fcc757 0fc1289 001d70a 0fccf20 0fc0a52 
0fd058b 0fc5125 00157a6 0fd1bca 0fc4729 
0fc7ae6 0fbc655 0009d09 0fc8d72 0fbbd09 
0fd1bd9 0fc6726 001e2b8 0fd259b 0fc5e76 
0fca1cf 0fbed81 0002871 0fcbd65 0fbe33e 
0fcc64e 0fc117e 001d644 0fccdf8 0fc093b 
0fd06b3 0fc524f 0015842 0fd1cb0 0fc4860 
0fc7b43 0fbc6b5 0009a29 0fc8dbc 0fbbd70 
0fd1cf3 0fc6847 001e1f3 0fd2681 0fc5fa5 
0fca419 0fbefdb 0002ab9 0fcbf9a 0fbe596 
0fcc74e 0fc128b 001d4f0 0fcceed 0fc0a54 
0fd07c2 0fc536d 0015bff 0fd1dbe 0fc4991 
0fc7b96 0fbc72a 0009bea 0fc8e49 0fbbde1 
0fd1c1e 0fc6793 001e301 0fd25dc 0fc5ee7 
0fca3ab 0fbef8e 0002d64 0fcbf5e 0fbe536 
0fcc688 0fc11da 001d3c1 0fcce43 0fc098a 
0fd08bf 0fc5477 0015bfb 0fd1e9f 0fc4a79 
0fc7c15 0fbc7b2 0009672 0fc8ec3 0fbbe5d 
0fd1ccc 0fc6835 001e23b 0fd263a 0fc5f8f 
0fca52a 0fbf0fb 0002b65 0fcc097 0fbe6bb 
0fcc60f 0fc1152 001d23e 0fccd9d 0fc091c 
0fd0845 0fc53f3 0015f34 0fd1dee 0fc4a15 
0fc7acb 0fbc665 0009663 0fc8d79 0fbbd1f 
0fd1b7c 0fc66f4 001e3cb 0fd24d6 0fc5e4a 
0fca47e 0fbf068 0002f3b 0fcc008 0fbe615 
0fcc33c 0fc0ea9 001d324 0fccb01 0fc0651 
0fd0781 0fc535b 001612a 0fd1d3a 0fc4950 
0fc79ab 0fbc565 0009283 0fc8c8f 0fbbbf4 
0fd1a46 0fc65d2 001e4c4 0fd23b6 0fc5d1b 
0fca421 0fbf026 0002eca 0fcbfcf 0fbe5c8 
0fcc2b2 0fc0e2d 001d13d 0fcca78 0fc05d7 
0fd083f 0fc5429 001635e 0fd1db9 0fc4a1b 
0fc7914 0fbc4de 00091fd 0fc8bd1 0fbbb73 
0fd1998 0fc652b 001e5df 0fd2297 0fc5c7c 
0fca4ba 0fbf0bc 000313c 0fcc014 0fbe66d 
0fcc091 0fc0c0e 001d236 0fcc81d 0fc03b9 
0fd07bf 0fc53b2 0016638 0fd1d14 0fc49ab 
0fc78d8 0fbc4b1 000904a 0fc8bcd 0fbbb40 
0fd18df 0fc6493 001e666 0fd2218 0fc5bd3 
0fca472 0fbf0a0 000345b 0fcc02f 0fbe62b 
0fcc03d 0fc0be0 001d0f0 0fcc819 0fc0371 
0fd087b 0fc5471 001686e 0fd1ddf 0fc4a6d 
0fc78ea 0fbc4b9 0008c4f 0fc8bdb 0fbbb55 
0fd186c 0fc6409 001e6e6 0fd215e 0fc5b65 
0fca520 0fbf139 00033a2 0fcc09c 0fbe6ea 
0fcc005 0fc0b94 001ced2 0fcc792 0fc0350 
0fd0931 0fc5521 00168a3 0fd1e45 0fc4b42 
0fc7899 0fbc478 0008b4a 0fc8b7e 0fbbb18 
0fd1896 0fc6455 001e6c3 0fd2177 0fc5b9d 
0fca656 0fbf29e 00034a6 0fcc1e7 0fbe81c 
0fcbf27 0fc0af1 001cd41 0fcc6f4 0fc0267 
0fd0961 0fc5591 001693c 0fd1eb8 0fc4b78 
0fc7855 0fbc469 000876c 0fc8b9c 0fbbad0 
0fd187a 0fc645b 001e664 0fd218b 0fc5b8c 
0fca6cd 0fbf327 00033ab 0fcc28b 0fbe8a2 
0fcbe4e 0fc0a1e 001cc18 0fcc631 0fc01ab 
0fd098a 0fc55c7 0016ae3 0fd1eac 0fc4bb5 
0fc77ea 0fbc3f9 0008449 0fc8b06 0fbba74 
0fd1727 0fc62f9 001e7e7 0fd1fc5 0fc5a39 
0fca67e 0fbf2db 0003413 0fcc1e9 0fbe84d 
0fcbd7d 0fc095f 001ca80 0fcc528 0fc00cb 
0fd091c 0fc5573 0016c75 0fd1e08 0fc4b3b 
0fc76f0 0fbc32e 0008348 0fc8a27 0fbb976 
0fd1671 0fc6286 001e87b 0fd1f24 0fc598b 
0fca68b 0fbf31a 0003818 0fcc21f 0fbe86d 
0fcbba1 0fc07a7 001cb7d 0fcc36f 0fbfefc 
0fd0836 0fc549e 0016f78 0fd1d1b 0fc4a67 
0fc7574 0fbc1b4 00082e2 0fc88ba 0fbb809 
0fd14c4 0fc60c5 001ea7e 0fd1d62 0fc57f6 
0fca591 0fbf20d 0003b3d 0fcc122 0fbe783 
0fcb9d9 0fc05c8 001cb46 0fcc1a4 0fbfd3c 
0fd08ab 0fc5509 0017203 0fd1d6b 0fc4ae2 
0fc7406 0fbc05f 00080e7 0fc8762 0fbb6a1 
0fd128d 0fc5eb4 001ec52 0fd1b13 0fc55b7 
0fca3ef 0fbf08d 0003965 0fcbf88 0fbe5de 
0fcb72b 0fc033c 001c8ee 0fcbeee 0fbfa86 
0fd06f8 0fc5370 00173e3 0fd1b94 0fc4928 
0fc72bd 0fbbf1e 0007fd9 0fc8606 0fbb544 
0fd11c4 0fc5df2 001ed65 0fd1a17 0fc54e5 
0fca476 0fbf128 0003eba 0fcbff7 0fbe671 
0fcb673 0fc02a3 001cacf 0fcbe41 0fbf9f2 
0fd0786 0fc540e 0017605 0fd1c17 0fc49d4 
0fc726d 0fbbed3 0007e91 0fc85d4 0fbb517 
0fd0fb2 0fc5bda 001ef7b 0fd17f1 0fc52df 
0fca385 0fbf039 0003e38 0fcbf1d 0fbe58a 
0fcb49a 0fc00d6 001ca13 0fcbc7d 0fbf816 
0fd06f3 0fc538b 00176ee 0fd1b7e 0fc4943 
0fc721e 0fbbea3 0007920 0fc8590 0fbb4c4 
0fd0fb9 0fc5bf3 001eefe 0fd17bf 0fc52d5 
0fca40f 0fbf0c5 0003c42 0fcbf76 0fbe5fe 
0fcb411 0fc0043 001c707 0fcbbbf 0fbf772 
0fd0633 0fc52c4 00178f8 0fd1a65 0fc4873 
0fc70a0 0fbbd26 0007a2c 0fc840a 0fbb352 
0fd0dd4 0fc5a22 001f136 0fd15bf 0fc5101 
0fca33c 0fbf015 0003fa6 0fcbec3 0fbe555 
0fcb1bb 0fbfe06 001c65e 0fcb987 0fbf53b 
0fd05c0 0fc527b 0017b14 0fd1a06 0fc4823 
0fc6ff0 0fbbca2 00077dd 0fc83a9 0fbb2b6 
0fd0e3f 0fc5ab2 001f09c 0fd1634 0fc5176 
0fca433 0fbf12d 00040ee 0fcbfc1 0fbe658 
0fcb15d 0fbfdc1 001c5c2 0fcb92c 0fbf4e6 
0fd0667 0fc532c 0017c80 0fd1a77 0fc48d2 
0fc6fc0 0fbbc60 0007522 0fc832a 0fbb269 
0fd0da1 0fc59fd 001f15e 0fd1542 0fc50cb 
0fca4c6 0fbf1ae 00043a0 0fcc023 0fbe6df 
0fcb04f 0fbfcb1 001c5d5 0fcb806 0fbf3d8 
0fd05f7 0fc52ce 0017f2b 0fd1a0b 0fc4868 
0fc6e67 0fbbb34 00073ac 0fc8222 0fbb130 
0fd0bff 0fc588d 001f29b 0fd13c1 0fc4f4f 
0fca401 0fbf10d 00044d0 0fcbf90 0fbe631 
0fcaec9 0fbfb4a 001c305 0fcb69c 0fbf264 
0fd065b 0fc533e 0017fd6 0fd1a47 0fc48d4 
0fc6f8d 0fbbc55 000717c 0fc8331 0fbb253 
0fd0d31 0fc59aa 001f1bb 0fd14a7 0fc507a 
0fca58e 0fbf296 00047f7 0fcc0ee 0fbe7b1 
0fcaedf 0fbfb6c 001c349 0fcb684 0fbf284 
0fd0750 0fc5438 0018200 0fd1afb 0fc49d1 
0fc6f7a 0fbbc5b 00072c2 0fc8320 0fbb24b 
0fd0c07 0fc58bb 001f2d5 0fd139b 0fc4f7e 
0fca5ed 0fbf31b 00049b9 0fcc178 0fbe831 
0fcadcd 0fbfa73 001c2cc 0fcb5c3 0fbf18e 
0fd068b 0fc5386 0018460 0fd1a8d 0fc4938 
0fc6ea9 0fbbb6f 00071df 0fc82d8 0fbb18b 
0fd0b33 0fc57aa 001f38c 0fd1337 0fc4ea3 
0fca582 0fbf25c 000491e 0fcc169 0fbe7bb 
0fcad21 0fbf94e 001bf4f 0fcb5b7 0fbf0c7 
0fd0673 0fc52eb 00182ad 0fd1ab0 0fc48ee 
0fc6e7b 0fbbadc 00069a5 0fc8302 0fbb149 
0fd0a9a 0fc56b0 001f3bc 0fd12dd 0fc4de4 
0fca65b 0fbf2fb 00046e0 0fcc259 0fbe893 
0fcad01 0fbf924 001bcd3 0fcb5de 0fbf0ad 
0fd07f5 0fc5474 0018403 0fd1c59 0fc4a94 
0fc6e8a 0fbbaf2 0006994 0fc835c 0fbb168 
0fd0b2d 0fc574e 001f323 0fd13bc 0fc4e96 
0fca7a7 0fbf440 0004bcb 0fcc3d8 0fbe9d8 
0fcacb2 0fbf8bc 001bd3d 0fcb5c5 0fbf04c 
0fd08fe 0fc5552 001859a 0fd1d4f 0fc4b7f 
0fc6ee0 0fbbb22 00069ab 0fc83a3 0fbb1aa 
0fd0b25 0fc5714 001f354 0fd137d 0fc4e82 
0fca89d 0fbf50c 0004d10 0fcc4a1 0fbeaca 
0fcad73 0fbf96e 001bbbf 0fcb665 0fbf11b 
0fd09eb 0fc564c 0018694 0fd1e2b 0fc4c79 
0fc6ff2 0fbbc50 0006926 0fc84d5 0fbb2cf 
0fd0b38 0fc575e 001f323 0fd13d0 0fc4ebf 
0fca99a 0fbf643 0004d6e 0fcc5e6 0fbebf0 
0fcacc3 0fbf8df 001b994 0fcb612 0fbf078 
0fd09e1 0fc5656 00186bf 0fd1e40 0fc4c77 
0fc702d 0fbbc92 0006418 0fc8548 0fbb2fd 
0fd0b74 0fc578a 001f293 0fd1406 0fc4edb 
0fcaa60 0fbf6fe 0004c8f 0fcc6af 0fbecb0 
0fcaca6 0fbf8c1 001b8cc 0fcb5fc 0fbf06a 
0fd0ab2 0fc572a 0018859 0fd1f12 0fc4d65 
0fc6ffb 0fbbc60 00063ba 0fc850e 0fbb2e8 
0fd0b5d 0fc578f 001f2df 0fd13c5 0fc4ef0 
0fcab46 0fbf7f9 0004f55 0fcc765 0fbedb1 
0fcabfb 0fbf825 001b811 0fcb537 0fbefd6 
0fd0be2 0fc5862 0018993 0fd2013 0fc4e9f 
0fc7042 0fbbcb3 00063de 0fc8572 0fbb32c 
0fd0b78 0fc578f 001f2ad 0fd13ee 0fc4ef7 
0fcabed 0fbf880 00050b6 0fcc828 0fbee30 
0fcabc4 0fbf7c6 001b60d 0fcb50c 0fbef6d 
0fce54d 0fc334e 001fd43 0fcec1b 0fc2a96 
0fcd08b 0fc1f20 000c59d 0fceb56 0fc1478 
0fc8202 0fbd02e 0012c4a 0fc8f97 0fbc707 
0fd152e 0fc636a 001c9e2 0fd23ae 0fc59a2 
0fc7578 0fbc3f4 0000461 0fc8ede 0fbb991 
0fce3b7 0fc31b9 001fd8f 0fcea62 0fc2909 
0fcd098 0fc1f3d 000c5d7 0fceb53 0fc1480 
0fc8127 0fbcf6f 0012918 0fc8eee 0fbc62d 
0fd1537 0fc6399 001ca3d 0fd23cc 0fc59bc 
0fc74ca 0fbc36d 000055f 0fc8e69 0fbb8e4 
0fce275 0fc30a7 001fde9 0fce946 0fc27cb 
0fcd0c2 0fc1f79 000c8c7 0fceb71 0fc14ad 
0fc8014 0fbce69 0012786 0fc8de3 0fbc52a 
0fd154c 0fc63a9 001cb60 0fd23c2 0fc59ec 
0fc752d 0fbc3d3 00006ed 0fc8ed2 0fbb971 
0fce177 0fc2fa8 001feb0 0fce83d 0fc26f9 
0fcd121 0fc1fe0 000cb49 0fcebc7 0fc1532 
0fc8000 0fbce61 00126ab 0fc8dc2 0fbc52c 
0fd1497 0fc6315 001cc82 0fd22e8 0fc5938 
0fc756e 0fbc435 0000434 0fc8f1b 0fbb9a1 
0fce17f 0fc2fce 001fd89 0fce827 0fc26ee 
0fcd1b5 0fc208d 000ca6b 0fcec3e 0fc15aa 
0fc7f5b 0fbcdcc 0012280 0fc8d1b 0fbc472 
0fd155f 0fc63de 001cbfa 0fd2385 0fc59f1 
0fc75da 0fbc497 000015f 0fc8f81 0fbba0f 
0fce0eb 0fc2f32 001fd07 0fce76d 0fc2661 
0fcd23c 0fc210c 000ccb7 0fcecb6 0fc165a 
0fc7fe4 0fbce47 0011f91 0fc8d87 0fbc50e 
0fd161a 0fc648b 001cc38 0fd23f1 0fc5abc 
0fc7729 0fbc5d5 00001da 0fc90a7 0fbbb5c 
0fce1fa 0fc302f 001fb40 0fce82c 0fc275b 
0fcd4dc 0fc23c0 000cfa7 0fcef29 0fc18e4 
0fc7f62 0fbcdea 0011db2 0fc8d11 0fbc476 
0fd156e 0fc6415 001cccc 0fd2348 0fc5a0a 
0fc7749 0fbc63c 00000c6 0fc90f6 0fbbb84 
0fce12e 0fc2f93 001fb83 0fce777 0fc269c 
0fcd53c 0fc2428 000d1f7 0fcef78 0fc194d 
0fc805d 0fbcee6 0011bee 0fc8e28 0fbc596 
0fd169a 0fc6529 001cd03 0fd2483 0fc5b6a 
0fc78ce 0fbc798 0000119 0fc92c8 0fbbd31 
0fce0cc 0fc2f0d 001fb76 0fce77e 0fc2666 
0fcd640 0fc24eb 000d369 0fcf0cc 0fc1a77 
0fc7f42 0fbcd68 001180e 0fc8d86 0fbc47a 
0fd1535 0fc6367 001ce7f 0fd2374 0fc59ea 
0fc76e2 0fbc564 0fffde5 0fc914b 0fbbb2a 
0fcde84 0fc2c90 001fbb5 0fce5f8 0fc2418 
0fcd53d 0fc23c8 000d2ec 0fcf01e 0fc1944 
0fc7dd0 0fbcbe7 00114d2 0fc8c7b 0fbc2e0 
0fd14d6 0fc6304 001cf24 0fd2363 0fc5976 
0fc772a 0fbc59c 0fffef4 0fc9198 0fbbb6c 
0fcddc9 0fc2bb3 001fc24 0fce547 0fc2351 
0fcd5bb 0fc241c 000d6d2 0fcf087 0fc19d7 
0fc7dd9 0fbcbd5 0011592 0fc8cbb 0fbc312 
0fd156e 0fc6379 001d06a 0fd23e9 0fc5a41 
0fc78a0 0fbc6fe 0000210 0fc9328 0fbbcf5 
0fcde57 0fc2c3b 001fb20 0fce5c3 0fc23ea 
0fcd69e 0fc250f 000d920 0fcf154 0fc1ab0 
0fc7d1b 0fbcb30 0011106 0fc8c15 0fbc22e 
0fd1532 0fc6355 001d03b 0fd23a2 0fc59e4 
0fc78dc 0fbc749 0ffffb6 0fc936e 0fbbd14 
0fcdd61 0fc2b52 001fb2e 0fce4ea 0fc22d9 
0fcd703 0fc2583 000daea 0fcf1ef 0fc1b25 
0fc7c74 0fbca78 00111c5 0fc8b9d 0fbc1a1 
0fd14dd 0fc62f0 001d1a0 0fd235f 0fc59a9 
0fc7850 0fbc6ac 00001a8 0fc930b 0fbbcac 
0fcdc93 0fc2a71 001fbcb 0fce441 0fc2240 
0fcd7b4 0fc261b 000ddc0 0fcf291 0fc1bfb 
0fc7bf3 0fbc9fb 0010e36 0fc8b17 0fbc12f 
0fd13d8 0fc61f5 001d251 0fd223a 0fc58a4 
0fc77d7 0fbc64b 0fffc8a 0fc9289 0fbbc13 
0fcdb88 0fc2981 001fa91 0fce31b 0fc2110 
0fcd795 0fc2614 000db7a 0fcf23f 0fc1ba3 
0fc7b4b 0fbc96a 00109fd 0fc8a78 0fbc05e 
0fd1422 0fc623e 001d1e5 0fd2276 0fc58d7 
0fc782f 0fbc69b 0fffb6c 0fc92f1 0fbbc71 
0fcdafa 0fc28e3 001fa69 0fce2a1 0fc2090 
0fcd785 0fc25e1 000de43 0fcf238 0fc1ba4 
0fc79ff 0fbc806 00108eb 0fc895a 0fbbf2d 
0fd1398 0fc61b0 001d375 0fd2200 0fc5879 
0fc78ee 0fbc75d 0fffd74 0fc93df 0fbbd55 
0fcda5c 0fc2857 001f9d9 0fce20c 0fc2019 
0fcd8b6 0fc2738 000df3b 0fcf361 0fc1ceb 
0fc7abb 0fbc8e8 0010520 0fc8a22 0fbbfe2 
0fd1490 0fc62c7 001d2cd 0fd22b7 0fc594e 
0fc7988 0fbc80e 0fffa73 0fc944a 0fbbdc3 
0fcdaa5 0fc28a1 001f912 0fce225 0fc2028 
0fcda37 0fc28bc 000e14c 0fcf4ab 0fc1e4f 
0fc7bbd 0fbc9f0 001027d 0fc8b25 0fbc0e0 
0fd1712 0fc6543 001d0c3 0fd2519 0fc5bd4 
0fc7b9d 0fbca2f 0fff948 0fc967d 0fbbff5 
0fcdbd2 0fc29df 001f73d 0fce356 0fc216c 
0fcdbee 0fc2a7a 000e0b7 0fcf67a 0fc2030 
0fc7cd8 0fbcafb 0010038 0fc8c43 0fbc209 
0fd1778 0fc659c 001d0f0 0fd255c 0fc5c44 
0fc7d0a 0fbcb81 0fff829 0fc97d7 0fbc159 
0fcdc50 0fc2a47 001f5cf 0fce3ab 0fc21d1 
0fcdc89 0fc2b1c 000e204 0fcf6e3 0fc20b4 
0fc7c35 0fbca5d 000fe37 0fc8b7f 0fbc146 
0fd16f2 0fc652c 001d23a 0fd2499 0fc5ba6 
0fc7cb8 0fbcb4b 0fffae6 0fc9768 0fbc0f7 
0fcdb4c 0fc2948 001f6a1 0fce27f 0fc20c4 
0fcdd60 0fc2bec 000e4cc 0fcf7a5 0fc218c 
0fc7cb8 0fbcaf4 000fcbb 0fc8c24 0fbc1f5 
0fd1803 0fc664c 001d1ba 0fd25db 0fc5cf8 
0fc7e1b 0fbccbb 0fffaab 0fc9905 0fbc287 
0fcdbed 0fc29f7 001f580 0fce33c 0fc217c 
0fcdea6 0fc2d46 000e63f 0fcf8da 0fc22d5 
0fc7c21 0fbca7a 000f964 0fc8b9e 0fbc156 
0fd1828 0fc668d 001d191 0fd25ca 0fc5d04 
0fc7e7d 0fbcd4a 0fff8b1 0fc995a 0fbc2d8 
0fcdb1d 0fc296f 001f539 0fce26a 0fc20ad 
0fcdfbd 0fc2e9c 000ea94 0fcf9fb 0fc2406 
0fc7d4a 0fbcbc4 000f963 0fc8ccd 0fbc27f 
0fd18de 0fc6759 001d1ea 0fd267d 0fc5dd7 
0fc7fa1 0fbce67 0fff9a9 0fc9a84 0fbc40f 
0fcdc5a 0fc2a96 001f3a7 0fce3b2 0fc220e 
0fce105 0fc2fc1 000e800 0fcfb48 0fc2569 
0fc7db2 0fbcc1a 000f347 0fc8d5f 0fbc30b 
0fd1907 0fc6767 001d10f 0fd2695 0fc5e0c 
0fc8018 0fbced7 0fff366 0fc9af6 0fbc477 
0fcdb5e 0fc2997 001f1bf 0fce28e 0fc20ff 
0fce1df 0fc30aa 000e7ec 0fcfbcc 0fc2619 
0fc7d41 0fbcbae 000f033 0fc8ca2 0fbc268 
0fd1b22 0fc6998 001cfe7 0fd2854 0fc6013 
0fc824f 0fbd110 0fff524 0fc9cf6 0fbc69f 
0fcdc78 0fc2ab5 001f0ae 0fce390 0fc2227 
0fce39d 0fc325f 000ea1d 0fcfd73 0fc27ee 
0fc7e29 0fbcc96 000ec61 0fc8dae 0fbc378 
0fd1ad0 0fc693c 001d0d9 0fd2809 0fc5fee 
0fc8353 0fbd21b 0fff46e 0fc9e2f 0fbc7cf 
0fcdbdb 0fc2a2c 001efee 0fce323 0fc21b4 
0fce4da 0fc33af 000ed22 0fcfeb7 0fc293c 
0fc7e2a 0fbccb8 000ecf7 0fc8dc9 0fbc37f 
0fd1bad 0fc6a4d 001d0f6 0fd28df 0fc60ca 
0fc846f 0fbd366 0fff89d 0fc9f2b 0fbc8d1 
0fcdc02 0fc2a72 001f009 0fce30c 0fc21b7 
0fce5ec 0fc34f2 000ef46 0fcff9f 0fc2a45 
0fc7ed8 0fbcd83 000e928 0fc8e6b 0fbc428 
0fd1bcd 0fc6a7a 001d087 0fd28e5 0fc6100 
0fc8485 0fbd37f 0fff2d2 0fc9f71 0fbc918 
0fcdc06 0fc2a79 001edba 0fce333 0fc21f2 
0fce6b1 0fc35a7 000ee59 0fd006a 0fc2b3b 
0fc7da7 0fbcc3e 000e372 0fc8d59 0fbc317 
0fd1b57 0fc69df 001d0d9 0fd282d 0fc6084 
0fc8492 0fbd382 0fff019 0fc9f4a 0fbc902 
0fcdb3e 0fc29ba 001ecfb 0fce222 0fc20f8 
0fce6ee 0fc35f5 000ef50 0fd005d 0fc2b43 
0fc7db1 0fbcc67 000e216 0fc8d30 0fbc2ee 
0fd1b3b 0fc69fc 001d1ed 0fd27ed 0fc6053 
0fc8551 0fbd466 0fff34f 0fca014 0fbc9c5 
0fcd9e1 0fc2875 001ee1f 0fce0da 0fc1fc0 
0fce864 0fc3780 000f337 0fd01d2 0fc2ce8 
0fc7e34 0fbcd04 000e2a0 0fc8de3 0fbc3a8 
0fd1c0d 0fc6adb 001d1f3 0fd28d4 0fc6168 
0fc85e2 0fbd509 0fff3e2 0fca0cb 0fbca76 
0fcda56 0fc28ff 001ec86 0fce173 0fc204c 
0fce8a5 0fc37e3 000f51c 0fd0220 0fc2d28 
0fc7e29 0fbcd1b 000df65 0fc8df4 0fbc385 
0fd1b9f 0fc6aa0 001d332 0fd2837 0fc60df 
0fc86c8 0fbd629 0fff85f 0fca1ad 0fbcb4c 
0fcd982 0fc2859 001ed3e 0fce067 0fc1f5a 
0fcea12 0fc3979 000fb80 0fd0352 0fc2e8e 
0fc7e6a 0fbcd76 000de93 0fc8e47 0fbc3d3 
0fd1c4e 0fc6b4e 001d2af 0fd28eb 0fc61b1 
0fc87e8 0fbd72c 0fff49f 0fca2f6 0fbcc86 
0fcd93f 0fc27e9 001ea51 0fce075 0fc1f38 
0fcea74 0fc3991 000f896 0fd03f6 0fc2f00 
0fc7d6a 0fbcc1b 000d645 0fc8dbc 0fbc2d6 
0fd1c4c 0fc6ae2 001d2b9 0fd2929 0fc6191 
0fc87fe 0fbd6e6 0fff0d7 0fca35e 0fbcc85 
0fcd886 0fc26e0 001e8ec 0fce027 0fc1e62 
0fceb3f 0fc3a16 000faba 0fd04d2 0fc2fad 
0fc7ddf 0fbcc59 000d4f7 0fc8e54 0fbc330 
0fd1d46 0fc6bb7 001d2c8 0fd2a39 0fc6291 
0fc8a08 0fbd8d4 0fff40f 0fca561 0fbce92 
0fcd8aa 0fc26f3 001e931 0fce06a 0fc1e9d 
0fceb8a 0fc3a5c 000fd3a 0fd052f 0fc3029 
0fc7d51 0fbcbcc 000d316 0fc8e0d 0fbc2d4 
0fd1d80 0fc6bf3 001d299 0fd2aa7 0fc6303 
0fc8b83 0fbda58 0fff459 0fca731 0fbd039 
0fcd9b0 0fc2805 001e73d 0fce1bc 0fc1fc3 
0fceef0 0fc3dd9 000fee4 0fd08c4 0fc339d 
0fc7f50 0fbcdec 000cf20 0fc905a 0fbc4ca 
0fd1ee0 0fc6d6c 001d159 0fd2c26 0fc6462 
0fc8cdf 0fbdbc3 0fff31f 0fca896 0fbd182 
0fcda0c 0fc285d 001e5b8 0fce216 0fc2013 
0fcf02a 0fc3f11 00101b0 0fd09d6 0fc34d5 
0fc7fd8 0fbce74 000d290 0fc90e9 0fbc56b 
0fd1f74 0fc6e0a 001d227 0fd2cbd 0fc651a 
0fc8df2 0fbdce6 0fff942 0fca9cb 0fbd2c8 
0fcdaa9 0fc2918 001e6a3 0fce2e2 0fc20ec 
0fcf0c1 0fc3faa 00104dc 0fd0a7c 0fc3591 
0fc8003 0fbcea2 000d0d4 0fc912f 0fbc59f 
0fd1f68 0fc6df9 001d1f8 0fd2c9a 0fc64f8 
0fc8dad 0fbdc9e 0fff431 0fca99f 0fbd260 
0fcd90a 0fc277b 001e4a9 0fce152 0fc1f1f 
0fcf00f 0fc3f07 00101b5 0fd09dc 0fc34c5 
0fc7e39 0fbccf3 000c930 0fc8e7d 0fbc2ea 
0fd1db5 0fc6c6d 001d616 0fd27d4 0fc60d4 
0fc8cf3 0fbdbf7 0fff26e 0fca5b1 0fbcf16 
0fcd78c 0fc25f8 001e79f 0fcdcb1 0fc1b3c 
0fcef32 0fc3e17 0010696 0fd05b6 0fc3172 
0fc7e38 0fbccc6 000cd4e 0fc8c2e 0fbc115 
0fd1dfb 0fc6c93 001d70f 0fd27e6 0fc60fc 
0fc8bfa 0fbdaef 0fff89b 0fca566 0fbcea5 
0fcd7ba 0fc261f 001e5c1 0fcdfde 0fc1dbd 
0fcf051 0fc3f33 0010758 0fd09e6 0fc34f1 
0fc7e2c 0fbccbf 000caf5 0fc8f66 0fbc39f 
0fd1d71 0fc6bed 001d429 0fd2a5b 0fc62ea 
0fc8cde 0fbdbb9 0fff41d 0fca88c 0fbd17a 
0fcd6d7 0fc2522 001e4d3 0fcded0 0fc1cdc 
0fcf0e3 0fc3fa3 001070e 0fd0a1a 0fc3575 
0fc7e4d 0fbccc5 000c6cf 0fc8f4f 0fbc3c2 
0fd1ea4 0fc6d17 001d3ca 0fd2b4f 0fc6434 
0fc8eb0 0fbdd96 0fff5c5 0fcaa5b 0fbd362 
0fcd79a 0fc2602 001e3cd 0fcdf84 0fc1db0 
0fcf2f8 0fc41f3 0010a06 0fd0c38 0fc37a8 
0fc802a 0fbcede 000c75c 0fc915a 0fbc5a9 
0fd20e6 0fc6f92 001d263 0fd2d9d 0fc667e 
0fc91a0 0fbe0b1 0fff91a 0fcad6d 0fbd656 
0fcd8bd 0fc2745 001e353 0fce0d4 0fc1ede 
0fcf56f 0fc4472 0010b81 0fd0ec1 0fc3a2c 
0fc8090 0fbcf52 000c540 0fc91e4 0fbc626 
0fd2082 0fc6f2f 001d2cf 0fd2d3e 0fc6640 
0fc9093 0fbdfa1 0fff7c8 0fcac6d 0fbd566 
0fcd7d5 0fc265c 001e252 0fcdfda 0fc1e0f 
0fcf513 0fc441b 0010c3a 0fd0e41 0fc39d8 
0fc7fb7 0fbce72 000c336 0fc90f1 0fbc54b 
0fd1fbf 0fc6e6d 001d36b 0fd2c3f 0fc6562 
0fc919d 0fbe0a3 0fff5cd 0fcad4a 0fbd64a 
0fcd7ed 0fc2686 001e09f 0fcdfda 0fc1e0f 
0fcf58b 0fc44b1 0010d09 0fd0ea3 0fc3a48 
