0fb0986 0fa75b1 0fc47ae 0fb8b99 0fb42dc 
0fafd47 0fa6949 0fc3e0c 0fb7cfe 0fb23ea 
0fac3a0 0fa3513 0fc02f9 0fb471e 0faf220 
0fb4728 0fab62a 0fc86a8 0fbc8c4 0fb726d 
0faac7b 0fa19f0 0fbed53 0fb2d4a 0fad4f1 
0fb2376 0fa95c4 0fc620e 0fba748 0fb536e 
0fafe52 0fa6a46 0fc3f0a 0fb7de5 0fb24d3 
0fac3ea 0fa352f 0fc031e 0fb472a 0faf234 
0fb480a 0fab6e6 0fc875a 0fbc96b 0fb7330 
0faad3d 0fa1a7d 0fbedcd 0fb2dc3 0fad58e 
0fb23d8 0fa95fc 0fc622a 0fba772 0fb53d2 
0faffb4 0fa6b96 0fc405e 0fb7f2f 0fb2649 
0fac36f 0fa34be 0fc02c6 0fb46bd 0faf1d8 
0fb4968 0fab869 0fc88cf 0fbcad3 0fb74b2 
0faadde 0fa1b4d 0fbeeac 0fb2e86 0fad647 
0fb2340 0fa958c 0fc61ce 0fba6f3 0fb5336 
0fb00fc 0fa6cfe 0fc41cf 0fb8082 0fb277f 
0fac48d 0fa35f0 0fc03f7 0fb47c5 0faf2cd 
0fb4963 0fab872 0fc88b7 0fbcab0 0fb7489 
0faaec4 0fa1c2a 0fbef82 0fb2f44 0fad700 
0fb23e0 0fa9633 0fc6268 0fba77a 0fb53c4 
0fb0132 0fa6d37 0fc41fa 0fb80a0 0fb27a4 
0fac3a7 0fa34ff 0fc02fb 0fb46bc 0faf1d2 
0fb497c 0fab883 0fc88ce 0fbcac1 0fb74a7 
0faae33 0fa1b8f 0fbeef7 0fb2ead 0fad663 
0fb223b 0fa9494 0fc60cc 0fba5ce 0fb521f 
0fb0175 0fa6d82 0fc423c 0fb80e2 0fb27e1 
0fac2a3 0fa3411 0fc020b 0fb45b6 0faf0bb 
0fb4923 0fab85a 0fc88a8 0fbca7b 0fb7449 
0faae05 0fa1b7b 0fbeed5 0fb2e6c 0fad61c 
0fb2193 0fa9403 0fc600e 0fba511 0fb516e 
0fb00f0 0fa6d0f 0fc41b4 0fb804e 0fb275c 
0fac212 0fa3383 0fc0174 0fb451d 0faf02f 
0fb49d7 0fab908 0fc892b 0fbcb1c 0fb7512 
0faaf5c 0fa1cc2 0fbf010 0fb2fb7 0fad77e 
0fb220d 0fa947c 0fc608b 0fba58a 0fb51f7 
0fb0241 0fa6e63 0fc42fe 0fb818c 0fb28b8 
0fac137 0fa329e 0fc0099 0fb441f 0faef3c 
0fb49eb 0fab93b 0fc8971 0fbcb36 0fb7529 
0faaf18 0fa1c98 0fbf013 0fb2f78 0fad726 
0fb2090 0fa931c 0fc5f48 0fba413 0fb5068 
0fb0242 0fa6e7c 0fc4323 0fb818e 0fb28a0 
0fac116 0fa328f 0fc0085 0fb43ec 0faef00 
0fb492d 0fab881 0fc8892 0fbca5b 0fb745d 
0faaf80 0fa1cef 0fbf044 0fb2fb2 0fad76e 
0fb20dc 0fa9368 0fc5f6b 0fba44d 0fb50b8 
0fb0377 0fa6fba 0fc4444 0fb82bc 0fb29e1 
0fac0ee 0fa325c 0fc0038 0fb439e 0faeec8 
0fb4aab 0faba04 0fc89ec 0fbcbc0 0fb75df 
0fab004 0fa1d80 0fbf0dd 0fb3033 0fad7eb 
0fb20c3 0fa935c 0fc5f72 0fba434 0fb509b 
0fb0505 0fa7150 0fc45f3 0fb8443 0fb2b6e 
0fac1d7 0fa3348 0fc0159 0fb449e 0faefaf 
0fb4ba9 0fabafd 0fc8af0 0fbccb3 0fb76d9 
0fab1c1 0fa1f10 0fbf298 0fb31e9 0fad9a2 
0fb2175 0fa93bf 0fc5fde 0fba4cf 0fb513a 
0fb05ef 0fa71dd 0fc468e 0fb8537 0fb2c4e 
0fac07f 0fa318a 0fbffc1 0fb4375 0faee5e 
0fb4aaa 0fab9af 0fc89c4 0fbcc13 0fb7602 
0fab0dd 0fa1dd7 0fbf167 0fb314f 0fad8c7 
0fb207a 0fa928f 0fc5ead 0fba42a 0fb5056 
0fb06b0 0fa727d 0fc470d 0fb8643 0fb2d27 
0fac16a 0fa325f 0fc0093 0fb44b9 0faef4c 
0fb4b2b 0faba24 0fc8a36 0fbcce4 0fb7684 
0fab140 0fa1e33 0fbf1dc 0fb3204 0fad917 
0fb1f05 0fa9131 0fc5d48 0fba315 0fb4ee5 
0fb07bd 0fa7384 0fc4825 0fb878c 0fb2e0f 
0fabef7 0fa2fda 0fbfe27 0fb4266 0faecad 
0fb4a39 0fab92c 0fc895a 0fbcc29 0fb7592 
0fab07a 0fa1d48 0fbf111 0fb3145 0fad83b 
0fb1e47 0fa9051 0fc5c7e 0fba25e 0fb4e21 
0fb0746 0fa72e9 0fc478b 0fb870c 0fb2d98 
0fabd5b 0fa2e0d 0fbfc59 0fb40af 0faeafd 
0fb49c2 0fab89e 0fc88ad 0fbcbb0 0fb752b 
0faae7d 0fa1b35 0fbeef0 0fb2f44 0fad633 
0fb1b2d 0fa8d35 0fc595f 0fb9f5c 0fb4b08 
0fb05b3 0fa714a 0fc45f4 0fb859a 0fb2bfa 
0faba0e 0fa2abf 0fbf926 0fb3d9e 0fae7a3 
0fb47f3 0fab6e4 0fc86f4 0fbca22 0fb7358 
0faae00 0fa1ac1 0fbee8d 0fb2ef8 0fad59d 
0fb19b0 0fa8bb6 0fc57c3 0fb9de5 0fb4973 
0fb0463 0fa7007 0fc44b8 0fb8461 0fb2ab0 
0faba58 0fa2b0d 0fbf96d 0fb3dd3 0fae7ec 
0fb478a 0fab66c 0fc8655 0fbc970 0fb72ce 
0faad9a 0fa1a4c 0fbede3 0fb2e3d 0fad51d 
0fb1988 0fa8b82 0fc578d 0fb9d86 0fb492f 
0fb032a 0fa6ecf 0fc435c 0fb82e5 0fb295c 
0fab8e8 0fa29a3 0fbf7ee 0fb3c37 0fae65f 
0fb4677 0fab56d 0fc855d 0fbc855 0fb71b0 
0faad5f 0fa1a20 0fbeddd 0fb2e0f 0fad4d0 
0fb1822 0fa8a30 0fc5645 0fb9c25 0fb47b6 
0fb038b 0fa6f3b 0fc43dc 0fb8363 0fb29b4 
0fab878 0fa2923 0fbf783 0fb3bc2 0fae5d3 
0fb4668 0fab55b 0fc8533 0fbc83b 0fb71a0 
0faad96 0fa1a45 0fbedd6 0fb2e14 0fad4f2 
0fb1818 0fa8a0b 0fc5609 0fb9bfd 0fb47aa 
0fb0517 0fa70b8 0fc4541 0fb84c5 0fb2b2e 
0fab73a 0fa27e2 0fbf63a 0fb3a67 0fae471 
0fb468e 0fab59f 0fc8555 0fbc85c 0fb71c8 
0faacd5 0fa1998 0fbed3e 0fb2d6c 0fad421 
0fb1587 0fa87bb 0fc53b1 0fb999f 0fb4522 
0fb03d5 0fa6fb9 0fc442b 0fb83b5 0fb29f2 
0fab565 0fa2649 0fbf479 0fb38b4 0fae29a 
0fb4431 0fab36d 0fc8313 0fbc622 0fb6f69 
0faaa54 0fa1733 0fbeac0 0fb2af9 0fad197 
0fb1349 0fa8589 0fc5163 0fb9757 0fb42da 
0fb01a8 0fa6d90 0fc4200 0fb8180 0fb27c5 
0fab39b 0fa2477 0fbf2be 0fb36e8 0fae0d7 
0fb421a 0fab15f 0fc8106 0fbc405 0fb6d62 
0faa831 0fa1522 0fbe8ad 0fb28c6 0facf77 
0fb10de 0fa833c 0fc4f1c 0fb94eb 0fb4074 
0faffb4 0fa6bcc 0fc4023 0fb7f8f 0fb25d7 
0fab08f 0fa219d 0fbefd7 0fb33e0 0faddc9 
0fb3f39 0faaebb 0fc7e57 0fbc13b 0fb6a87 
0faa615 0fa131f 0fbe6c8 0fb26b4 0facd56 
0fb0df1 0fa8066 0fc4c34 0fb91ef 0fb3d86 
0faff27 0fa6b35 0fc3f7b 0fb7ec9 0fb252b 
0faae99 0fa1f8b 0fbeda9 0fb319c 0fadba4 
0fb3e9f 0faae21 0fc7d8a 0fbc07e 0fb69f8 
0faa490 0fa1182 0fbe507 0fb24ef 0facbaf 
0fb0b94 0fa7e0e 0fc49cc 0fb8f82 0fb3b36 
0fafd8e 0fa69a0 0fc3de0 0fb7d33 0fb23b1 
0faabb8 0fa1cb1 0fbeadb 0fb2ec1 0fad8c9 
0fb3d1b 0faaca9 0fc7bf7 0fbbeea 0fb6877 
0faa3a5 0fa10ab 0fbe417 0fb23fd 0facabc 
0fb099a 0fa7c17 0fc47a7 0fb8d63 0fb3926 
0fafcd5 0fa68fb 0fc3d03 0fb7c61 0fb22db 
0faaa7f 0fa1b80 0fbe9a4 0fb2d7b 0fad769 
0fb3c7c 0faac17 0fc7b54 0fbbe4b 0fb67ce 
0faa3b2 0fa10bb 0fbe441 0fb240f 0facab6 
0fb08bd 0fa7b57 0fc46e2 0fb8c84 0fb383a 
0fafe19 0fa6a4a 0fc3e4d 0fb7d91 0fb2417 
0faa93b 0fa1a4a 0fbe86d 0fb2c23 0fad618 
0fb3c8e 0faac4d 0fc7b82 0fbbe70 0fb67fc 
0faa3ef 0fa10f4 0fbe488 0fb243a 0facae9 
0fb07b5 0fa7a57 0fc45eb 0fb8b8b 0fb373f 
0faff16 0fa6b55 0fc3f61 0fb7e9d 0fb251b 
0faa915 0fa1a1a 0fbe85b 0fb2bf2 0fad5e7 
0fb3c9e 0faac5e 0fc7b79 0fbbe59 0fb6809 
0faa44e 0fa114e 0fbe4e0 0fb2473 0facb2e 
0fb070e 0fa79bc 0fc4542 0fb8acb 0fb3690 
0faffc3 0fa6c15 0fc400e 0fb7f32 0fb25c5 
0faa856 0fa1964 0fbe794 0fb2b26 0fad515 
0fb3cc2 0faacb2 0fc7ba7 0fbbe88 0fb682d 
0faa4e9 0fa1207 0fbe584 0fb251e 0facbc0 
0fb068f 0fa795c 0fc44cc 0fb8a5d 0fb3612 
0fb006a 0fa6cdc 0fc40d6 0fb8003 0fb2679 
0faa781 0fa1899 0fbe6d6 0fb2a5c 0fad43e 
0fb3b81 0faab63 0fc7a89 0fbbd51 0fb66ed 
0faa3b5 0fa10c7 0fbe482 0fb23ef 0faca8b 
0fb03ed 0fa76a4 0fc4259 0fb87be 0fb3374 
0fafeec 0fa6b4a 0fc3f7b 0fb7e70 0fb24fa 
0faa6b2 0fa17c4 0fbe61c 0fb2969 0fad35f 
0fb3bac 0faab8e 0fc7aaa 0fbbd42 0fb670f 
0faa3bb 0fa10c9 0fbe474 0fb23ba 0faca89 
0fb04bb 0fa777d 0fc431d 0fb885c 0fb343a 
0fafeef 0fa6b5e 0fc3f71 0fb7e62 0fb250b 
0faa68b 0fa179e 0fbe5e4 0fb2935 0fad33e 
0fb3a9e 0faaa92 0fc7990 0fbbc47 0fb6610 
0faa33d 0fa1059 0fbe3de 0fb233f 0fac9fe 
0fb032d 0fa7600 0fc4173 0fb86df 0fb32af 
0fb001a 0fa6c98 0fc4083 0fb7f8c 0fb262b 
0faa531 0fa1652 0fbe499 0fb27ed 0fad1d5 
0fb3acd 0faaae3 0fc79b7 0fbbc8e 0fb6661 
0faa416 0fa1135 0fbe4ce 0fb2419 0facac2 
0fb0157 0fa742c 0fc3fae 0fb8502 0fb30d8 
0fb0268 0fa6ee5 0fc42c5 0fb81bb 0fb2877 
0faa3ba 0fa14aa 0fbe31d 0fb261f 0fad015 
0fb3b09 0faab30 0fc79fb 0fbbc9f 0fb66a4 
0faa66e 0fa1369 0fbe749 0fb2630 0faccf0 
0fafdd9 0fa709b 0fc3c6c 0fb815b 0fb2d47 
0fb0568 0fa71ea 0fc45f8 0fb84c7 0fb2ba1 
0faa342 0fa1402 0fbe2d7 0fb258b 0facf75 
0fb3a6e 0faaaaa 0fc7978 0fbbc10 0fb662e 
0faaa5f 0fa1753 0fbeb38 0fb2a1b 0fad0d4 
0fafd72 0fa7048 0fc3bf9 0fb80f6 0fb2cd7 
0fb0948 0fa7604 0fc49c9 0fb88ba 0fb2fa4 
0faa527 0fa15ef 0fbe4b7 0fb2763 0fad146 
0fb3be3 0faac32 0fc7ad3 0fbbd8f 0fb67c1 
0faae0b 0fa1ae3 0fbeecc 0fb2db5 0fad47e 
0fafe23 0fa70c9 0fc3c91 0fb8196 0fb2d7e 
0fb0b0c 0fa77b0 0fc4b7e 0fb8a8c 0fb316b 
0faa6a8 0fa1733 0fbe64c 0fb290a 0fad2a5 
0fb3ca7 0faacbd 0fc7ba2 0fbbe9c 0fb6887 
0fab10d 0fa1da3 0fbf1d2 0fb3105 0fad770 
0faffd2 0fa722e 0fc3e46 0fb83a5 0fb2f2d 
0fb0e1b 0fa7a64 0fc4e76 0fb8df5 0fb3493 
0faa8cd 0fa18ff 0fbe85f 0fb2b83 0fad4e3 
0fb3f23 0faaeff 0fc7e0a 0fbc169 0fb6b21 
0fab37e 0fa1fdd 0fbf42c 0fb33a7 0fad9ed 
0fb0112 0fa734d 0fc3f3c 0fb84e6 0fb3059 
0fb114a 0fa7d7b 0fc5154 0fb9118 0fb37a8 
0faabfd 0fa1c0f 0fbeb49 0fb2ea1 0fad7e6 
0fb419c 0fab16c 0fc803c 0fbc3dd 0fb6d9b 
0fab66b 0fa22ba 0fbf6df 0fb3686 0fadccc 
0fb02e5 0fa7505 0fc4100 0fb86c4 0fb3228 
0fb13f3 0fa8019 0fc53fc 0fb93d6 0fb3a61 
0faacdc 0fa1ce5 0fbec48 0fb2fa3 0fad8ce 
0fb4358 0fab322 0fc8212 0fbc5b2 0fb6f5c 
0fab84b 0fa2493 0fbf8e2 0fb3891 0fadeaa 
0fb03a1 0fa75c6 0fc41d9 0fb87aa 0fb32f1 
0fb161a 0fa823a 0fc5611 0fb95ff 0fb3c80 
0faaf51 0fa1f4d 0fbee87 0fb31ff 0fadb2b 
0fb4645 0fab609 0fc84cd 0fbc898 0fb7240 
0fabc4b 0fa2890 0fbfccb 0fb3c9c 0fae2a6 
0fb074e 0fa7974 0fc4580 0fb8b73 0fb36a4 
0fb1971 0fa859f 0fc598a 0fb9999 0fb3ff1 
0fab202 0fa220e 0fbf18e 0fb34fb 0faddfb 
0fb48a0 0fab881 0fc876f 0fbcb37 0fb74c1 
0fabe82 0fa2ad4 0fbff1a 0fb3ed9 0fae4e0 
0fb0978 0fa7ba1 0fc47ba 0fb8d8b 0fb38bd 
0fb1c33 0fa886f 0fc5c55 0fb9c42 0fb42a4 
0fab356 0fa235c 0fbf2b5 0fb3612 0fadf22 
0fb49aa 0fab987 0fc884d 0fbcc04 0fb75a5 
0fabfb6 0fa2c03 0fc0032 0fb3fe4 0fae5ec 
0fb097c 0fa7ba4 0fc47a1 0fb8d7d 0fb38ac 
0fb1b1b 0fa8748 0fc5b2e 0fb9b14 0fb417b 
0fab300 0fa230a 0fbf247 0fb35ad 0fadec5 
0fb49fc 0fab9df 0fc8889 0fbcc50 0fb75ed 
0fabfa6 0fa2bf7 0fc001e 0fb3fdb 0fae5e9 
0fb0b9e 0fa7de3 0fc49c3 0fb8faf 0fb3aef 
0fb1d9d 0fa89cb 0fc5db8 0fb9da0 0fb43f1 
0fab556 0fa2573 0fbf4a0 0fb3819 0fae12a 
0fb4dff 0fabde4 0fc8ca1 0fbd05a 0fb79e6 
0fac03f 0fa2c8c 0fc00bb 0fb4070 0fae66c 
0fb0e73 0fa80b5 0fc4c7d 0fb9276 0fb3dbe 
0fb1d84 0fa89b4 0fc5d99 0fb9d70 0fb43b3 
0fab57e 0fa25c5 0fbf4c5 0fb384c 0fae16e 
0fb4e9b 0fabe80 0fc8d1f 0fbd0de 0fb7a68 
0fabe32 0fa2aa0 0fbfeae 0fb3e70 0fae46d 
0fb0f87 0fa81ee 0fc4da4 0fb939d 0fb3ed8 
0fb1c55 0fa8894 0fc5c5f 0fb9c38 0fb426c 
0fab5bd 0fa2623 0fbf4f7 0fb3894 0fae1aa 
0fb4f32 0fabf37 0fc8dc6 0fbd174 0fb7af8 
0fabe77 0fa2b02 0fbfef4 0fb3ea8 0fae4a4 
0fb0f2a 0fa81b6 0fc4d46 0fb9335 0fb3e74 
0fb1c60 0fa88ba 0fc5c87 0fb9c44 0fb4286 
0fab57d 0fa25fa 0fbf4cf 0fb3840 0fae16f 
0fb3cee 0faae03 0fc7af6 0fbbfa7 0fb68c0 
0fac140 0fa2dca 0fc0187 0fb413a 0fae5f5 
0faef72 0fa6235 0fc2d6d 0fb737f 0fb1d95 
0fb2060 0fa8d86 0fc5ff2 0fba09c 0fb465f 
0faa24b 0fa122d 0fbe188 0fb2487 0facbf1 
0fb3d29 0faae2d 0fc7b39 0fbbfd5 0fb68f1 
0fac1f7 0fa2e84 0fc026f 0fb4217 0fae6c0 
0faf09d 0fa6367 0fc2eb6 0fb74a5 0fb1eb0 
0fb21a9 0fa8ee9 0fc615e 0fba1f6 0fb47a7 
0faa340 0fa132e 0fbe2b5 0fb257a 0faccd7 
0fb3f03 0fab021 0fc7d41 0fbc1af 0fb6ac7 
0fac4b1 0fa3149 0fc0527 0fb4487 0fae94d 
0faf28f 0fa6568 0fc30b4 0fb7670 0fb2097 
0fb241b 0fa915c 0fc63e0 0fba436 0fb4a0a 
0faa5dc 0fa15eb 0fbe58c 0fb281d 0facf89 
0fb41e6 0fab31a 0fc8031 0fbc483 0fb6daf 
0fac849 0fa34e6 0fc08b9 0fb4815 0faece9 
0faf5a0 0fa6881 0fc33a8 0fb7973 0fb2397 
0fb2858 0fa95b5 0fc67e6 0fba871 0fb4e54 
0faa8e5 0fa18ed 0fbe845 0fb2b07 0fad277 
0fb4419 0fab562 0fc8233 0fbc6ba 0fb6fea 
0fac9f4 0fa36a8 0fc0a3f 0fb49c4 0faee84 
0faf617 0fa6911 0fc342d 0fb7a02 0fb2413 
0fb285d 0fa95d3 0fc6803 0fba87d 0fb4e4a 
0faa8a4 0fa18cd 0fbe82c 0fb2ad2 0fad225 
0fb43b0 0fab512 0fc8207 0fbc65e 0fb6f74 
0fac9ad 0fa366a 0fc0a30 0fb4979 0faee29 
0faf5a0 0fa689e 0fc33e4 0fb7975 0fb2377 
0fb284e 0fa95be 0fc6818 0fba85a 0fb4e20 
0faaa1e 0fa1a37 0fbe9b7 0fb2c25 0fad375 
0fb44d0 0fab61e 0fc831f 0fbc749 0fb706d 
0facb37 0fa37dc 0fc0ba2 0fb4ac7 0faef92 
0faf6c7 0fa699f 0fc34d6 0fb7a52 0fb247d 
0fb2a06 0fa9762 0fc699b 0fba9db 0fb4fca 
0faaa86 0fa1a9c 0fbea0a 0fb2c6f 0fad3dd 
0fb4540 0fab685 0fc8363 0fbc796 0fb70cc 
0facb82 0fa384c 0fc0c05 0fb4b22 0faefe9 
0faf608 0fa6910 0fc341f 0fb799a 0fb23bf 
0fb2a42 0fa97dd 0fc6a18 0fbaa36 0fb5004 
0faaae2 0fa1b1b 0fbea94 0fb2cc0 0fad414 
0fb45bf 0fab736 0fc8401 0fbc828 0fb7163 
0faccea 0fa39ac 0fc0d65 0fb4c93 0faf15e 
0faf7ed 0fa6ae6 0fc361f 0fb7b9e 0fb25b4 
0fb2c9f 0fa9a06 0fc6c19 0fbac63 0fb5248 
0faac87 0fa1c84 0fbebe3 0fb2e5e 0fad5b3 
0fb46dd 0fab810 0fc850e 0fbc964 0fb7278 
0face8f 0fa3b0b 0fc0edd 0fb4e57 0faf2f0 
0faf88f 0fa6b2f 0fc3672 0fb7c62 0fb263e 
0fb2d21 0fa9a44 0fc6c99 0fbad61 0fb52f9 
0faadc4 0fa1d7b 0fbed14 0fb3003 0fad704 
0fb483d 0fab934 0fc8644 0fbcb14 0fb73e8 
0facffd 0fa3c4f 0fc101f 0fb5004 0faf462 
0fafa82 0fa6d08 0fc3850 0fb7e9b 0fb283a 
0fb2fb1 0fa9cc9 0fc6f08 0fbb01e 0fb5581 
0faaf7f 0fa1f27 0fbeeb3 0fb31df 0fad8bb 
0fb48eb 0fab9dd 0fc86d3 0fbcbe2 0fb7496 
0fad0fd 0fa3d4f 0fc1112 0fb5116 0faf554 
0fafa63 0fa6ce7 0fc3847 0fb7e9b 0fb2820 
0fb2f57 0fa9c73 0fc6ecc 0fbafe9 0fb5533 
0faaefb 0fa1e92 0fbee2a 0fb3160 0fad81e 
0fb496d 0faba63 0fc8741 0fbcc6b 0fb7513 
0fad1c2 0fa3e17 0fc11e4 0fb51fa 0faf627 
0fafa48 0fa6cdb 0fc3823 0fb7e9a 0fb2814 
0fb30b2 0fa9dcf 0fc7017 0fbb15c 0fb56a5 
0faadef 0fa1d7d 0fbed2b 0fb307e 0fad720 
0fb48b5 0fab9a3 0fc8690 0fbcbdd 0fb7463 
0fad11c 0fa3d54 0fc1137 0fb5163 0faf572 
0faf8b5 0fa6b25 0fc3678 0fb7d0b 0fb2667 
0fb2f78 0fa9c6f 0fc6eb6 0fbb014 0fb5540 
0faacfa 0fa1c87 0fbec48 0fb2f8c 0fad615 
0fb4840 0fab946 0fc8638 0fbcb72 0fb73f0 
0fad1f3 0fa3e3a 0fc1224 0fb5233 0faf645 
0faf8e5 0fa6b75 0fc36d7 0fb7d37 0fb2699 
0fb30c9 0fa9dff 0fc7050 0fbb16e 0fb56ab 
0faaeb4 0fa1e64 0fbee01 0fb3131 0fad7da 
0fb4950 0faba6f 0fc8722 0fbcc61 0fb750f 
0fad221 0fa3e6d 0fc1246 0fb524d 0faf671 
0faf7e0 0fa6a7e 0fc35eb 0fb7c44 0fb25a3 
0fb3164 0fa9e94 0fc70dd 0fbb20c 0fb5743 
0faad6b 0fa1d14 0fbecdc 0fb2ffb 0fad68b 
0fb48bd 0fab9d6 0fc86b5 0fbcbf8 0fb748c 
0fad184 0fa3dd2 0fc11cb 0fb51d6 0faf5d0 
0faf721 0fa69c4 0fc3523 0fb7ba7 0fb24fb 
0fb31f0 0fa9f2f 0fc7163 0fbb2af 0fb57e5 
0faae64 0fa1e03 0fbed95 0fb30d9 0fad768 
0fb4a90 0fabbc5 0fc8863 0fbcdc0 0fb765f 
0fad45b 0fa40b7 0fc147c 0fb5489 0faf892 
0faf921 0fa6bc8 0fc36eb 0fb7d64 0fb26d3 
0fb3466 0faa1a8 0fc73af 0fbb502 0fb5a4a 
0faaed1 0fa1e7d 0fbee1e 0fb3152 0fad7d4 
0fb4b6c 0fabcb8 0fc896d 0fbceb6 0fb7745 
0fad4db 0fa414b 0fc1531 0fb5529 0faf91b 
0faf90f 0fa6bd9 0fc370c 0fb7d6b 0fb26c9 
0fb33ed 0faa159 0fc7387 0fbb4ad 0fb59e0 
0faae06 0fa1dd7 0fbed9b 0fb30a3 0fad713 
0fb4a44 0fabba5 0fc886c 0fbcd96 0fb761e 
0fad4fa 0fa417f 0fc1542 0fb553d 0faf947 
0faf8f9 0fa6bbf 0fc36b7 0fb7d27 0fb26ac 
0fb341a 0faa183 0fc7378 0fbb4ab 0fb5a0d 
0faae5f 0fa1e27 0fbedb1 0fb30b3 0fad764 
0fb4a2c 0fabb8b 0fc8825 0fbcd37 0fb75f9 
0fad4b7 0fa4139 0fc14e8 0fb54c6 0faf8f0 
0faf80b 0fa6af1 0fc3615 0fb7c47 0fb25bc 
0fb348e 0faa225 0fc7427 0fbb539 0fb5a7b 
0faaedc 0fa1ec3 0fbee44 0fb313c 0fad7cf 
0fb4a2d 0fabba0 0fc8817 0fbcd35 0fb75e7 
0fad3cc 0fa405a 0fc142b 0fb53fb 0faf804 
0faf798 0fa6a86 0fc35ae 0fb7bda 0fb2536 
0fb338e 0faa122 0fc731c 0fbb422 0fb5968 
0faae3a 0fa1e17 0fbed8b 0fb3079 0fad71f 
0fb49b5 0fabb2d 0fc8790 0fbcca0 0fb7576 
0fad52c 0fa41c4 0fc154f 0fb5513 0faf953 
0faf829 0fa6b13 0fc35fa 0fb7c16 0fb25b6 
0fb34c9 0faa257 0fc743b 0fbb52d 0fb5a9e 
0faaf18 0fa1ef9 0fbee87 0fb3153 0fad7f5 
0fb4a42 0fabbcb 0fc8860 0fbcd4c 0fb75fe 
0fad50e 0fa41b9 0fc1575 0fb551c 0faf934 
0faf86d 0fa6b62 0fc367e 0fb7c89 0fb2606 
0fb3498 0faa234 0fc742e 0fbb517 0fb5a74 
0faaee1 0fa1ed6 0fbee6b 0fb3132 0fad7c8 
0fb4a81 0fabc1b 0fc88ac 0fbcd9d 0fb764a 
0fad5be 0fa4273 0fc161e 0fb55d1 0faf9ee 
0faf87a 0fa6b81 0fc3692 0fb7cac 0fb2630 
0fb3510 0faa2c0 0fc747f 0fbb58a 0fb5b0a 
0faaf73 0fa1f6c 0fbeec3 0fb319b 0fad856 
0fb4a86 0fabc1c 0fc8859 0fbcd5d 0fb7649 
0fad719 0fa43db 0fc175a 0fb570c 0fafb4f 
0faf98a 0fa6c89 0fc3769 0fb7d7a 0fb2713 
0fb3650 0faa405 0fc75ab 0fbb69f 0fb5c25 
0faafbe 0fa1fb1 0fbef13 0fb31d1 0fad87f 
0fb4a82 0fabc1e 0fc8890 0fbcd6a 0fb7631 
0fad62d 0fa42f3 0fc168b 0fb562a 0fafa48 
0faf83c 0fa6b4d 0fc3647 0fb7c4f 0fb25bf 
0fb3573 0faa33b 0fc7503 0fbb5f1 0fb5b4d 
0faafc2 0fa1fd8 0fbef46 0fb31f3 0fad892 
0fb4aa0 0fabc5e 0fc88ba 0fbcd8e 0fb765e 
0fad754 0fa4429 0fc17cf 0fb574f 0fafb7c 
0faf88b 0fa6bac 0fc36b0 0fb7c83 0fb2614 
0fb35a1 0faa375 0fc7549 0fbb5f1 0fb5b73 
0fab02f 0fa2046 0fbefd9 0fb3231 0fad8e7 
0fb4a34 0fabbf2 0fc8884 0fbcd01 0fb75d2 
0fad75b 0fa443e 0fc17fb 0fb5733 0fafb6b 
0faf94e 0fa6c81 0fc37b3 0fb7d40 0fb26c9 
0fb3606 0faa3e9 0fc75bf 0fbb647 0fb5bcf 
0fab0ad 0fa20ba 0fbf04b 0fb328b 0fad959 
0fb4b1a 0fabcc2 0fc8933 0fbcdba 0fb76b4 
0fad863 0fa452b 0fc18b3 0fb5824 0fafc7c 
0faf987 0fa6c83 0fc377f 0fb7d5c 0fb2704 
0fb3715 0faa4c3 0fc766c 0fbb76d 0fb5cf5 
0fab10a 0fa20eb 0fbf065 0fb3336 0fad9d0 
0fb4b35 0fabcc5 0fc8947 0fbce61 0fb7701 
0fad84d 0fa4500 0fc18ae 0fb58a0 0fafc91 
0faf92f 0fa6c01 0fc370f 0fb7d6d 0fb26ad 
0fb36e8 0faa465 0fc764d 0fbb7ab 0fb5cce 
0fab128 0fa20c9 0fbf08f 0fb33ad 0fad9e7 
0fb4af6 0fabc48 0fc88f9 0fbce6b 0fb76c0 
0fad8db 0fa4532 0fc1934 0fb5968 0fafd07 
0faf9b0 0fa6c3a 0fc37ac 0fb7e45 0fb272f 
0fb38a0 0faa5e5 0fc77e7 0fbb986 0fb5e77 
0fab1cf 0fa2143 0fbf120 0fb346a 0fada86 
0fb4b67 0fabc98 0fc8938 0fbced4 0fb7725 
0fad8ce 0fa450d 0fc18e7 0fb593e 0fafce8 
0faf7a3 0fa6a24 0fc3573 0fb7c33 0fb2516 
0fb3447 0faa186 0fc737f 0fbb53a 0fb5a1b 
0faae43 0fa1dac 0fbed8d 0fb30f0 0fad6d9 
0fb473c 0fab864 0fc84fc 0fbcab7 0fb72e3 
0fad6b7 0fa42ea 0fc16d8 0fb5746 0fafaba 
0faf3a2 0fa6611 0fc318a 0fb7850 0fb20fe 
0fb33c9 0faa114 0fc7311 0fbb4f4 0fb59b8 
0faace8 0fa1c38 0fbec24 0fb2faf 0fad56d 
0fb459a 0fab6ae 0fc8356 0fbc940 0fb7137 
0fad5e7 0fa420d 0fc1612 0fb56a3 0faf9e5 
0faf2f0 0fa6541 0fc30c0 0fb77a5 0fb202c 
0fb3314 0faa042 0fc7247 0fbb43c 0fb58e2 
0faac58 0fa1ba8 0fbebb0 0fb2f2c 0fad4ca 
