0fa5b6d 0f9cde6 0fb1e08 0fafbc5 0fa9ecd 
0fac6a9 0fa3aff 0fb838e 0fb7272 0fb0943 
0faf91f 0fa6cb6 0fbb585 0fb9541 0fb38b0 
0fb187f 0fa8cd5 0fbd525 0fbc259 0fb5af4 
0fab552 0fa293a 0fb7214 0fb588a 0faf622 
0fb39f7 0faadde 0fbf64b 0fbda1e 0fb7a98 
0facd07 0fa4164 0fb89da 0fb78b6 0fb0fa4 
0fb02ff 0fa769c 0fbbf4d 0fb9ef7 0fb4294 
0fb24ad 0fa9914 0fbe142 0fbce76 0fb6733 
0fac50c 0fa38fb 0fb81b2 0fb6803 0fb05d7 
0fb4b9c 0fabf8b 0fc07dd 0fbeb99 0fb8c3b 
0fade3a 0fa52af 0fb9b1d 0fb89d6 0fb20e0 
0fb1542 0fa88f8 0fbd1b4 0fbb133 0fb54d9 
0fb3470 0faa8ef 0fbf121 0fbde51 0fb76ff 
0fad36a 0fa4771 0fb9040 0fb7672 0fb143f 
0fb57f4 0facc01 0fc1467 0fbf829 0fb98a8 
0fae818 0fa5cae 0fba522 0fb93e0 0fb2acf 
0fb1dae 0fa9182 0fbda39 0fbb9c7 0fb5d62 
0fb3a6f 0faaf00 0fbf729 0fbe482 0fb7d18 
0fad830 0fa4c51 0fb9519 0fb7b4b 0fb1918 
0fb5b1d 0facf48 0fc17a5 0fbfb7f 0fb9be8 
0faea56 0fa5ef0 0fba75a 0fb9626 0fb2d0d 
0fb2066 0fa943d 0fbdcf3 0fbbc81 0fb6018 
0fb3ab9 0faaf50 0fbf77f 0fbe4e0 0fb7d58 
0fad894 0fa4cb9 0fb958b 0fb7bab 0fb1968 
0fb5b23 0facf41 0fc179e 0fbfb94 0fb9bda 
0fae672 0fa5b17 0fba391 0fb9255 0fb2919 
0fb19e4 0fa8dc2 0fbd67e 0fbb61f 0fb598b 
0fb30cf 0faa571 0fbed94 0fbdb24 0fb736d 
0fac93f 0fa3d63 0fb862d 0fb6c94 0fb0a18 
0fb4488 0fab8a6 0fc0102 0fbe548 0fb854b 
0facc3d 0fa40cb 0fb894f 0fb783c 0fb0ee6 
0fb013e 0fa7509 0fbbddb 0fb9d4e 0fb40e9 
0fb1c4e 0fa90db 0fbd91d 0fbc65b 0fb5ede 
0fabaf7 0fa2f0c 0fb77c7 0fb5de2 0fafbba 
0fb3c72 0fab092 0fbf8ed 0fbdcbf 0fb7d2c 
0fac900 0fa3d9a 0fb8614 0fb74c8 0fb0baa 
0fafe56 0fa7232 0fbbae6 0fb9a65 0fb3e02 
0fb1753 0fa8bf9 0fbd423 0fbc170 0fb59f4 
0fab54a 0fa297c 0fb7240 0fb5848 0faf61d 
0fb37db 0faac08 0fbf458 0fbd836 0fb7899 
0fac49b 0fa3940 0fb81ae 0fb7057 0fb074d 
0fafb02 0fa6ee2 0fbb789 0fb96fd 0fb3aaa 
0fb139c 0fa884c 0fbd061 0fbbdaa 0fb562d 
0fab29f 0fa26d8 0fb6f7d 0fb557d 0faf373 
0fb350d 0faa946 0fbf17b 0fbd551 0fb75cf 
0fac1b2 0fa365c 0fb7ea1 0fb6d4a 0fb0457 
0faf843 0fa6c3b 0fbb4c5 0fb9426 0fb37e3 
0fb1190 0fa8649 0fbce57 0fbbb86 0fb5420 
0fab0d7 0fa251b 0fb6dbb 0fb539f 0faf19f 
0fb33cb 0faa814 0fbf054 0fbd3fd 0fb7484 
0fac0fd 0fa35c6 0fb7e17 0fb6c9c 0fb03a5 
0faf736 0fa6b3f 0fbb3ca 0fb9313 0fb36dd 
0fb1176 0fa8644 0fbce4c 0fbbb6c 0fb540a 
0faafe0 0fa2431 0fb6cdd 0fb52b3 0faf0a7 
0fb3331 0faa77e 0fbefc0 0fbd34b 0fb73e1 
0fac220 0fa36ef 0fb7f3b 0fb6db5 0fb04bf 
0faf7f4 0fa6c12 0fbb4a7 0fb93ca 0fb3797 
0fb12d8 0fa87b3 0fbcfd0 0fbbcd5 0fb556d 
0fab21b 0fa267b 0fb6f3e 0fb54f3 0faf2da 
0fb3690 0faaae1 0fbf32c 0fbd6a5 0fb7736 
0fac4a4 0fa3970 0fb81cf 0fb7036 0fb0739 
0fafbc7 0fa6fd2 0fbb869 0fb9771 0fb3b57 
0fb1657 0fa8b21 0fbd32e 0fbc01f 0fb58db 
0fab700 0fa2b55 0fb73f0 0fb59a5 0faf7bc 
0fb3c32 0fab088 0fbf8b2 0fbdc1d 0fb7cdf 
0facc4f 0fa4117 0fb895d 0fb77c7 0fb0eec 
0fb045f 0fa7857 0fbc0db 0fba018 0fb43fa 
0fb216f 0fa9614 0fbde15 0fbcb48 0fb63f5 
0fac1f6 0fa3619 0fb7ebb 0fb64cc 0fb02b4 
0fb464c 0faba61 0fc029e 0fbe67e 0fb86fc 
0fad611 0fa4a8d 0fb92dd 0fb81b4 0fb18a9 
0fb0c97 0fa8044 0fbc8df 0fba8aa 0fb4c2d 
0fb2797 0fa9bfa 0fbe418 0fbd197 0fb6a18 
0fac601 0fa39de 0fb829d 0fb692a 0fb06c1 
0fb4986 0fabd57 0fc0596 0fbe9f1 0fb8a30 
0fad844 0fa4c8a 0fb94c5 0fb83fc 0fb1adf 
0fb0bff 0fa7f83 0fbc813 0fba83a 0fb4b9c 
0fb278f 0fa9bc9 0fbe3ca 0fbd18c 0fb6a17 
0fac450 0fa381f 0fb80bd 0fb6779 0fb051d 
0fb4744 0fabb1c 0fc0352 0fbe7a5 0fb87f2 
0fad566 0fa49b8 0fb91fe 0fb812f 0fb1809 
0fb08e2 0fa7c6e 0fbc4ff 0fba520 0fb4880 
0fb2324 0fa9763 0fbdf76 0fbcd28 0fb659d 
0fabe0f 0fa31d0 0fb7a92 0fb6141 0fafebe 
0fb3f92 0fab355 0fbfbc5 0fbe004 0fb802a 
0facd98 0fa41d6 0fb8a5e 0fb796b 0fb1021 
0fb00eb 0fa7471 0fbbd5d 0fb9d5c 0fb4076 
0fb1c5c 0fa9097 0fbd8f4 0fbc683 0fb5ed6 
0fabac6 0fa2e86 0fb776f 0fb5dfb 0fafb75 
0fb3e56 0fab216 0fbfa71 0fbdecd 0fb7efe 
0faccc8 0fa4100 0fb8952 0fb788a 0fb0f6c 
0fb0254 0fa75cd 0fbbe5c 0fb9e91 0fb41f2 
0fb1ec2 0fa92f2 0fbdaf2 0fbc8bc 0fb6147 
0fabd55 0fa3112 0fb79b2 0fb606e 0fafe09 
0fb41a8 0fab562 0fbfda5 0fbe1ef 0fb822c 
0fad13c 0fa4578 0fb8dd4 0fb7cbe 0fb13a0 
0fb0701 0fa7a72 0fbc321 0fba303 0fb4653 
0fb23db 0fa980f 0fbe041 0fbcdb2 0fb6620 
0fac39a 0fa3758 0fb801f 0fb668f 0fb041e 
0fb47f0 0fabbbb 0fc0424 0fbe833 0fb885d 
0fad868 0fa4cc3 0fb9544 0fb8411 0fb1ada 
0fb0f49 0fa82e6 0fbcba6 0fbab83 0fb4ecb 
0fb2cfe 0faa163 0fbe971 0fbd6f7 0fb6f6e 
0facf30 0fa4312 0fb8ba5 0fb7233 0fb0fe1 
0fb55d0 0fac9a9 0fc11d9 0fbf60d 0fb9661 
0fae950 0fa5d9d 0fba5e5 0fb94d4 0fb2bdc 
0fb237b 0fa9708 0fbdf9b 0fbbf75 0fb62f1 
0fb43cf 0fab80f 0fc0008 0fbed7b 0fb861e 
0fae5f3 0fa59ce 0fba279 0fb88ca 0fb2679 
0fb6bf1 0fadfca 0fc2814 0fc0c15 0fbac52 
0fafd2f 0fa7189 0fbb9e9 0fba8b4 0fb3f84 
0fb33ed 0faa78a 0fbf02c 0fbd003 0fb7341 
0fb5189 0fac5f2 0fc0e11 0fbfb89 0fb93e7 
0faf190 0fa6590 0fbae48 0fb94bb 0fb3235 
0fb75a8 0fae9b6 0fc31ee 0fc162b 0fbb643 
0fb0545 0fa79d3 0fbc20c 0fbb116 0fb47de 
0fb3b5b 0faaf2e 0fbf79b 0fbd7ac 0fb7af9 
0fb56e9 0facb70 0fc1349 0fc00fc 0fb997e 
0faf505 0fa690a 0fbb13f 0fb97e3 0fb3593 
0fb7813 0faec08 0fc313b 0fc1548 0fbb5e9 
0fb05dd 0fa7a49 0fbbfb3 0fbae5d 0fb458d 
0fb3907 0faacb6 0fbf292 0fbd220 0fb75af 
0fb50a8 0fac519 0fc0a87 0fbf7ac 0fb903d 
0faec7e 0fa6083 0fba697 0fb8c94 0fb2a4c 
0fb6ab4 0fadec1 0fc2458 0fc0836 0fba871 
0faf316 0fa67b4 0fbad60 0fb9c02 0fb32d0 
0fb2166 0fa954e 0fbdb20 0fbbaf8 0fb5e35 
0fb334a 0faa7ee 0fbed22 0fbda97 0fb72fd 
0facf48 0fa437c 0fb894d 0fb6f58 0fb0d30 
0fb513f 0fac56b 0fc0aae 0fbee92 0fb8f0f 
0fadeb2 0fa5348 0fb98a8 0fb8740 0fb1e74 
0fb143b 0fa87fe 0fbcd90 0fbad38 0fb50f6 
0fb2ca9 0faa12b 0fbe8ee 0fbd67c 0fb6ef1 
0faca8b 0fa3e8e 0fb873e 0fb6d60 0fb0b08 
0fb4b7f 0fabf81 0fc07da 0fbebce 0fb8bea 
0fad8f1 0fa4d71 0fb95f9 0fb847f 0fb1b3e 
0fb0e79 0fa8229 0fbcaf3 0fbaa80 0fb4dc5 
0fb26dd 0fa9b4f 0fbe39b 0fbd0c3 0fb691d 
0fac59d 0fa39ac 0fb8286 0fb6890 0fb0623 
0fb4701 0fabb0b 0fc0368 0fbe73f 0fb8773 
0fad4f7 0fa498d 0fb91ef 0fb8096 0fb1763 
0fb0811 0fa7be8 0fbc488 0fba42c 0fb4789 
0fb2331 0fa97d0 0fbdfdc 0fbcd11 0fb6595 
0fabfa0 0fa33c5 0fb7c66 0fb62b8 0fb0049 
0fb4048 0fab464 0fbfc98 0fbe052 0fb80c2 
0fad085 0fa4515 0fb8d5a 0fb7c17 0fb12eb 
0fb01c4 0fa759b 0fbbe42 0fb9dcc 0fb4124 
0fb1fa0 0fa9432 0fbdc5c 0fbc944 0fb61e5 
0fabada 0fa2f03 0fb77c3 0fb5e03 0fafb63 
0fb3cde 0fab0fc 0fbf94d 0fbdcc0 0fb7d2b 
0facea7 0fa4341 0fb8ba0 0fb7a3b 0fb10f8 
0fafdcb 0fa71a6 0fbba4e 0fb99bd 0fb3d1a 
0fb1d8e 0fa9227 0fbda3a 0fbc70c 0fb5fb1 
0fab80a 0fa2c3d 0fb74d9 0fb5b30 0faf895 
0fb3b2a 0faaf53 0fbf783 0fbdad8 0fb7b76 
0facd39 0fa41e2 0fb8a15 0fb78ba 0fb0f90 
0fafccb 0fa70ac 0fbb917 0fb9895 0fb3c1b 
0fb1f4b 0fa93ed 0fbdbb8 0fbc887 0fb6180 
0fab9ab 0fa2df0 0fb765d 0fb5cc4 0fafa47 
0fb3e1b 0fab251 0fbfa64 0fbdd7e 0fb7e60 
0fad221 0fa46e0 0fb8f14 0fb7db4 0fb1475 
0fb0034 0fa742a 0fbbcc4 0fb9bd0 0fb3f71 
0fb2594 0fa9a4c 0fbe25d 0fbceab 0fb67a6 
0fabf6c 0fa33c3 0fb7c6b 0fb6287 0fafff5 
0fb42c8 0fab709 0fbff4a 0fbe235 0fb82fa 
0fad679 0fa4b38 0fb9396 0fb81fa 0fb18c5 
0fb04ae 0fa78a9 0fbc152 0fba054 0fb43f7 
0fb270d 0fa9bc3 0fbe3de 0fbd048 0fb692f 
0fac019 0fa345d 0fb7cfe 0fb6332 0fb00a7 
0fb42f6 0fab742 0fbff5b 0fbe289 0fb833f 
0fad506 0fa49db 0fb91f9 0fb8084 0fb1767 
0fb0216 0fa7627 0fbbe84 0fb9dac 0fb417d 
0fb2314 0fa97e0 0fbdfa0 0fbcc6b 0fb655c 
0fabaad 0fa2f0c 0fb7779 0fb5dec 0fafb4c 
0fb3a50 0faaea2 0fbf6c4 0fbda08 0fb7aab 
0faca8f 0fa3f5c 0fb87a0 0fb7614 0fb0ce7 
0faf7e2 0fa6bde 0fbb468 0fb9389 0fb3726 
0fb15fd 0fa8ab8 0fbd2ba 0fbbf57 0fb581d 
0faaf6d 0fa23b4 0fb6c5e 0fb5265 0faefda 
0fb2f1b 0faa34f 0fbebab 0fbce99 0fb6f41 
0fabfd2 0fa3486 0fb7cf5 0fb6b48 0fb01fe 
0faeeda 0fa62d4 0fbab82 0fb8a98 0fb2e07 
0fb0d8b 0fa824f 0fbca6d 0fbb6f3 0fb4f9f 
0faa9a7 0fa1dfa 0fb66b0 0fb4c67 0faea1e 
0fb2b9c 0fa9fe6 0fbe826 0fbcb17 0fb6bec 
0fabc83 0fa315a 0fb798e 0fb67d2 0fafee7 
0faee78 0fa627e 0fbaae3 0fb89ea 0fb2ddc 
0fb0d0f 0fa81c3 0fbc9a1 0fbb648 0fb4f55 
0faaa4c 0fa1e86 0fb66f6 0fb4d09 0faeae5 
0fb2b6f 0fa9f97 0fbe79f 0fbcb31 0fb6bd3 
0fabd05 0fa319c 0fb79d2 0fb6865 0faff5e 
0faeed8 0fa6295 0fbab28 0fb8ab9 0fb2e25 
0fb0c40 0fa80ab 0fbc8cf 0fbb5d0 0fb4e6a 
0faa983 0fa1d65 0fb662a 0fb4ca3 0fae9f5 
0fb2b0a 0fa9ecf 0fbe727 0fbcb26 0fb6b42 
0fabd87 0fa31cb 0fb7a3b 0fb692a 0faffc2 
0faf0ce 0fa6452 0fbad11 0fb8cf9 0fb301a 
0fb10e2 0fa8522 0fbcd42 0fbba68 0fb530a 
0fab1cc 0fa25a4 0fb6e4c 0fb54d7 0faf24c 
0fb377d 0faab5c 0fbf387 0fbd781 0fb77dc 
0facc98 0fa40f3 0fb8927 0fb7807 0fb0ee6 
0fb012d 0fa74c8 0fbbd4a 0fb9d33 0fb407a 
0fb21e3 0fa963e 0fbde2e 0fbcb58 0fb6400 
0fac101 0fa34e9 0fb7d7c 0fb63fa 0fb015f 
0fb43a2 0fab777 0fbffa9 0fbe37e 0fb83c6 
0fad687 0fa4ad2 0fb931a 0fb81db 0fb18a0 
0fb081a 0fa7b9d 0fbc439 0fba40d 0fb4732 
0fb2703 0fa9b38 0fbe33b 0fbd066 0fb68fd 
0fac39c 0fa375c 0fb8015 0fb6680 0fb03fd 
0fb4433 0fab7ee 0fc0030 0fbe432 0fb8477 
0fad6b7 0fa4af2 0fb931a 0fb823a 0fb18ff 
0fb07ea 0fa7b6d 0fbc3d7 0fba3fa 0fb4743 
0fb2554 0fa9999 0fbe188 0fbced0 0fb678e 
0fac0d4 0fa34af 0fb7d38 0fb6433 0fb015e 
0fb4195 0fab572 0fbfd78 0fbe24b 0fb81e1 
0fad128 0fa4591 0fb8db9 0fb7d22 0fb1366 
0fb0116 0fa74b5 0fbbd4d 0fb9d04 0fb4042 
0fb1b05 0fa8f58 0fbd75f 0fbc46a 0fb5d0b 
0fab3ad 0fa2781 0fb7021 0fb56f6 0faf3fc 
0fb2e12 0faa1d3 0fbe9fb 0fbcea7 0fb6e3a 
0fab936 0fa2d73 0fb75b7 0fb64c7 0fafb5b 
0faeaf4 0fa5e73 0fba704 0fb86d2 0fb2a20 
0fb0798 0fa7be3 0fbc3e7 0fbb137 0fb49be 
0faa5dc 0fa19c4 0fb6250 0fb490b 0fae655 
0fb2664 0fa9a43 0fbe266 0fbc6ab 0fb66c2 
0fab6b4 0fa2afe 0fb7339 0fb6221 0faf8fc 
0fae9ff 0fa5d86 0fba5fd 0fb8600 0fb2930 
0fb04e8 0fa792f 0fbc105 0fbae9a 0fb46ef 
0faa34c 0fa1736 0fb5fb8 0fb463b 0fae391 
0fb2451 0fa982a 0fbe050 0fbc474 0fb646f 
0fab2f0 0fa2744 0fb6f7d 0fb5e46 0faf4fd 
0fae79f 0fa5b33 0fba3b4 0fb83ae 0fb26ba 
0fb023b 0fa7693 0fbbe90 0fbac0f 0fb4449 
0faa1a5 0fa158d 0fb5e15 0fb4495 0fae204 
0fb2335 0fa971b 0fbdf23 0fbc36e 0fb6384 
0fab253 0fa26c3 0fb6edd 0fb5dcf 0faf496 
0fae7d1 0fa5b85 0fba3e4 0fb83f4 0fb271d 
0fb0234 0fa76ad 0fbbe8b 0fbac1f 0fb446a 
0faa18d 0fa1583 0fb5dfb 0fb446a 0fae1ed 
0fb2321 0fa9713 0fbdf0f 0fbc352 0fb636b 
0fab192 0fa260e 0fb6e35 0fb5cfa 0faf3bb 
0fae83d 0fa5bf4 0fba46f 0fb8440 0fb276a 
0fb015f 0fa75ca 0fbbdc8 0fbab21 0fb4370 
0fab4e5 0fa2980 0fb70e8 0fb6017 0faf6a9 
0fadf22 0fa5302 0fb9abe 0fb7adc 0fb1de3 
0fb043c 0fa78d6 0fbbdb4 0fbaa62 0fb436f 
0fa9c7a 0fa10a1 0fb56d9 0fb3dd3 0fadade 
0fb1fed 0fa9401 0fbdb48 0fbbef0 0fb5f80 
0fab607 0fa2ab3 0fb7207 0fb6152 0faf7c1 
0fae071 0fa5464 0fb9c15 0fb7c2f 0fb1f25 
0fb05fe 0fa7aa8 0fbc1c2 0fbaebd 0fb477f 
0fa9e77 0fa12b6 0fb5a58 0fb4196 0fade77 
0fb20a7 0fa94d3 0fbdc15 0fbbfa9 0fb6046 
0fab701 0fa2bb5 0fb72fc 0fb622d 0faf8bf 
0fae124 0fa550f 0fb9caf 0fb7cc5 0fb1fd7 
0fb0743 0fa7bec 0fbc2fc 0fbaffb 0fb48d4 
0fa9ef3 0fa1340 0fb5aea 0fb4239 0fadefc 
0fb210b 0fa9541 0fbdc9b 0fbc033 0fb60b3 
0fab80f 0fa2cbf 0fb741a 0fb6352 0faf9d0 
0fae2b8 0fa569f 0fb9e37 0fb7e4d 0fb2169 
0fb090c 0fa7db8 0fbc4c2 0fbb1ae 0fb4a94 
0faa0c5 0fa1512 0fb5cc0 0fb43ef 0fae0d0 
0fb2374 0fa97ab 0fbdefc 0fbc26e 0fb6322 
0faba6d 0fa2f2d 0fb7675 0fb65ba 0fafc41 
0fae38e 0fa5788 0fb9f2a 0fb7f4d 0fb225d 
0fb09f5 0fa7ea3 0fbc5bd 0fbb28d 0fb4b88 
0faa17c 0fa15bd 0fb5d6a 0fb4467 0fae17b 
0fb2462 0fa9893 0fbdfc9 0fbc338 0fb6404 
0fabaa7 0fa2f62 0fb76a1 0fb65d0 0fafc6c 
0fae4bd 0fa58c5 0fba05d 0fb803b 0fb2377 
0fb0a7e 0fa7f37 0fbc651 0fbb304 0fb4bf4 
0faa20f 0fa165e 0fb5e01 0fb4508 0fae1ff 
0fb2497 0fa98cf 0fbe004 0fbc375 0fb6427 
0fababc 0fa2f70 0fb76ab 0fb65d1 0fafc65 
0fae46b 0fa5865 0fb9ffc 0fb7fc6 0fb2310 
0fb0a33 0fa7edb 0fbc5db 0fbb2b0 0fb4baa 
0faa1a8 0fa15f6 0fb5d76 0fb44be 0fae19b 
0fb2429 0fa9866 0fbdf7f 0fbc311 0fb63b8 
0fabae0 0fa2f9c 0fb76ba 0fb65f5 0fafc89 
0fae54a 0fa594c 0fba0bc 0fb8088 0fb23ee 
0fb0bb8 0fa8063 0fbc749 0fbb409 0fb4d27 
0faa328 0fa176d 0fb5f09 0fb4610 0fae312 
0fb2656 0fa9a82 0fbe1c5 0fbc51f 0fb65df 
0fabd10 0fa31af 0fb78e2 0fb6825 0fafeba 
0fae62c 0fa5a0f 0fba194 0fb81ca 0fb24e2 
0fb0c66 0fa80f4 0fbc7fc 0fbb53b 0fb4df9 
0faa485 0fa1897 0fb6022 0fb47d0 0fae482 
0fb267a 0fa9a64 0fbe183 0fbc58a 0fb6610 
0fabc28 0fa308e 0fb77b8 0fb6768 0fafde7 
0fae5a3 0fa594b 0fba0d6 0fb8182 0fb2462 
0fb0baa 0fa7ffd 0fbc709 0fbb472 0fb4d2c 
0faa226 0fa1614 0fb5dbb 0fb4585 0fae221 
0fb24f7 0fa98bc 0fbdffa 0fbc40c 0fb647e 
0fabb7a 0fa2fcf 0fb7714 0fb66b0 0fafd20 
0fae428 0fa57c7 0fb9f81 0fb7ff5 0fb22c5 
0fb0b0d 0fa7f72 0fbc68f 0fbb3ca 0fb4c85 
0faa25f 0fa165e 0fb5e04 0fb45b2 0fae258 
0fb24c1 0fa98a2 0fbdfde 0fbc3d6 0fb6450 
0fabab4 0fa2f19 0fb7662 0fb65ef 0fafc62 
0fae3df 0fa577f 0fb9f1f 0fb7fa5 0fb2287 
0fb0ad5 0fa7f2f 0fbc640 0fbb39f 0fb4c56 
0faa1c2 0fa15b5 0fb5d62 0fb4507 0fae1be 
0fb24a6 0fa9875 0fbdfc9 0fbc383 0fb643a 
0faba48 0fa2e98 0fb75e3 0fb657d 0fafbf8 
0fae408 0fa5791 0fb9f20 0fb7fcb 0fb22ad 
0fb0bc3 0fa8009 0fbc714 0fbb437 0fb4d29 
0faa291 0fa1677 0fb5e36 0fb45a2 0fae26e 
0fb256b 0fa9933 0fbe078 0fbc4cb 0fb64db 
0fabc46 0fa3098 0fb77c5 0fb680b 0fafdd8 
0fae597 0fa592c 0fba0c8 0fb814f 0fb241a 
0fb0d1d 0fa8174 0fbc89c 0fbb57b 0fb4e81 
0faa45e 0fa1854 0fb600a 0fb4789 0fae448 
0fb2686 0fa9a64 0fbe1a6 0fbc5b4 0fb65fa 
0fabd3d 0fa319c 0fb78df 0fb6868 0fafedd 
0fae725 0fa5ab9 0fba24a 0fb8298 0fb25bb 
0fb0ec6 0fa8312 0fbca04 0fbb741 0fb5025 
0faa57c 0fa1972 0fb60f0 0fb48cc 0fae55d 
0fb288b 0fa9c68 0fbe389 0fbc781 0fb6806 
0fabecc 0fa332b 0fb7a64 0fb69cc 0fb006c 
0fae7ee 0fa5b85 0fba317 0fb8375 0fb267a 
0fb0f17 0fa8362 0fbca60 0fbb7aa 0fb506c 
0faa5e8 0fa19d4 0fb6170 0fb4935 0fae5bc 
0fb295d 0fa9d30 0fbe45e 0fbc849 0fb68d3 
0fabfd7 0fa343a 0fb7b82 0fb6adc 0fb0177 
0fae8e8 0fa5c89 0fba423 0fb8488 0fb277a 
0fb107c 0fa84cb 0fbcbdc 0fbb914 0fb51de 
0faa754 0fa1b53 0fb62f3 0fb4a9c 0fae748 
0fb2a39 0fa9e26 0fbe569 0fbc939 0fb69bc 
0fac12b 0fa35a6 0fb7cd6 0fb6c5a 0fb02d2 
0faeabf 0fa5e77 0fba5f1 0fb8668 0fb2958 
0fb11d1 0fa8632 0fbcd16 0fbba3b 0fb5326 
0faa88e 0fa1c91 0fb6424 0fb4b93 0fae85c 
0fb2b21 0fa9f0a 0fbe64e 0fbc9df 0fb6a7e 
0fac1c3 0fa363c 0fb7d75 0fb6cb9 0fb0351 
0fae9a7 0fa5d5b 0fba4eb 0fb8535 0fb2830 
0fb119a 0fa8606 0fbccf2 0fbb9f8 0fb52e8 
0faa87e 0fa1c8e 0fb6418 0fb4b99 0fae85d 
0fb2b41 0fa9f41 0fbe662 0fbc9f7 0fb6aba 
0fac214 0fa36a9 0fb7dc5 0fb6d0e 0fb03ba 
0fae9df 0fa5db7 0fba51f 0fb8567 0fb287a 
0fb10f3 0fa857e 0fbcc68 0fbb974 0fb5264 
0faa893 0fa1cc0 0fb6453 0fb4bc3 0fae886 
0fb2b57 0fa9f6f 0fbe69f 0fbca27 0fb6ad6 
0fac1c2 0fa3660 0fb7d96 0fb6cce 0fb0364 
0faeab9 0fa5e8f 0fba625 0fb8631 0fb2944 
0fb1219 0fa86a3 0fbcdae 0fbba6b 0fb5369 
0faa8fc 0fa1d25 0fb64bd 0fb4bf9 0fae8d6 
0fb2c4d 0faa052 0fbe772 0fbcae7 0fb6bba 
0fac398 0fa3821 0fb7f47 0fb6e7b 0fb052b 
0faebb4 0fa5f7a 0fba6fa 0fb8705 0fb2a36 
0fb13af 0fa8827 0fbcf0b 0fbbbd6 0fb54f6 
0faaa6f 0fa1e90 0fb6609 0fb4d53 0faea47 
0fb2d6a 0faa17b 0fbe890 0fbcbff 0fb6cd6 
0fac47c 0fa3923 0fb8033 0fb6f61 0fb0612 
0faec74 0fa6060 0fba7b9 0fb87c1 0fb2b01 
0fb1446 0fa88e3 0fbcfb0 0fbbc6c 0fb5594 
0faab24 0fa1f6a 0fb66d3 0fb4e1d 0faeaf4 
0fb2d9e 0faa1cd 0fbe8de 0fbcc3b 0fb6d05 
0fac54b 0fa39f3 0fb8103 0fb7024 0fb06d3 
0faed48 0fa611e 0fba87e 0fb8885 0fb2bbe 
0fb1581 0fa8a05 0fbd0c2 0fbbd91 0fb56bf 
0faab8b 0fa1fb0 0fb670e 0fb4e62 0faeb58 
0fb2e28 0faa243 0fbe956 0fbcca7 0fb6d91 
0fac58a 0fa3a40 0fb8161 0fb7081 0fb072f 
0faed26 0fa6127 0fba899 0fb88a2 0fb2bd7 
0fb157e 0fa8a45 0fbd137 0fbbded 0fb56f8 
0faab56 0fa1fca 0fb6752 0fb4e8c 0faeb55 
0fb2e48 0faa2ad 0fbe9d6 0fbcd09 0fb6dd5 
0fac59d 0fa3a79 0fb81a1 0fb70ac 0fb074c 
0faedca 0fa61d4 0fba93b 0fb8921 0fb2c66 
0fb14f9 0fa89b1 0fbd08f 0fbbd30 0fb565c 
0faabb7 0fa2013 0fb6787 0fb4ea1 0faeba5 
0fb2e5b 0faa289 0fbe997 0fbccc0 0fb6dd2 
0fac5bb 0fa3a6f 0fb8172 0fb7091 0fb075b 
0faedf4 0fa61eb 0fba943 0fb8937 0fb2c8a 
0fb1532 0fa89e1 0fbd0aa 0fbbd81 0fb5691 
0faabad 0fa2000 0fb674b 0fb4eb7 0faeb96 
0fb2e5d 0faa29b 0fbe989 0fbccce 0fb6ddb 
0fac598 0fa3a66 0fb815c 0fb707a 0fb073b 
0faed0a 0fa6119 0fba876 0fb8849 0fb2b9c 
0fb15f4 0fa8ab5 0fbd182 0fbbe24 0fb574a 
0faac32 0fa2094 0fb67ed 0fb4f06 0faec08 
0fb2ecf 0faa31d 0fbea14 0fbcd21 0fb6e38 
0fac59e 0fa3a77 0fb817a 0fb7079 0fb0732 
0faedcf 0fa61e4 0fba93b 0fb88f0 0fb2c59 
0fb1665 0fa8b2e 0fbd1e5 0fbbe83 0fb57ba 
0faac85 0fa20f2 0fb683c 0fb4f5c 0faec63 
0fb2ec6 0faa313 0fbe9fa 0fbcd17 0fb6e36 
0fac684 0fa3b51 0fb823e 0fb7159 0fb0818 
0faee63 0fa627c 0fba9ba 0fb897e 0fb2cf7 
0fb1690 0fa8b5d 0fbd21d 0fbbeb8 0fb57f3 
0faad68 0fa21da 0fb6938 0fb5063 0faed5c 
0fb3030 0faa476 0fbeb74 0fbce93 0fb6fa3 
0fac818 0fa3cd6 0fb83d0 0fb72fc 0fb09b2 
0faf00a 0fa6402 0fbab4e 0fb8b4a 0fb2e9d 
0fb1886 0fa8d20 0fbd3de 0fbc0bf 0fb59dd 
0faae7e 0fa22b5 0fb69fe 0fb5189 0faee6c 
0fb31e2 0faa5f3 0fbecd7 0fbd07d 0fb715f 
0fac996 0fa3e1a 0fb8508 0fb7494 0fb0b3f 
0faf06c 0fa6424 0fbab73 0fb8bff 0fb2f11 
0fb186d 0fa8cc5 0fbd388 0fbc0c8 0fb59d7 
0faaf01 0fa22eb 0fb6a35 0fb5232 0faeef2 
0fb30b0 0faa480 0fbeb7b 0fbcf6f 0fb7030 
0fac86a 0fa3cc2 0fb83be 0fb7371 0fb0a12 
0faef6e 0fa6301 0fbaa56 0fb8b09 0fb2e05 
0fb179e 0fa8be5 0fbd2b3 0fbbff8 0fb58f8 
0faacbf 0fa20a9 0fb6816 0fb4ffc 0faeca6 
0fb2f27 0faa2fd 0fbea05 0fbcdec 0fb6e9d 
0fac7c4 0fa3c17 0fb832f 0fb72c9 0fb0956 
