0f7ecca 0f1ad7e 00162cf 0ff4d61 0f19ce6 
0fc0094 0fb28d5 0ffa80b 0032f15 0fb59a3 
0fb8674 0fab1c1 0fd54d0 0037f1e 0faddb0 
0fbb1cb 0fad81c 0ff8e02 00378c0 0fb0ca0 
0fbe798 0fb0f4e 0fe8b11 0033460 0fb3ee0 
0fb7174 0fa9609 0fe3d2b 003a17f 0facc99 
0fc0d9f 0fb3017 0ffe802 00325d6 0fb68d0 
0fba1c1 0fac677 0fd85a1 00369b5 0faf8a1 
0fbd6e8 0faf708 0ffa67c 00359d1 0fb3278 
0fc1907 0fb3cd3 0feac26 0030a76 0fb71d7 
0fba9f0 0fac92a 0fe565f 0037304 0fb0346 
0fc4b79 0fb66a2 000273c 002ed96 0fba2d6 
0fbe3f0 0fb0002 0fdcdba 003377d 0fb35d7 
0fc174d 0fb2e6e 0ffddd6 00326da 0fb6db4 
0fc534b 0fb6d0a 0febb74 002d8eb 0fba702 
0fbe12d 0fafb3f 0fe3ea1 0033f71 0fb3447 
0fc83e8 0fba0e4 0ffd2cc 002b7ef 0fbd920 
0fc1f74 0fb40e7 0fd693e 002f164 0fb71a6 
0fc53d2 0fb7381 0ff7bb9 002de9a 0fbac3a 
0fc9849 0fbbdae 0fe6e8b 00288cb 0fbeebe 
0fc251c 0fb4a28 0fdc16a 002ec59 0fb7c81 
0fcc357 0fbe873 0ff9550 0026f71 0fc1db2 
0fc58de 0fb8036 0fd50ef 002b258 0fbafcd 
0fc8469 0fba83c 0ff58f2 002a891 0fbdffd 
0fcc204 0fbea54 0fe6220 0025c16 0fc1b3b 
0fc46ec 0fb6db4 0fdd105 002cbb8 0fba0f8 
0fcdf05 0fc04cf 0ff971f 0025482 0fc3ae8 
0fc6d2f 0fb958e 0fd4c4c 0029d52 0fbc584 
0fc9056 0fbb440 0ff4515 002980f 0fbeced 
0fcc7d4 0fbf002 0fe5670 00251a5 0fc2177 
0fc443c 0fb6b3b 0fdc584 002ccd6 0fb9eab 
0fcd6f2 0fbfd3b 0ff9cd4 0025b10 0fc3339 
0fc6258 0fb8c6d 0fd502b 002a74a 0fbbaae 
0fc8291 0fba8bd 0ff61ed 002aa1b 0fbde47 
0fcbb41 0fbe609 0fe800a 0026364 0fc14b6 
0fc3741 0fb615f 0fde908 002da78 0fb9214 
0fcca01 0fbf4e1 0ffba95 0020f45 0fc2851 
0fc590c 0fb85a5 0fd60dc 002b021 0fbb251 
0fc78e1 0fba047 0ff73b8 002b4bb 0fbd434 
0fcb5b3 0fbe07e 0fe8c86 0026b89 0fc0bc7 
0fc3544 0fb5d24 0fdfd0c 002e131 0fb89d1 
0fcccf5 0fbeffc 0ffcf61 001b4e9 0fc2197 
0fc6048 0fb842e 0fd583d 0029c0a 0fbaf3a 
0fc7e3b 0fb9e6e 0ff4b5d 00109bb 0fbd1de 
0fcb8c4 0fbdaeb 0fe6677 001f5ca 0fc09aa 
0fc308a 0fb5161 0fdbfaf 002e339 0fb8362 
0fcc3e3 0fbeab4 0ffc1fe 0026f1a 0fc1ef0 
0fc5a6b 0fb8393 0fd6842 002b1d6 0fbb11c 
0fc7f99 0fba182 0ff741b 00233e6 0fbdd53 
0fcc148 0fbece6 0fe7499 0018626 0fc1e3c 
0fc404b 0fb6622 0fdfc46 002d347 0fb98f4 
0fce04d 0fbfd74 00046d0 0025b1f 0fc3805 
0fc77a8 0fb92cf 0fdf72a 0029c0b 0fbcbb8 
0fc9e04 0fbb708 00011f6 0029b42 0fbf353 
0fce3f2 0fc04e4 0ff27a3 00245e3 0fc394e 
0fc664e 0fb8d9d 0fe5e43 002afb0 0fbc16f 
0fd04de 0fc2871 000394c 001b14b 0fc6126 
0fcaa46 0fbd11a 0fde9b5 0001f67 0fc0129 
0fcc4e9 0fbea25 0ff9d58 0ff1bda 0fc1fc5 
0fd0635 0fc2d95 0fea229 00099a7 0fc5e08 
0fc8360 0fbacc9 0fde5aa 0028ad3 0fbdddc 
0fd1b9e 0fc434f 0ffb8e1 001ebc3 0fc7877 
0fcb612 0fbe397 0fd8ef5 0024f68 0fc1098 
0fcd5aa 0fc018b 0ff79f5 00252da 0fc352d 
0fd2284 0fc4fda 0fec6ed 001fcde 0fc7ec5 
0fcae8a 0fbd841 0fe32d8 0026878 0fc08d6 
0fd5156 0fc79ab 00016ea 001ea36 0fca8ba 
0fcf8cd 0fc22c9 0fddb00 0021bbd 0fc4b52 
0fd22e1 0fc4789 0ffc1b5 002122c 0fc7ae4 
0fd7a75 0fca28f 0ff0c0f 001afbc 0fcd050 
0fd0c36 0fc30ab 0fe45fc 0020fcc 0fc62cd 
0fdaf4c 0fcd04d 000132a 000cf81 0fd0782 
0fd54b6 0fc77b6 0fe1bb2 001c096 0fca85a 
0fd7ad2 0fc99c7 0ff7e7c 001b893 0fcd1ad 
0fdc96a 0fced33 0fef2c6 0015d3b 0fd205d 
0fd4ee3 0fc7277 0fe3ef9 001c8fc 0fca742 
0fde8eb 0fd0c9e 0ffdb00 0014e8b 0fd44ea 
0fd89be 0fcb0ec 0fe4ca3 00186ce 0fce20b 
0fda9f5 0fccd48 0ff888e 00186e0 0fd06bc 
0fdf6dc 0fd1eab 0ff142f 0012ea3 0fd525b 
0fd7ae1 0fca0c8 0fe617e 0019be5 0fcd6ca 
0fe12df 0fd376b 0ffeb44 001244b 0fd712a 
0fdb381 0fcdb15 0fe75f1 0015be7 0fd0d33 
0fdcd0e 0fcf151 0ff5bbd 001601d 0fd2b04 
0fe172b 0fd400a 0ff12ab 0010aa9 0fd742c 
0fd950e 0fcbd4c 0fe6ad6 0017ce5 0fcf3e8 
0fe2966 0fd4efd 0ffc6fd 0010b3f 0fd884c 
0fdc705 0fcef1f 0fe882d 001462d 0fd21a1 
0fdda58 0fcfeda 0ff3aab 001504c 0fd3925 
0fe21f5 0fd49d8 0ff0e22 000fe5d 0fd7e7e 
0fd9bb5 0fcc2d9 0fe6881 0017456 0fcf938 
0fe29fe 0fd4f6b 0ff97e0 000fcd0 0fd8a51 
0fdc345 0fcec16 0fe8488 001444a 0fd1f99 
0fdd0ae 0fcf5bd 0fefc62 0014022 0fd30d7 
0fe12d7 0fd3b3c 0fef277 00105a7 0fd7014 
0fd8508 0fcabcc 0fe4ed9 0018897 0fce1d9 
0fe0fa0 0fd349a 0ff761d 0012024 0fd6d7a 
0fda5e0 0fccdd4 0fe656d 0016256 0fcfef2 
0fdb042 0fcd34b 0fef554 0017687 0fd0c7b 
0fdf793 0fd1daf 0fede06 0012729 0fd5124 
0fd6d8e 0fc97ac 0fe35b5 001a1b3 0fcc612 
0fdf4a7 0fd1ad4 0ff52f3 0013b5c 0fd4e45 
0fd8c07 0fcb1ce 0fe4723 0017dd2 0fce076 
0fd8f15 0fcb0d2 0feb30c 0019788 0fce67d 
0fdd3a7 0fcf787 0feab46 0014ba9 0fd27de 
0fd3da9 0fc61e1 0fdfcf0 001d115 0fc90f5 
0fdc203 0fce5b8 0ff2ad2 00170b7 0fd16e3 
0fd55de 0fc7b4a 0fe0cc9 001b71d 0fca6e3 
0fd514e 0fc7540 0febae8 001da1d 0fca665 
0fd9140 0fcb758 0fe8e40 00195fe 0fce284 
0fcf48f 0fc1b51 0fdd94f 002229b 0fc493d 
0fd73b4 0fc990c 0ff7e15 001c570 0fcca67 
0fd0434 0fc2c6a 0fdbf5f 0020b26 0fc576f 
0fc988c 0fbbca8 0fdd057 0027b09 0fbfee2 
0fd28be 0fc4d75 0fef6b6 00200f4 0fc8f90 
0fca062 0fbc6bf 0fd60ec 002646a 0fc0472 
0fcec93 0fc0fba 0ff0bec 0023d8a 0fc54a1 
0fcf9ac 0fc206e 0fde7df 0021893 0fc5df8 
0fc9893 0fbbccd 0fdce6c 0027ac9 0fbfeee 
0fd28a6 0fc4d6d 0fef802 0020118 0fc8f7a 
0fca01d 0fbc676 0fd609a 00264b3 0fc041a 
0fceb91 0fc0eb3 0ff0d1b 0023ec5 0fc5377 
0fcf9e2 0fc208c 0fde92d 00218cb 0fc5de0 
0fc98db 0fbbd1b 0fdc9cf 0027a8e 0fbfed6 
0fd29c9 0fc4e98 0fef66f 002004d 0fc905e 
0fca35e 0fbc9fa 0fd62f6 00261b8 0fc074e 
0fcee40 0fc11a7 0ff0612 0023bfa 0fc562b 
0fcff26 0fc25e0 0fdeb81 002138a 0fc634d 
0fc9b91 0fbbfee 0fdc584 0027749 0fc01d5 
0fd2cde 0fc51bf 0fef440 001fce4 0fc93eb 
0fca5da 0fbcc5d 0fd6565 0025eb7 0fc0a2b 
0fcee5a 0fc1197 0ff045b 0023b87 0fc56a9 
0fd003b 0fc26f9 0fdeed4 0021274 0fc64ee 
0fc9b67 0fbbfaf 0fdc49e 0027728 0fc0221 
0fd2c39 0fc5101 0fef465 001fd75 0fc939c 
0fca578 0fbcc1f 0fd64dd 0025e9e 0fc0a09 
0fcecbc 0fc1054 0fefd64 0023c42 0fc559a 
0fcff99 0fc26e9 0fdee80 00212ae 0fc64cd 
0fc9a2d 0fbbf3b 0fdc244 00277ac 0fc0168 
0fd2cd9 0fc5251 0fef6fe 001fc70 0fc94c8 
0fca8fb 0fbd01f 0fd6899 0025af9 0fc0e17 
0fcf122 0fc1512 0fefef0 0023801 0fc5a52 
0fd06e5 0fc2ee0 0fdf4df 0020b6c 0fc6cb6 
0fca22e 0fbc83a 0fdbe07 0026efd 0fc0988 
0fd3522 0fc5c06 0feed8d 001f368 0fc9ce6 
0fcb401 0fbdd0a 0fd7241 0024e8f 0fc1832 
0fcfcfe 0fc22e6 0fedc74 00229ea 0fc64a6 
0fd1569 0fc3e58 0fdf437 001fa96 0fc787a 
0fcb01c 0fbd627 0fdab21 0025dd5 0fc1531 
0fd454a 0fc6b56 0feda0b 001e1dd 0fcac14 
0fcc540 0fbed0e 0fd8393 0023d64 0fc2916 
0fd0e9b 0fc333e 0fef712 0021afd 0fc7618 
0fd2a46 0fc52f9 0fe109d 001ea0b 0fc8e69 
0fcc7d0 0fbee02 0fdd268 0024bc6 0fc2d00 
0fd5f12 0fc8615 0ff096f 001cd1b 0fcc522 
0fce195 0fc0b7d 0fd9e38 0022550 0fc4448 
0fd2b95 0fc5140 0ff1a9c 0020270 0fc91fc 
0fd4988 0fc73bd 0fe2ed8 001ce60 0fcac1a 
0fce5d0 0fc0f2b 0fde566 0022e06 0fc4bc7 
0fd7cd8 0fca9e6 0ff105f 001ad4a 0fce676 
0fd0095 0fc2f7a 0fdbdee 002053c 0fc65ef 
0fd4845 0fc7209 0ff0936 001e323 0fcb074 
0fd6482 0fc8f49 0fe3c12 001b087 0fcc7f6 
0fcfccb 0fc24ce 0fdedfb 00216b4 0fc6252 
0fd8f4f 0fcb617 0ff1582 0019e47 0fcf3f4 
0fd0c15 0fc33f0 0fdc88e 001fb31 0fc6e77 
0fd4a86 0fc6f5a 0ff16e4 001e0f3 0fcb1b8 
0fd639d 0fc8d16 0fe46c4 001b0b8 0fcc742 
0fcf6a0 0fc2062 0fde828 001c12c 0fc5a9b 
0fd8795 0fcb1e6 0ff1f7e 0004665 0fcef1e 
0fd0242 0fc2e0a 0fdc1f2 002009c 0fc666f 
0fd3bdb 0fc6311 0ff087e 00119bc 0fca3ee 
0fd4fd5 0fc79fb 0fe3865 001bbda 0fcb4cd 
0fcdb68 0fc00f8 0fddb51 002342a 0fc4128 
0fd6175 0fc8956 0ff1578 001c65c 0fcc7f8 
0fcdd2a 0fc0933 0fda2d9 0022395 0fc4061 
0fd18c9 0fc4659 0ff2a22 0ff9487 0fc8191 
0fd3602 0fc5b1f 0fe319f 000f383 0fc9925 
0fcce10 0fbebee 0fdfa07 001e09c 0fc2e42 
0fd658f 0fc80e1 0ff4957 0fe9bf1 0fcc4b8 
0fce2e5 0fc01fe 0fd9db8 0005a68 0fc3c6b 
0fd1433 0fc2cce 0ff178a 0021cad 0fc6c84 
0fd2a95 0fc403a 0fe274b 001f6bf 0fc7d9d 
0fcb561 0fbc28b 0fdf9fa 0026c63 0fc0b46 
0fd4d37 0fc5a4c 0ff82dd 001f350 0fca3c2 
0fcd46e 0fbec14 0fd9530 0024325 0fc2abe 
0fd1442 0fc2972 0ff6cb6 00224ba 0fc6fc3 
0fd3818 0fc5328 0fe42e3 001eeaf 0fc8d15 
0fccbff 0fbe599 0fdffa8 002574b 0fc21a8 
0fd5db5 0fc7c14 0ff4bbe 001da68 0fcb7b8 
0fce351 0fc060a 0fd9caf 0022c13 0fc3e30 
0fd224c 0fc41b9 0ff236a 0020f3c 0fc82b1 
0fd4821 0fc6bab 0fe36bd 001d405 0fca63e 
0fce105 0fc0407 0fde0f4 001fb54 0fc419e 
0fd7809 0fc9bc3 0ff29a6 0010634 0fcd852 
0fcff31 0fc246c 0fdb7f9 0020df9 0fc5bf0 
0fd427d 0fc63df 0ff1d01 001efde 0fca402 
0fd6d99 0fc915f 0fe5a1c 001b2b1 0fccc8d 
0fd09cb 0fc2b70 0fe0b27 00211e4 0fc6bd5 
0fda3a6 0fcc805 0ff5345 0018f29 0fd096a 
0fd331a 0fc5c38 0fded0d 001da2c 0fc9576 
0fd7775 0fc9de9 0ff2c36 001b9e3 0fcdd7b 
0fda410 0fccef1 0fe817b 0017aee 0fd06ba 
0fd40c9 0fc67e0 0fe2b0e 001dae6 0fca3c3 
0fddb3f 0fd009d 0ff4e83 0015a1b 0fd3e41 
0fd6667 0fc8c0c 0fe1d22 001a8e5 0fcc5b5 
0fda3d0 0fcc539 0ff09e2 0018e49 0fd0664 
0fdcca8 0fcf0fd 0fe96bc 0015291 0fd2bf5 
0fd6259 0fc8463 0fe3388 001b858 0fcc3d9 
0fdf766 0fd1aa6 0ff428a 0013cd8 0fd5ac4 
0fd805d 0fca606 0fe37cd 0018d35 0fce0cf 
0fdb870 0fcda50 0ff05fe 001779c 0fd1d75 
0fdddf4 0fd0248 0fea40c 0013e73 0fd3f37 
0fd66d7 0fc8a8c 0fe2a9f 001ad69 0fcca40 
0fdf24f 0fd163e 0ff0c1c 0013a2b 0fd57d3 
0fd732e 0fc99a5 0fe2cf8 001919f 0fcd707 
0fda05e 0fcc3d0 0feb515 0018686 0fd0980 
0fdbedb 0fce79c 0fe8201 00153b0 0fd261d 
0fd4341 0fc6aaf 0fe0641 001c750 0fcac39 
0fdcbcc 0fcf300 0feccb5 001584c 0fd35fd 
0fd498d 0fc7405 0fe0542 001b43e 0fcafff 
0fd726d 0fc9964 0fe7a72 001ae5e 0fcdb80 
0fd9067 0fcbc33 0fe52e9 0017fa0 0fcf59a 
0fd1169 0fc3c64 0fdd6ff 001f859 0fc7774 
0fd997a 0fcc3a8 0fec033 0018c49 0fd009d 
0fd1734 0fc4282 0fdcf9c 001ea2b 0fc7951 
0fd3482 0fc599b 0fe60d2 001f04e 0fc9874 
0fd4e30 0fc794e 0fe1514 001c3f5 0fcb011 
0fccce7 0fbf4d0 0fd9625 0023fd1 0fc2e79 
0fd526b 0fc76a7 0feaecc 001d89a 0fcb53e 
0fccee4 0fbf54d 0fd83e9 00236d2 0fc2db2 
0fcf447 0fc17bd 0fe831d 00233d0 0fc5675 
0fd153e 0fc3c48 0fdf302 00202a7 0fc752b 
0fc8efd 0fbb588 0fd74b5 0028128 0fbf067 
0fd11c7 0fc39b9 0feb5fb 002194a 0fc7515 
0fc881d 0fbaf2c 0fd3d79 002807e 0fbe7a3 
0fca490 0fbc703 0fe8350 00283fb 0fc0929 
0fcc29a 0fbe74b 0fdb754 0025574 0fc2345 
0fc3ceb 0fb5e95 0fd4032 002d5fb 0fb9e29 
0fcc462 0fbe5cc 0fec193 0026c81 0fc2854 
0fc3fe3 0fb6541 0fcf6bb 002c7b1 0fba201 
0fc61f5 0fb82fd 0fe8aa3 002c85e 0fbc7c6 
0fc88be 0fbad24 0fdad56 00291ba 0fbeb74 
0fc054f 0fb2745 0fd3292 0030cc7 0fb696e 
0fc8d52 0fbae38 0fec7f2 002a148 0fbf31c 
0fc0c54 0fb305e 0fccac5 002f9b9 0fb6fd9 
0fc2969 0fb4c34 0fe9241 002fcb3 0fb92be 
0fc4a2c 0fb7044 0fd9061 002ca2c 0fbb0dd 
0fbc170 0fae66c 0fd18e4 00349f1 0fb2938 
0fc4b29 0fb705b 0fec6ff 002df54 0fbb34d 
0fbd0f2 0fafb66 0fca370 0033260 0fb3638 
0fbf908 0fb23a4 0fe99d9 0032b10 0fb640f 
0fc2e39 0fb5ba0 0fda486 002e439 0fb9569 
0fbb1e5 0fadab5 0fcf978 0035261 0fb17cc 
0fc46de 0fb6eaf 0fe9bed 0025e4d 0fbad40 
0fbd6d9 0fb01b4 0fc984b 003280a 0fb38b2 
0fc05ce 0fb2c90 0fe974f 003209c 0fb6e90 
0fc4437 0fb6c14 0fdd541 002d6a2 0fba950 
0fbd29e 0faf815 0fd6f44 0033fc3 0fb38f7 
0fc6f8e 0fb93f4 0ff2750 002c18d 0fbd6cd 
0fc0b7e 0fb31f7 0fce86d 002fe75 0fb6f69 
0fc3f0f 0fb60a7 0fedc7e 002ecab 0fba745 
0fc82c5 0fba5d6 0fdf59a 0029b51 0fbe864 
0fc18f9 0fb398a 0fd7c4b 002fccb 0fb7fe4 
0fcbd2a 0fbdbeb 0ff38b5 00278e2 0fc25be 
0fc5d77 0fb7ec5 0fd241b 002b0e6 0fbc2cf 
0fc920d 0fbb089 0feee50 0029d3c 0fbfb61 
0fcdab4 0fbfdd5 0fe1c2f 0024705 0fc40e7 
0fc6fd8 0fb91e0 0fd8af4 002a851 0fbd681 
0fd10ab 0fc3409 0ff43a0 0022664 0fc78fc 
0fcad08 0fbd4ef 0fd6d25 002616c 0fc13db 
0fcda74 0fbfeaa 0feea6a 0025197 0fc459a 
0fd1cb5 0fc434b 0fe2d74 001ffe4 0fc84af 
0fca8a7 0fbccb9 0fd98ae 00268a7 0fc10de 
0fd422a 0fc668d 0ff1d42 001ed62 0fcabc0 
0fcdc4b 0fc0425 0fd97ee 0022d38 0fc42c7 
0fd05a7 0fc29ab 0fed081 00224c8 0fc6f4a 
0fd41ca 0fc6985 0fe3ca5 001d950 0fca8bd 
0fcc5e1 0fbecbc 0fda4ba 0024a3e 0fc2d37 
0fd5b7e 0fc81c3 0ff0956 001d4b5 0fcc376 
0fcef30 0fc18be 0fda7d9 002195b 0fc539e 
0fd11a7 0fc37b9 0fea906 00214fb 0fc7bc7 
0fd4d07 0fc7636 0fe39fc 001cbf9 0fcb43e 
0fccc8e 0fbf40f 0fda41c 002405f 0fc346a 
0fd5ec2 0fc8527 0fef4b6 001cd3e 0fcc762 
0fcee14 0fc162b 0fda827 00215cf 0fc5280 
0fd0bb9 0fc304f 0fe8c2d 00218e0 0fc7418 
0fd4464 0fc6c63 0fe2e1f 001d56a 0fca8fe 
0fcc0ef 0fbe7bf 0fd9b5f 0024e27 0fc256d 
0fd506a 0fc77ee 0ff023f 001dd6a 0fcb76d 
0fce045 0fc0ae3 0fd9a08 00225c0 0fc437f 
0fcfd11 0fc2324 0fe90b7 001f687 0fc6385 
0fd366b 0fc5d48 0fe24b1 001d865 0fc98b9 
0fcaf4e 0fbd105 0fd82bb 0025e47 0fc11c9 
0fd3e73 0fc5b6a 0fee72e 001ef45 0fca113 
0fccecf 0fbea55 0fd8658 00238fb 0fc2d9c 
0fcf13d 0fc126a 0fe8bb0 0023616 0fc53df 
0fd2efc 0fc578c 0fe1179 001e72c 0fc8da9 
0fcaf50 0fbc95e 0fda0f2 00260c6 0fc0a6f 
0fd5148 0fc62a0 0ff9fc1 001ea10 0fca9bd 
0fcefb0 0fbfecf 0fda8fd 0022823 0fc3d20 
0fd0ce9 0fc2104 0feb22b 0022168 0fc6405 
0fd5360 0fc68f7 0fe4d76 001cfc9 0fcaa1c 
0fcdee1 0fbf348 0fdd35a 0023efa 0fc37a0 
0fd71f6 0fc7a4c 0ffa2cf 001d08e 0fccbac 
0fd10fa 0fc26aa 0fdcb35 0020c47 0fc6734 
0fd36ef 0fc4703 0ff6cf5 0ffafda 0fc907f 
0fd7039 0fc88ed 0fe93ef 0ffa3e5 0fcccd5 
0fcda95 0fbf765 0fdb80f 0023a67 0fc3a60 
0fd620d 0fc8322 0ff1167 001d0a0 0fcc158 
0fcf8ce 0fc1bd7 0fdac63 00218e8 0fc52e0 
0fd0f4d 0fc28aa 0fef27b 002243a 0fc6dbd 
0fd452d 0fc66bb 0fe5c62 001e044 0fca373 
0fcb9f8 0fbd927 0fd8e9f 00259fd 0fc179b 
0fd4345 0fc6224 0fee481 001edac 0fca37c 
0fcd7ac 0fbf58a 0fd8c5e 002374a 0fc3676 
0fcea7e 0fc057b 0fec62e 0024477 0fc4df9 
0fd2893 0fc48ab 0fe2b03 001f8b5 0fc8a74 
0fca80d 0fbc9d4 0fd89cc 0026de7 0fc090d 
0fd3c4d 0fc5f41 0ff0684 001f84b 0fc9e56 
0fcd9b7 0fbffaf 0fd8e76 0023347 0fc3979 
0fcf9ec 0fc1f24 0fe96fe 0023182 0fc5ea8 
0fd464c 0fc6ead 0fe3a6e 001db63 0fca813 
0fcce92 0fbf655 0fd9e4e 002454b 0fc30ef 
0fd67b8 0fc8cff 0ff0cad 001cdcc 0fccae2 
0fd0cd6 0fc351c 0fdbf65 00201da 0fc6b91 
0fd2827 0fc4b3d 0fe90ec 002047b 0fc8ac6 
0fd6f82 0fc91b3 0fe4d5d 001b2d9 0fccf7c 
0fcf07d 0fc0f55 0fdb15f 0022499 0fc5049 
0fd7c13 0fc9a3c 0fef014 001b7a6 0fcdf19 
0fd1459 0fc35ce 0fdc6cc 001f7da 0fc73a9 
0fd2320 0fc413e 0fe730b 002068a 0fc8647 
0fd615c 0fc8318 0fe3f69 001be19 0fcc0ee 
0fcd612 0fbf5f1 0fd97e2 0023aa4 0fc3563 
0fd5a4d 0fc79cc 0fecb5e 001d51e 0fcbe75 
0fcf1ef 0fc12c4 0fda4a0 002172e 0fc51df 
0fcfb9b 0fc1835 0fe4ff1 0022c30 0fc5e06 
0fd3a47 0fc5a8e 0fe20b3 001e4c7 0fc9b46 
0fcaf16 0fbcf2a 0fd79f7 0026197 0fc1134 
0fd3669 0fc555d 0fee1e9 001fb49 0fc9ad3 
0fcce9f 0fbefaf 0fd82cf 0023c9d 0fc2f95 
0fcda2a 0fbf7f7 0fe6cc7 0024ed2 0fc3f68 
0fd1d4b 0fc3e5d 0fe1be4 002023b 0fc80d2 
0fc94cd 0fbb467 0fd653a 0027abb 0fbf8c4 
0fd1fa5 0fc3f42 0feda3d 0021070 0fc85e4 
0fcbbaa 0fbde3e 0fd71e2 0024e2b 0fc1f18 
0fcc896 0fbe7f1 0fe6c36 0025e52 0fc3018 
0fd1088 0fc324c 0fe1794 0020dec 0fc7517 
0fc87bf 0fba798 0fd5cbe 0028696 0fbed7c 
0fd1171 0fc3159 0fedb32 0021c95 0fc7a51 
0fcac1a 0fbcf7e 0fd6541 0025c18 0fc12a0 
0fcb5ba 0fbd804 0fe6d60 0026e85 0fc2138 
0fcfbe5 0fc2295 0fe126e 0021ffa 0fc6570 
0fc6ed5 0fb95cb 0fd51f6 0029b9b 0fbd9be 
0fcf526 0fc1d63 0fee5d6 00235bc 0fc6347 
0fc8e99 0fbbc29 0fd4bc0 002756d 0fbf9be 
0fc95b5 0fbbdfc 0fe5b14 0028b19 0fc044c 
0fcdbf1 0fc05d6 0fdfefc 0023d09 0fc47e3 
0fc4e92 0fb779c 0fd3780 002bab1 0fbba2d 
0fcd8b6 0fc018c 0feef5b 001ded7 0fc4727 
0fc7715 0fba367 0fd37e3 0026729 0fbe200 
0fc7a49 0fba491 0fe632c 00259fc 0fbe9f0 
0fcc2ab 0fbf0d5 0fe0245 0025268 0fc3046 
0fc39d8 0fb676d 0fd3653 002cf69 0fba74a 
0fcc9cc 0fbf4ae 0feea61 0026150 0fc37ed 
0fc6bab 0fb9a05 0fd2ae8 00297e8 0fbd63a 
0fc7777 0fba415 0fe59be 002a97c 0fbe56e 
0fcca0c 0fbfa3d 0fe0794 0025202 0fc346e 
0fc4240 0fb70cb 0fd2523 002c8b6 0fbab22 
0fccfc8 0fbfdb5 0fec3b2 0025c8e 0fc3942 
0fc701e 0fba20a 0fd2b21 00295ad 0fbd619 
0fc72c9 0fba344 0fe6175 002af5c 0fbdbed 
0fcb98e 0fbeb59 0fdfb1b 0026114 0fc20d5 
0fc2ce7 0fb5cc2 0fd1641 002dc64 0fb929b 
0fcbac5 0fbea8e 0fee4b2 00271bf 0fc233f 
0fc5b86 0fb87b1 0fd181c 002aa32 0fbbe01 
0fc5f91 0fb8a25 0fe3481 002c2d1 0fbc5ce 
0fcad2e 0fbdaf3 0fde03e 0026f2b 0fc10f3 
0fc1c67 0fb4944 0fd0bab 002ee65 0fb81f2 
0fca7a9 0fbd322 0fef0e2 0028839 0fc10a7 
0fc4fb7 0fb7b75 0fd0f4a 002bc12 0fbb264 
0fc54ee 0fb7eff 0fe6070 002d0f9 0fbbc6e 
0fca776 0fbd6c8 0fdfdf8 0027523 0fc1058 
0fc1a42 0fb49be 0fd1226 002ef74 0fb8460 
0fcabe0 0fbd71b 0ff0c7f 00285c4 0fc173c 
0fc562c 0fb818c 0fd18b7 002b76a 0fbbc44 
0fc547e 0fb7d8f 0fe5ecf 002d30e 0fbbedf 
0fca639 0fbd1bc 0fdf359 00279e2 0fc0e9e 
0fc0d54 0fb39d2 0fcfec2 002fd5a 0fb795c 
0fc9209 0fbbc51 0fee597 0029c3b 0fc01b1 
0fc3407 0fb5d65 0fcf55f 002d366 0fb9e05 
0fc2c8a 0fb5046 0fe289e 002f4df 0fb989b 
0fc7e5c 0fba4be 0fdd61e 0029e3f 0fbe76b 
0fbed9d 0fb1339 0fce760 0031d4e 0fb5628 
0fc7114 0fb9559 0fee2c3 002bda5 0fbdc24 
0fc172d 0fb3dd7 0fce38a 002f2cc 0fb7eb9 
0fc1290 0fb331e 0fe5d91 0031180 0fb7ed7 
0fc69f3 0fb8f6a 0fe1582 002b5e9 0fbd4ae 
0fbe059 0fb0660 0fd1006 0032d2f 0fb4ad5 
0fc6eb9 0fb910b 0ff1c2e 002c33e 0fbdaf3 
0fc228c 0fb46e7 0fcfc59 002ea58 0fb89fa 
0fc2664 0fb46bd 0fe8545 00300cd 0fb922a 
0fc85e6 0fbaa5c 0fe34a8 0029c4b 0fbf14e 
0fc021a 0fb25d0 0fd1e9d 0030bc9 0fb6d69 
0fc9586 0fbb783 0ff24ef 0029cdc 0fc031b 
0fc4d46 0fb72b1 0fd198f 002bdc0 0fbb74d 
0fc53f4 0fb75fc 0fe54e2 002cfaa 0fbc143 
0fcb8c6 0fbde6c 0fe1ab7 0025ea8 0fc23b2 
0fc2f63 0fb5613 0fd234a 002dc0c 0fb9c12 
0fcc04d 0fbe41b 0ff1004 0026fbf 0fc2d9b 
0fc78dd 0fb9e5b 0fd3cd8 00292a2 0fbe080 
0fc7dbf 0fba079 0fe7a26 002a741 0fbe93f 
0fce427 0fc089d 0fe45ec 0023f2d 0fc4cbf 
0fc624e 0fb860d 0fd41a6 002ac55 0fbca09 
0fcf5e4 0fc1860 0ff09a8 0023c2c 0fc5f8d 
0fcae77 0fbd393 0fd6a02 0025cc0 0fc13ff 
0fcb0d8 0fbd37f 0fe4811 002732b 0fc198a 
0fd173a 0fc3ddb 0fe3a5e 0020ad4 0fc7d6e 
0fc933d 0fbb80f 0fd6075 0027b15 0fbf8db 
0fd2729 0fc4a64 0ff0ead 0020bb0 0fc8f4a 
0fce02e 0fc0656 0fd9944 0022d99 0fc44aa 
0fce02d 0fc0430 0fe5a05 002454e 0fc4961 
0fd470c 0fc6e19 0fe5cb5 001db58 0fcaefb 
0fcc175 0fbe879 0fd8776 0024bb8 0fc2960 
0fd5380 0fc793a 0ff0b7b 001dda7 0fcbe53 
