0fbac4a 0fcc4c8 0fb3db7 
0fbb9b7 0fcafb5 0fb4ab6 
0fb56f3 0fcabef 0fae423 
0fad921 0fca446 0fa680a 
0faef64 0fca395 0fa832e 
0fb7a58 0fcaaeb 0fb0f6f 
0fbba55 0fcb04e 0fb4b60 
0fb5790 0fcac0f 0fae49f 
0fad8ef 0fca3cf 0fa67af 
0faeeb6 0fca314 0fa8269 
0fb79ba 0fcaa9d 0fb0ed5 
0fbba58 0fcaffd 0fb4b68 
0fb57f2 0fcaba2 0fae51c 
0fad8d1 0fca313 0fa679d 
0faedff 0fca24f 0fa81ad 
0fb7879 0fca972 0fb0d87 
0fbb98e 0fcaeda 0fb4aaf 
0fb57ee 0fcaad9 0fae512 
0fad9a5 0fca36d 0fa685a 
0faee7c 0fca32a 0fa8220 
0fb78e7 0fcaa57 0fb0df8 
0fbba08 0fcaf5c 0fb4b1d 
0fb584e 0fcaaf5 0fae565 
0fad939 0fca33f 0fa67ed 
0faed08 0fca29d 0fa80a7 
0fb777d 0fcaa14 0fb0c7f 
0fbb9ac 0fcaf90 0fb4ac5 
0fb58e2 0fcabd6 0fae60a 
0fad96d 0fca3ed 0fa6826 
0faed19 0fca3b2 0fa80c3 
0fb776c 0fcab2c 0fb0c92 
0fbb9b0 0fcb06c 0fb4ad9 
0fb5898 0fcabe5 0fae5c1 
0fad890 0fca3ac 0fa6745 
0faeb4d 0fca2fa 0fa7ee0 
0fb7546 0fcaa3e 0fb0a4b 
0fbb8b2 0fcaffd 0fb49b0 
0fb5819 0fcab6a 0fae518 
0fad7e7 0fca312 0fa6672 
0faeaab 0fca2e8 0fa7e27 
0fb74d3 0fcaa37 0fb09c2 
0fbb827 0fcaf3f 0fb4926 
0fb58df 0fcab61 0fae5db 
0fad91b 0fca3bc 0fa6795 
0faea3c 0fca2ef 0fa7d96 
0fb7409 0fcaa38 0fb08e3 
0fbb854 0fcaf99 0fb4942 
0fb59ff 0fcac40 0fae6ef 
0fad98f 0fca49f 0fa6804 
0fae97f 0fca350 0fa7ce3 
0fb7307 0fcaa66 0fb07f8 
0fbb86b 0fcb057 0fb496c 
0fb5a31 0fcacbd 0fae730 
0fad97c 0fca4ec 0fa67fb 
0fae88c 0fca364 0fa7be3 
0fb71a9 0fcaa47 0fb0684 
0fbb751 0fcafe3 0fb4838 
0fb59ab 0fcac44 0fae68b 
0fad874 0fca458 0fa66d6 
0fae74a 0fca37b 0fa7a8c 
0fb70bb 0fcaade 0fb059d 
0fbb782 0fcb0ef 0fb4883 
0fb5a4c 0fcad11 0fae73d 
0fad8a8 0fca4d2 0fa66fa 

