0fa6f00 0f982d2 0f9d1dd 
0faca8c 0f9e67b 0fa2d75 
0faf8a2 0fa0fff 0fa5a6b 
0faa82a 0f9bb7c 0fa0909 
0fa482d 0f95dad 0f9a9a3 
0fa5e50 0f97916 0f9c0fc 
0facb43 0f9e70a 0fa2e0f 
0faf8d0 0fa0ff6 0fa5a82 
0faa853 0f9bb7b 0fa0924 
0fa489e 0f95ded 0f9aa02 
0fa5ec9 0f9795a 0f9c15e 
0facc35 0f9e7d1 0fa2efe 
0fafa2c 0fa1139 0fa5be2 
0faaa18 0f9bd24 0fa0af4 
0fa4a47 0f95f88 0f9abca 
0fa60dd 0f97b6c 0f9c3a1 
0face8f 0f9ea40 0fa318f 
0fafc93 0fa13b2 0fa5e67 
0faac89 0f9bfab 0fa0d7c 
0fa4cb6 0f96219 0f9ae63 
0fa6312 0f97dd2 0f9c5fe 
0fad041 0f9ec22 0fa3354 
0fafe6b 0fa15c3 0fa605d 
0faae32 0f9c192 0fa0f44 
0fa4e94 0f96422 0f9b03d 
0fa657a 0f9804b 0f9c843 
0fad32a 0f9ef07 0fa360d 
0fb0140 0fa1888 0fa62f1 
0fab152 0f9c4a9 0fa122d 
0fa51cc 0f96767 0f9b34c 
0fa6864 0f98358 0f9cb2e 
0fad59f 0f9f1a7 0fa3891 
0fb038f 0fa1af5 0fa6557 
0fab324 0f9c68e 0fa1402 
0fa5393 0f96927 0f9b502 
0fa6a76 0f98563 0f9cd17 
0fad79f 0f9f3aa 0fa3a7d 
0fb050f 0fa1c91 0fa66e3 
0fab469 0f9c7e8 0fa156d 
0fa548d 0f96a3e 0f9b622 
0fa6b9d 0f98689 0f9ce50 
0fad90f 0f9f50e 0fa3bea 
0fb06bd 0fa1e20 0fa6874 
0fab63e 0f9c9a4 0fa171a 
0fa566d 0f96c09 0f9b7ec 
0fa6d7c 0f98864 0f9d031 
0fada9c 0f9f68c 0fa3d7e 
0fb086d 0fa1fce 0fa6a46 
0fab802 0f9cb64 0fa1906 

