0fdaa0c 0fd8b43 0fdfdfb 
0fda9d2 0fd8b86 0fdfcb6 
0fde542 0fdca12 0fe3c89 
0fdc0d7 0fdac21 0fe200c 
0fd6e9f 0fd5ad3 0fdce17 
0fd615d 0fd479c 0fdb8da 
0fdaa9a 0fd8c49 0fdfdb6 
0fde5b1 0fdca73 0fe3d1d 
0fdc156 0fdac84 0fe20bf 
0fd6f6e 0fd5b7e 0fdcf29 
0fd61f2 0fd482a 0fdb9cc 
0fdaba1 0fd8d55 0fdff25 
0fde6c4 0fdcb84 0fe3e8f 
0fdc1fc 0fdad15 0fe21a1 
0fd6f97 0fd5b8c 0fdcf91 
0fd62dd 0fd48e7 0fdbb01 
0fdac77 0fd8e01 0fe0010 
0fde769 0fdcc0c 0fe3f63 
0fdc233 0fdad44 0fe2220 
0fd7010 0fd5bfb 0fdd04c 
0fd62dc 0fd48ea 0fdbb2e 
0fdac5f 0fd8df4 0fe0019 
0fde796 0fdcc50 0fe3f9b 
0fdc282 0fdadc0 0fe2281 
0fd7013 0fd5c3d 0fdd069 
0fd6307 0fd494c 0fdbb85 
0fdacc8 0fd8e98 0fe00ab 
0fde7a2 0fdcc94 0fe3fd2 
0fdc333 0fdae80 0fe2338 
0fd7109 0fd5d23 0fdd14d 
0fd6376 0fd49a3 0fdbbd9 
0fdacf9 0fd8ea0 0fe00ba 
0fde7ae 0fdcc72 0fe3fc7 
0fdc2af 0fdade4 0fe22b5 
0fd7077 0fd5c8d 0fdd0da 
0fd636e 0fd499c 0fdbbfb 
0fdad1d 0fd8ed1 0fe0107 
0fde7a6 0fdcc7c 0fe3fe7 
0fdc21b 0fdad59 0fe2245 
0fd6f84 0fd5b8a 0fdcfe1 
0fd6303 0fd4916 0fdbb75 
0fdad1a 0fd8eb5 0fe0116 
0fde783 0fdcc48 0fe3fe4 
0fdc195 0fdacc5 0fe21e2 
0fd6f4e 0fd5b4b 0fdcfc7 
0fd6349 0fd4954 0fdbbc5 
0fdad4b 0fd8eef 0fe0146 
0fde737 0fdcc16 0fe3f9d 
0fdc0ef 0fdac3e 0fe2143 
0fd6edb 0fd5af0 0fdcf55 
0fd6283 0fd48ac 0fdbaff 
0fdabe1 0fd8d8d 0fdffd6 
0fde5bf 0fdca99 0fe3e06 
0fdbf23 0fdaa63 0fe1f3a 
0fd6d64 0fd5960 0fdcd63 
0fd61f0 0fd47fa 0fdb9c9 
0fdac43 0fd8dd7 0fdffb1 
0fde65c 0fdcb23 0fe3e29 
0fdc02d 0fdab6d 0fe1fe4 
0fd6df2 0fd5a01 0fdcdb6 
0fd624f 0fd4861 0fdb9fb 
0fdabb7 0fd8d54 0fdff04 
0fde4e5 0fdc9bd 0fe3ca5 
0fdbef7 0fdaa38 0fe1e90 
0fd6d41 0fd5939 0fdccbc 
0fd61e3 0fd47e0 0fdb940 
0fdac45 0fd8dcc 0fdff67 
0fde5da 0fdcaa0 0fe3d72 
0fdbe74 0fda9a9 0fe1dee 
0fd6bbb 0fd57b2 0fdcb36 
0fd6056 0fd464e 0fdb7e1 
0fdaa98 0fd8c27 0fdfda9 
0fde41c 0fdc8e3 0fe3b9b 
0fdbdb1 0fda8e4 0fe1d16 
0fd6b52 0fd5733 0fdcac6 
0fd6029 0fd460e 0fdb7c0 
0fdaad7 0fd8c60 0fdfddf 
0fde472 0fdc93c 0fe3bf3 
0fdbd3d 0fda86f 0fe1c9a 
0fd6b8b 0fd5773 0fdcadf 
0fd606e 0fd4651 0fdb7cb 
0fdaad6 0fd8c5c 0fdfd80 
0fde389 0fdc854 0fe3aad 
0fdbcea 0fda81f 0fe1be6 
0fd6b3d 0fd571d 0fdca28 
0fd5fc1 0fd45a0 0fdb6de 
0fda9aa 0fd8b2a 0fdfc28 
0fde305 0fdc7c3 0fe39ee 
0fdbbf9 0fda719 0fe1ad3 
0fd69ca 0fd558f 0fdc8b1 
0fd5e82 0fd444c 0fdb597 
0fda8d8 0fd8a61 0fdfb42 
0fde1b2 0fdc68f 0fe389b 
0fdba9c 0fda5e4 0fe194b 
0fd68a4 0fd5499 0fdc73f 
0fd5db5 0fd43a0 0fdb475 
0fda8f6 0fd8a92 0fdfaf6 
0fde26d 0fdc73c 0fe38d0 
0fdbb3b 0fda660 0fe1964 
0fd693b 0fd5504 0fdc777 
0fd5e4d 0fd440e 0fdb4cf 
0fda99f 0fd8b1a 0fdfb7e 
0fde2e6 0fdc7b5 0fe3950 
0fdbb28 0fda65d 0fe197b 
0fd691a 0fd54ed 0fdc776 
0fd5e89 0fd4446 0fdb508 
0fda98e 0fd8b00 0fdfb63 
0fde2c3 0fdc784 0fe3929 
0fdbb9e 0fda6cb 0fe19fe 
0fd6a33 0fd560c 0fdc8b6 
0fd5ff5 0fd45c7 0fdb6ae 
0fdaa7c 0fd8bff 0fdfcc3 
0fde337 0fdc80b 0fe3a14 
0fdbb45 0fda67b 0fe19ff 
0fd68fa 0fd54d0 0fdc7c0 
0fd5e83 0fd4449 0fdb596 
0fda9a9 0fd8b36 0fdfc2d 
0fde1f9 0fdc6db 0fe392b 
0fdba23 0fda569 0fe1938 
0fd6850 0fd5430 0fdc76e 
0fd5e71 0fd4430 0fdb5fe 
0fda983 0fd8afe 0fdfc98 
0fde1a5 0fdc68f 0fe396e 
0fdb96c 0fda4d5 0fe1924 
0fd680b 0fd53fc 0fdc7ad 
0fd5e5d 0fd442d 0fdb645 
0fda9a6 0fd8b3a 0fdfcf4 

