0fb10a3 0fa2d11 0fa63ea 
0faf1c9 0fa0c3d 0fa4412 
0fabb54 0f9da14 0fa0edb 
0fafc62 0fa1fa6 0fa511c 
0fb5a94 0fa7c64 0faaee5 
0fb54e6 0fa7166 0faa7d9 
0faf2ce 0fa0d5b 0fa453d 
0fabbb2 0f9da93 0fa0f6a 
0fafc41 0fa1fa1 0fa5128 
0fb5a68 0fa7c4e 0faaed8 
0fb556d 0fa71fb 0faa86d 
0faf33a 0fa0dd9 0fa45c4 
0fabbc4 0f9daa6 0fa0f87 
0fafc69 0fa1fce 0fa5168 
0fb5b05 0fa7ced 0faaf8c 
0fb55e0 0fa7274 0faa8f2 
0faf3c1 0fa0e5c 0fa465b 
0fabca6 0f9db92 0fa1079 
0fafd8b 0fa20f1 0fa5282 
0fb5c2e 0fa7e10 0fab0ad 
0fb574a 0fa73cf 0faaa4e 
0faf4ea 0fa0f74 0fa4767 
0fabd53 0f9dc24 0fa1109 
0fafe08 0fa2157 0fa52f0 
0fb5ced 0fa7eb0 0fab146 
0fb57b1 0fa741c 0faaa99 
0faf5fe 0fa106d 0fa4857 
0fabf26 0f9dde2 0fa12c2 
0fb000f 0fa234d 0fa54da 
0fb5dcc 0fa7f8d 0fab22d 
0fb5855 0fa74c4 0faab4e 
0faf660 0fa10d0 0fa48d3 
0fabf2f 0f9ddeb 0fa12dc 
0faff5a 0fa2297 0fa5432 
0fb5dcd 0fa7f89 0fab21b 
0fb587c 0fa74da 0faab49 
0faf59f 0fa100b 0fa47f1 
0fabde2 0f9dc9d 0fa118c 
0fafe26 0fa216d 0fa5318 
0fb5c98 0fa7e5b 0fab10f 
0fb57c3 0fa7435 0faaac7 
0faf5d2 0fa1048 0fa4844 
0fabe9a 0f9dd5c 0fa1241 
0faff55 0fa2288 0fa5421 
0fb5d76 0fa7f2d 0fab1d4 

