0fa73e5 0f24f0f 0ff2713 
0f948ee 0f1a656 0fe3f76 
0f9c9cc 0f1e0e3 0fe977f 
0fa8498 0f2633a 0ff34f5 
0fa7d02 0f27d71 0ff431d 
0f9bc0f 0f20a8a 0fead37 
0f94ac3 0f1a828 0fe40e0 
0f9cb49 0f1e237 0fe97c2 
0fa8746 0f26547 0ff3644 
0fa8028 0f27fdd 0ff4520 
0f9bd31 0f20b8e 0feae4d 
0f94a67 0f1a861 0fe40d1 
0f9ca27 0f1e1e1 0fe972a 
0fa84cc 0f263e0 0ff34f0 
0fa7db6 0f27e68 0ff43d5 
0f9bb36 0f20a89 0feacc5 

