0ec02ce 0e8c485 0ece915 
0f2bec7 0f29ae7 0f2cc6b 
0f28c41 0f2691e 0f29b76 
0f26b30 0f24766 0f2790c 
0f28cb9 0f267d4 0f2985f 
0f2c58e 0f2a08f 0f2d113 
0f2cadc 0f2a700 0f2d8b6 
0f29882 0f2755e 0f2a7e9 
0f277ac 0f253e5 0f285b8 
0f29949 0f27468 0f2a507 
0f2d200 0f2acfa 0f2dd8b 
0f2d7d9 0f2b3d7 0f2e586 
0f2a581 0f28234 0f2b4a9 
0f283d6 0f25ff4 0f291b7 
0f2a563 0f28063 0f2b106 
0f2dec3 0f2b9af 0f2ea47 
0f2e455 0f2c05c 0f2f21d 
0f2b211 0f28ed8 0f2c150 
0f290d5 0f26d02 0f29ec5 
0f2b210 0f28d21 0f2bdb2 
0f2eb2b 0f2c620 0f2f69f 
0f2f12d 0f2cd30 0f2fece 
0f2bed9 0f29b9a 0f2ce08 
0f29d5a 0f2797b 0f2ab44 
0f2be7f 0f29990 0f2ca35 
0f2f7fa 0f2d2f4 0f3038d 
0f2fe7e 0f2da8b 0f30c4b 
0f2cca6 0f2a976 0f2dc05 
0f2abb1 0f287f5 0f2b9d4 
0f2cd3c 0f2a851 0f2d900 
0f306c1 0f2e1a5 0f31236 
0f30da8 0f2e9a0 0f31b5a 
0f2dbce 0f2b890 0f2eb1d 
0f2ba52 0f2968b 0f2c867 
0f2db92 0f2b6ac 0f2e74f 
0f31618 0f2f110 0f32190 
0f31dbb 0f2f9ce 0f32b65 
0f2ecd4 0f2c9a1 0f2fc0b 
0f2cbdd 0f2a814 0f2d9d3 
0f2edc3 0f2c8e9 0f2f976 
0f327aa 0f302b4 0f33326 
0f32f33 0f30b58 0f33ced 
0f2fe5e 0f2db4a 0f30db2 
0f2dccc 0f2b920 0f2ead6 
0f2fe0e 0f2d93d 0f309c5 
0f3381f 0f3131b 0f34380 
0f34032 0f31c36 0f34db8 
0f30f13 0f2ebcd 0f31e2f 
0f2ed05 0f2c933 0f2fae8 
0f30de4 0f2e8f6 0f31979 
0f3471f 0f32213 0f3527f 
0f34e4b 0f32a5b 0f35bdd 
0f31cfa 0f2f9d5 0f32c16 
0f2faa7 0f2d6f6 0f3088d 
0f31a9c 0f2f5d7 0f32641 
0f3538a 0f32ea3 0f35efb 
0f35a59 0f3367f 0f367fe 
0f327f8 0f304e3 0f3372f 
0f3043f 0f2e0a4 0f3124a 
0f32398 0f2feda 0f32f3e 
0f35c26 0f3373c 0f36777 
0f36272 0f33e93 0f36fea 
0f32ffa 0f30cd6 0f33f01 
0f30ce1 0f2e92e 0f31aa7 
0f32c8d 0f307c8 0f3381a 
0f36528 0f34049 0f37081 
0f36bb2 0f347e4 0f37935 
0f33a6a 0f31758 0f34971 
0f317cb 0f2f42c 0f32597 
0f33799 0f312dd 0f34307 
0f371a1 0f34cba 0f37cc6 
0f379e4 0f35617 0f3874e 
0f34864 0f3256a 0f35789 
0f325dc 0f3025e 0f333db 
0f345fc 0f32169 0f351bd 
0f37f97 0f35ae8 0f38b11 
0f387d4 0f36437 0f39578 
0f35739 0f3345a 0f36657 
0f334e8 0f31175 0f342b5 
0f35538 0f330a5 0f360bd 
0f38f4d 0f36a8d 0f39a8c 
0f39856 0f374a8 0f3a5c4 
0f367b1 0f344d0 0f376b5 
0f344f1 0f32192 0f352cc 

