0fb793c 0fb4bc1 0fcde02 
0fb17b1 0faf21b 0fcb45e 
0fb27d1 0faffe0 0fca23f 
0fb7829 0fb4f91 0fcd03f 
0fb9a42 0fb738e 0fcfee4 
0fb5f5f 0fb3a8a 0fcee3d 
0fb1839 0faf29f 0fcb4a7 
0fb287a 0fb008d 0fca2b2 
0fb7926 0fb5097 0fcd0fb 
0fb9b54 0fb74b0 0fcffe4 
0fb600c 0fb3b47 0fcef08 
0fb181e 0faf292 0fcb4e4 
0fb279d 0faffbe 0fca258 
0fb7871 0fb4fde 0fcd0b0 
0fb9b1a 0fb7468 0fcfffd 
0fb5fc8 0fb3afb 0fcef3f 
0fb184f 0faf2c1 0fcb588 
0fb2787 0faffa4 0fca2c1 
0fb787c 0fb4ff3 0fcd133 
0fb9ae5 0fb743c 0fd0020 
0fb5fc2 0fb3af4 0fcef4e 
0fb17fb 0faf267 0fcb54c 
0fb2756 0faff70 0fca27c 
0fb77db 0fb4f49 0fcd067 
0fb9ac0 0fb740d 0fcffa2 
0fb600d 0fb3b40 0fcef4e 
0fb188c 0faf30c 0fcb5ad 
0fb280d 0fb0039 0fca33b 
0fb7817 0fb4f98 0fcd0c9 
0fb9a64 0fb73d3 0fcff82 
0fb5f8d 0fb3add 0fceefa 
0fb1854 0faf2de 0fcb5bf 
0fb2743 0faff74 0fca2c9 
0fb77ba 0fb4f37 0fcd09b 
0fb9ac3 0fb7426 0fcffc5 
0fb6058 0fb3ba6 0fcefad 
0fb188b 0faf31b 0fcb600 
0fb27a5 0faffe0 0fca320 
0fb7842 0fb4fcd 0fcd0dd 
0fb9bd6 0fb7542 0fd0061 
0fb611f 0fb3c6e 0fcefe6 
0fb191a 0faf3ab 0fcb5f4 
0fb279e 0faffdb 0fca2b8 
0fb77f4 0fb4f85 0fcd046 
0fb9b72 0fb74e4 0fcffa3 
0fb61a0 0fb3cf6 0fcf002 
0fb1a0d 0faf4ac 0fcb6c4 
0fb287c 0fb00c6 0fca37f 
0fb7895 0fb5026 0fcd0ae 
0fb9c0a 0fb7577 0fcffdc 
0fb61fb 0fb3d51 0fcf024 

