0fabc17 0fa2b4b 0fa0fb6 
0fbe5ed 0fb3b1d 0fb3a78 
0fbd6e9 0fb2f75 0fb284c 
0fb85ce 0fae07a 0fad676 
0fb635d 0fabbf8 0fab6dc 
0fb9fc7 0faf4f5 0faf5aa 
0fbe7c0 0fb3cdd 0fb3c4f 
0fbd96b 0fb31f1 0fb2ad6 
0fb8819 0fae2c8 0fad8d8 
0fb6582 0fabe21 0fab919 
0fba252 0faf77c 0faf838 
0fbea90 0fb3f9e 0fb3f17 
0fbdc36 0fb34ae 0fb2da8 
0fb8aca 0fae56c 0fadb87 
0fb688c 0fac11e 0fabc15 
0fba512 0fafa34 0fafae8 
0fbec62 0fb4172 0fb40d9 
0fbddbe 0fb362c 0fb2f01 
0fb8c99 0fae738 0fadd15 
0fb695e 0fac1f7 0fabcac 
0fba594 0fafac8 0fafb54 
0fbed0b 0fb423c 0fb417f 
0fbde2f 0fb36be 0fb2f70 
0fb8cbb 0fae76e 0fadd3f 
0fb69ed 0fac29d 0fabd3f 
0fba56c 0fafac0 0fafb21 
0fbec66 0fb41b1 0fb40c4 
0fbdd25 0fb35e1 0fb2e7e 
0fb8b47 0fae639 0fadbf5 
0fb6811 0fac0fc 0fabb82 
0fba3e2 0faf966 0faf9b7 
0fbeab8 0fb4036 0fb3f4a 
0fbdc38 0fb3521 0fb2da1 
0fb8aab 0fae5be 0fadb52 
0fb66e1 0fabff1 0faba55 
0fba26f 0faf822 0faf846 
0fbe9b3 0fb3f59 0fb3e37 
0fbdb0e 0fb3415 0fb2c69 
0fb8a38 0fae564 0fadad4 
0fb66f4 0fac014 0faba59 
0fba2d1 0faf88c 0faf897 
0fbea40 0fb3ff0 0fb3ebf 
0fbdb76 0fb348b 0fb2cdb 
0fb89f4 0fae52f 0fada9a 
0fb6719 0fac046 0faba8f 
0fba355 0faf919 0faf937 
0fbea6b 0fb4027 0fb3f0f 
0fbdb46 0fb345e 0fb2cd5 
0fb8a5f 0fae594 0fadb1c 
0fb6753 0fac078 0fabad7 
0fba2bb 0faf875 0faf8b0 
0fbe9c0 0fb3f6c 0fb3e66 
0fbdb11 0fb3413 0fb2c81 
0fb89bf 0fae4dd 0fada63 
0fb665e 0fabf7b 0fab9e6 
0fba1ec 0faf79d 0faf7e4 
0fbe92e 0fb3ec7 0fb3dd7 
0fbda7d 0fb3372 0fb2bf8 
0fb893e 0fae44b 0fad9e9 
0fb65f1 0fabef2 0fab95e 
0fba1b7 0faf757 0faf78b 
0fbe90a 0fb3e96 0fb3d91 
0fbd9e8 0fb32ce 0fb2b4e 
0fb87ce 0fae2cf 0fad885 
0fb6420 0fabd1d 0fab7bb 
0fb9fbd 0faf55d 0faf5c2 
0fbe683 0fb3c03 0fb3b37 
0fbd760 0fb3037 0fb28ec 
0fb85a1 0fae096 0fad66f 
0fb624c 0fabb39 0fab5f3 
0fb9e04 0faf390 0faf416 
0fbe51a 0fb3a88 0fb39df 
0fbd66b 0fb2f21 0fb2809 
0fb8545 0fae014 0fad61f 
0fb6266 0fabb21 0fab604 
0fb9ec4 0faf41d 0faf4bf 
0fbe624 0fb3b63 0fb3ac4 
0fbd782 0fb3018 0fb28f9 
0fb867b 0fae12d 0fad739 
0fb643b 0fabcdd 0fab7bf 
0fba065 0faf5a4 0faf651 
0fbe807 0fb3d32 0fb3caf 
0fbd9f6 0fb326c 0fb2b83 
0fb893a 0fae3c1 0fad9f9 

