0fb9f13 0fac9a5 0fae33d 
0faf214 0fa1a30 0fa3187 
0fb388b 0fa647c 0fa7940 
0fb94db 0fabecf 0fad4fa 
0fb8808 0faad02 0fac6a2 
0fb22e3 0fa46a2 0fa6111 
0faf1a3 0fa19c7 0fa3130 
0fb383e 0fa6431 0fa78ff 
0fb9520 0fabf0d 0fad53d 
0fb8913 0faae0f 0fac7ad 
0fb23a1 0fa4763 0fa61bc 
0faf1f9 0fa1a29 0fa317b 
0fb390a 0fa6510 0fa79d8 
0fb95a2 0fabfa9 0fad5d1 
0fb8909 0faae1e 0fac7b3 
0fb2439 0fa480d 0fa6271 
0faf253 0fa1a82 0fa31df 
0fb38a5 0fa64a5 0fa7967 
0fb952c 0fabf30 0fad551 
0fb8966 0faae71 0fac7fb 
0fb24b8 0fa487f 0fa62d6 
0faf343 0fa1b61 0fa32af 
0fb39a0 0fa658a 0fa7a40 
0fb9668 0fac05b 0fad679 
0fb8a90 0faaf95 0fac92b 
0fb25af 0fa4968 0fa63d7 
0faf348 0fa1b55 0fa32be 
0fb398b 0fa6565 0fa7a26 
0fb96f5 0fac0dd 0fad6f1 
0fb8b50 0fab049 0fac9d3 
0fb2644 0fa49f9 0fa6457 
0faf412 0fa1c1c 0fa3381 
0fb3a5d 0fa6632 0fa7af6 
0fb9742 0fac11f 0fad74e 
0fb8b72 0fab060 0faca04 
0fb26e9 0fa4a98 0fa64fd 
0faf4f3 0fa1cf2 0fa3457 
0fb3acd 0fa669b 0fa7b70 
0fb97b3 0fac18b 0fad7c2 
0fb8c14 0fab0fb 0faca9e 
0fb26d0 0fa4a71 0fa64ed 
0faf467 0fa1c6a 0fa33ec 
0fb3b20 0fa66f0 0fa7be0 
0fb98ab 0fac287 0fad8c2 
0fb8d67 0fab24f 0facbf9 
0fb28c1 0fa4c6d 0fa66d7 
0faf71c 0fa1f18 0fa3676 
0fb3da3 0fa6978 0fa7e3a 
0fb9afa 0fac4db 0fadb00 
0fb8fad 0fab498 0face1f 
0fb2b1a 0fa4ec1 0fa6915 
0faf928 0fa2127 0fa387d 
0fb4004 0fa6bd5 0fa808e 
0fb9d5b 0fac73f 0fadd4b 
0fb924c 0fab742 0fad0c9 
0fb2d53 0fa5105 0fa6b57 
0fafafd 0fa22ff 0fa3a53 
0fb4181 0fa6d60 0fa820e 
0fb9ebd 0fac8ae 0fadec7 
0fb93d5 0fab8df 0fad26a 
0fb2eba 0fa5278 0fa6cdc 
0fafc2c 0fa2440 0fa3bb1 
0fb422a 0fa6e0f 0fa82e5 
0fb9ec9 0fac8bd 0fadeeb 
0fb9369 0fab86e 0fad203 
0fb2e08 0fa51bc 0fa6c29 
0fafaef 0fa22f1 0fa3a72 
0fb4116 0fa6ce7 0fa81b2 
0fb9e44 0fac822 0fade45 
0fb9310 0fab800 0fad197 
0fb2e06 0fa51b2 0fa6c09 
0fafbe5 0fa23e0 0fa3b30 

