0fc52c0 0fbae85 0fd7b6f 
0fcedaf 0fc4aab 0fddb42 
0fce00d 0fc4376 0fd63c6 
0fc8464 0fbea72 0fcdd47 
0fc59cf 0fbbb07 0fce5e4 
0fc9a06 0fbf5bf 0fd9a07 
0fcec2c 0fc492c 0fddb48 
0fcde69 0fc41cf 0fd632a 
0fc8362 0fbe982 0fcdc79 
0fc5895 0fbb9e7 0fce3dd 
0fc9894 0fbf468 0fd9707 
0fceb04 0fc4814 0fdd8a8 
0fcddd1 0fc414c 0fd61d2 
0fc82c6 0fbe8ed 0fcdb75 
0fc57a8 0fbb904 0fce12e 
0fc9790 0fbf368 0fd93ed 
0fcea42 0fc474c 0fdd626 
0fcdd98 0fc410a 0fd609f 
0fc82d3 0fbe8f4 0fcdb3c 
0fc5797 0fbb8eb 0fcdf4e 
0fc9755 0fbf324 0fd9116 
0fcea5e 0fc4760 0fdd47b 
0fcde1c 0fc4182 0fd5ffc 
0fc831d 0fbe947 0fcdb33 
0fc585b 0fbb9cd 0fcde6a 
0fc9826 0fbf416 0fd905b 
0fceb87 0fc48a3 0fdd49f 
0fcdf88 0fc4306 0fd60e9 
0fc8461 0fbea9a 0fcdc73 
0fc5922 0fbba86 0fcdea8 
0fc9957 0fbf52b 0fd902d 
0fced0b 0fc4a03 0fdd599 
0fce117 0fc4472 0fd6263 
0fc8641 0fbec5f 0fcde12 
0fc5a95 0fbbbf5 0fcdf7c 
0fc9ab5 0fbf67d 0fd9188 
0fceedc 0fc4bca 0fdd78c 
0fce30a 0fc466c 0fd63d7 
0fc881b 0fbee4c 0fcdfb9 
0fc5c6d 0fbbde6 0fce003 
0fc9c08 0fbf7e8 0fd9084 
0fcf058 0fc4d5b 0fdd672 
0fce576 0fc48e1 0fd6516 
0fc8a91 0fbf0cc 0fce1f8 
0fc5d91 0fbbf0f 0fcdf27 
0fc9c7c 0fbf864 0fd8ea4 
0fcf0c6 0fc4dc6 0fdd653 
0fce5df 0fc4940 0fd6530 
0fc8aed 0fbf12c 0fce250 
0fc5df9 0fbbf80 0fcdf75 
0fc9c72 0fbf860 0fd8f11 
0fcf0f9 0fc4dfd 0fdd74e 
0fce686 0fc49ea 0fd6677 
0fc8b66 0fbf199 0fce2c9 
0fc5e53 0fbbfcd 0fcdf2e 
0fc9ceb 0fbf8c9 0fd8e29 
0fcf120 0fc4e0c 0fdd65c 
0fce671 0fc49c0 0fd664f 
0fc8b97 0fbf1be 0fce2f9 
0fc5e58 0fbbfcf 0fcdee5 
0fc9d00 0fbf8e5 0fd8d37 
0fcf0a2 0fc4d88 0fdd58b 
0fce631 0fc4968 0fd660e 
0fc8bda 0fbf1ed 0fce332 
0fc5ea9 0fbc016 0fcde35 
0fc9ced 0fbf8b3 0fd8be3 
0fcf0d0 0fc4d99 0fdd53f 
0fce69e 0fc49c3 0fd6640 
0fc8bdd 0fbf1eb 0fce328 
0fc5e0e 0fbbf78 0fcdd2d 
0fc9bf3 0fbf7c1 0fd8a48 
0fcf06b 0fc4d3f 0fdd4ba 
0fce671 0fc49ad 0fd6688 
0fc8bcf 0fbf1fd 0fce368 
0fc5e4a 0fbbfd0 0fcdec1 
0fc9c18 0fbf7fc 0fd8cdb 
0fcf05b 0fc4d35 0fdd6f0 
0fce6ba 0fc49eb 0fd67a8 
0fc8c12 0fbf232 0fce36c 
0fc5e26 0fbbfad 0fcdd06 
0fc9bc7 0fbf7a6 0fd8b30 
0fcf024 0fc4cfc 0fdd709 
0fce6d4 0fc4a0d 0fd684c 
0fc8c3e 0fbf275 0fce404 
0fc5d23 0fbbeb7 0fcddaa 
0fc9a5b 0fbf64b 0fd8b62 
0fcef2f 0fc4c0a 0fdd641 
0fce683 0fc49ba 0fd678d 
0fc8bbd 0fbf1f0 0fce341 
0fc5d23 0fbbec8 0fcdd9d 
0fc9a06 0fbf603 0fd8bdb 
0fceefd 0fc4bec 0fdd8f8 
0fce670 0fc49c5 0fd69e4 
0fc8bf4 0fbf257 0fce3cf 
0fc5cb3 0fbbe80 0fcdd9f 
0fc991f 0fbf533 0fd8cd9 
0fcedc8 0fc4ac1 0fdd7ae 
0fce58f 0fc48e5 0fd68be 
0fc8b39 0fbf196 0fce316 
0fc5bdc 0fbbdb1 0fcdd93 
0fc984c 0fbf477 0fd8c93 
0fced85 0fc4a99 0fdd976 
0fce567 0fc48e4 0fd6a5d 
0fc8b15 0fbf199 0fce343 
0fc5bd9 0fbbdd4 0fcddd2 
0fc9866 0fbf4b1 0fd8d96 
0fcedb5 0fc4ad8 0fddafe 
0fce621 0fc49a8 0fd6b0f 
0fc8b9e 0fbf234 0fce3b0 
0fc5be0 0fbbdea 0fcde67 
0fc97fe 0fbf45c 0fd8de4 
0fced68 0fc4aa5 0fdda9c 
0fce5dc 0fc497a 0fd6b27 
0fc8c25 0fbf2d6 0fce44f 
0fc5c12 0fbbe48 0fcdd6b 
0fc9783 0fbf3fa 0fd8d97 
0fcec8c 0fc49cf 0fddbc8 
0fce57d 0fc4915 0fd6bcf 
0fc8bec 0fbf2a1 0fce440 
0fc5bc4 0fbbdf7 0fcdd04 
0fc96e4 0fbf369 0fd8b39 
0fcec2a 0fc496b 0fdd941 
0fce57e 0fc4902 0fd6b61 
0fc8c05 0fbf29a 0fce425 
0fc5bdf 0fbbe01 0fcdafb 
0fc9768 0fbf3cd 0fd8855 
0fcecec 0fc4a15 0fdd745 
0fce708 0fc4a81 0fd6aeb 
0fc8e1f 0fbf4ab 0fce597 
0fc5cf1 0fbbf00 0fcd950 
0fc9805 0fbf44c 0fd84d7 
0fcee02 0fc4b03 0fdd4f0 
0fce7bb 0fc4b14 0fd6a49 
0fc8e05 0fbf490 0fce57a 

