0fcdd34 0fcc2c2 0fd4885 
0fd46c0 0fd2e17 0fdb3e8 
0fd084e 0fced3a 0fd722b 
0fd27f2 0fd0722 0fd8a35 
0fd785f 0fd5692 0fdd9b7 
0fd8b2d 0fd6e63 0fdf359 
0fd46bc 0fd2e1b 0fdb3fe 
0fd0863 0fced4b 0fd7244 
0fd2798 0fd06b0 0fd89d1 
0fd77ef 0fd55fd 0fdd922 
0fd8b7e 0fd6e83 0fdf361 
0fd4706 0fd2e42 0fdb404 
0fd08df 0fcedad 0fd7281 
0fd274f 0fd0662 0fd895c 
0fd7737 0fd554a 0fdd84b 
0fd8adf 0fd6e01 0fdf2c0 
0fd4695 0fd2e02 0fdb3a7 
0fd07e0 0fcecf0 0fd71aa 
0fd2716 0fd066e 0fd8940 
0fd7806 0fd5654 0fdd91d 
0fd8bbb 0fd6f05 0fdf388 
0fd4737 0fd2eb8 0fdb42e 
0fd093d 0fcee4a 0fd72d4 
0fd288c 0fd07d6 0fd8a76 
0fd78b6 0fd56f1 0fdd9a4 
0fd8c4a 0fd6f7f 0fdf40d 
0fd4866 0fd2fdc 0fdb54e 
0fd097a 0fcee87 0fd7320 
0fd284c 0fd078c 0fd8a44 
0fd78e7 0fd570b 0fdd9c7 
0fd8c68 0fd6f74 0fdf403 
0fd47eb 0fd2f22 0fdb4a2 
0fd08a2 0fced6f 0fd720e 
0fd26be 0fd05cf 0fd888d 
0fd76cc 0fd54d4 0fdd792 
0fd8ab7 0fd6dc9 0fdf24f 
0fd4731 0fd2e95 0fdb401 
0fd08d1 0fcede1 0fd7253 
0fd26cb 0fd0615 0fd8892 
0fd76bc 0fd54f9 0fdd779 
0fd8ab8 0fd6deb 0fdf230 
0fd4665 0fd2dd4 0fdb30b 
0fd06aa 0fcebc0 0fd7033 
0fd2492 0fd03ed 0fd868a 
0fd7517 0fd5357 0fdd5f5 
0fd890f 0fd6c42 0fdf0a8 
0fd44eb 0fd2c58 0fdb1a4 
0fd061d 0fceb26 0fd6f78 
0fd241e 0fd0355 0fd85bc 
0fd7536 0fd5341 0fdd5b2 
0fd8908 0fd6c00 0fdf044 
0fd44c4 0fd2c02 0fdb140 
0fd05cc 0fceab7 0fd6f13 
0fd23dd 0fd030a 0fd8583 
0fd7429 0fd5241 0fdd4c0 
0fd888c 0fd6b93 0fdefd4 
0fd4497 0fd2bd9 0fdb0fb 
0fd0545 0fcea27 0fd6e63 
0fd22ee 0fd0213 0fd8475 
0fd7346 0fd5155 0fdd3e2 
0fd87be 0fd6ac8 0fdef63 
0fd4424 0fd2b6f 0fdb110 
0fd0507 0fce9f5 0fd6eb8 
0fd22a4 0fd01c7 0fd84ae 
0fd7329 0fd511a 0fdd3f0 
0fd883d 0fd6b12 0fdefb4 
0fd44f8 0fd2c08 0fdb1b0 
0fd055e 0fcea1b 0fd6ee8 
0fd2253 0fd014c 0fd843d 
0fd7297 0fd507b 0fdd37b 
0fd8767 0fd6a44 0fdef13 
0fd4408 0fd2b33 0fdb0eb 
0fd04c5 0fce99d 0fd6e73 
0fd21e3 0fd00f5 0fd83e2 
0fd721b 0fd5009 0fdd2f4 
0fd8784 0fd6a5f 0fdef0b 
0fd4421 0fd2b4e 0fdb0ee 
0fd047c 0fce968 0fd6e2d 
0fd21a6 0fd00c4 0fd83ac 
0fd71c3 0fd4fb6 0fdd2a6 
0fd86af 0fd6990 0fdee4f 
0fd43b3 0fd2adb 0fdb085 
0fd0377 0fce850 0fd6d17 
0fd2036 0fcff42 0fd8226 
0fd710a 0fd4ee9 0fdd1d7 
0fd8600 0fd68c7 0fded87 
0fd428c 0fd299f 0fdaf5a 
0fd0337 0fce805 0fd6cdb 
0fd2079 0fcff82 0fd8268 
0fd70fd 0fd4edc 0fdd1c1 
0fd85ba 0fd6882 0fded2c 
0fd422a 0fd2939 0fdaee8 
0fd01df 0fce6aa 0fd6b8c 
0fd1ed4 0fcfdd4 0fd80cf 
0fd6fa0 0fd4d70 0fdd058 
0fd8532 0fd67f8 0fdeca0 
0fd41e2 0fd2902 0fdae9e 
0fd0244 0fce718 0fd6bda 
0fd1ee0 0fcfdde 0fd80bc 
0fd6f1d 0fd4ce1 0fdcfc2 
0fd84ca 0fd6773 0fdec2a 
0fd418d 0fd2884 0fdae3b 
0fd0146 0fce5f6 0fd6ad4 
0fd1df8 0fcfcdb 0fd7fce 
0fd6ecb 0fd4c82 0fdcf66 
0fd8450 0fd66fa 0fdeba4 
0fd4133 0fd2837 0fdadcf 
0fd00d3 0fce597 0fd6a64 
0fd1cf3 0fcfbf2 0fd7ee0 
0fd6d80 0fd4b51 0fdce36 

