0fb658b 0007a47 0fa9613 
0fba444 0fd38e4 0fae0bf 
0fc4f04 0fd38f7 0fb9065 
0fcb426 0fd3958 0fbecce 
0fc4919 0fd3a15 0fb776e 
0fba10a 0fd3a59 0fad1ec 
0fba493 0fd3a06 0fae14e 
0fc4e90 0fd39c2 0fb902a 
0fcb44f 0fd39ab 0fbed13 
0fc4968 0fd39a2 0fb77a3 
0fba053 0fd3969 0fad0ec 
0fba2a5 0fd392d 0fadf15 
0fc4c6d 0fd3920 0fb8dea 
0fcb346 0fd3937 0fbec0d 
0fc4967 0fd3944 0fb779f 
0fba010 0fd3928 0fad07c 
0fba13b 0fd38d5 0fadd6c 
0fc4a9e 0fd38a0 0fb8bd1 
0fcb282 0fd389c 0fbeb03 
0fc49c8 0fd3871 0fb7797 
0fba039 0fd3888 0fad029 
0fba004 0fd3858 0fadbcc 
0fc48ee 0fd380e 0fb89e0 
0fcb21d 0fd382e 0fbea81 
0fc4aff 0fd3892 0fb78e4 
0fba0e5 0fd385f 0fad0e3 
0fb9f84 0fd383d 0fadb5c 

