0fc6f7a 0fbc798 0fcbc86 
0fcccd0 0fc298a 0fd1ce4 
0fc7213 0fbd14c 0fcc30d 
0fc4879 0fba2fb 0fc968f 
0fc89a2 0fbded4 0fcd504 
0fcdbdd 0fc3256 0fd285c 
0fccd7b 0fc2a1f 0fd1d7b 
0fc7239 0fbd176 0fcc34b 
0fc487b 0fba305 0fc96b4 
0fc8844 0fbdd86 0fcd3d1 
0fcd946 0fc2fc2 0fd25e1 
0fccba9 0fc2841 0fd1bc2 
0fc71fe 0fbd113 0fcc300 
0fc48bd 0fba327 0fc96e3 
0fc8898 0fbddc9 0fcd425 
0fcd93a 0fc2fae 0fd25f4 
0fccb34 0fc27c1 0fd1b69 
0fc7213 0fbd12c 0fcc326 
0fc4946 0fba3c3 0fc9784 
0fc8918 0fbde52 0fcd4a8 
0fcda32 0fc309b 0fd26bc 
0fccce2 0fc296a 0fd1cd3 
0fc737d 0fbd292 0fcc45d 
0fc4b11 0fba588 0fc9934 
0fc8b04 0fbe04c 0fcd6b0 
0fcdc9b 0fc3324 0fd2969 
0fccf6b 0fc2c18 0fd1fa3 
0fc7517 0fbd453 0fcc640 
0fc4b6e 0fba5fd 0fc99b1 
0fc8bcb 0fbe103 0fcd755 
0fcdd95 0fc340a 0fd2a2c 
0fccf60 0fc2c00 0fd1f6a 
0fc7459 0fbd385 0fcc55d 
0fc4a62 0fba4d5 0fc988a 
0fc8ae0 0fbe008 0fcd66f 
0fcdc8a 0fc32ef 0fd293a 
0fccee0 0fc2b7f 0fd1f1c 
0fc7461 0fbd39a 0fcc591 
0fc49d1 0fba463 0fc982b 
0fc89a3 0fbdef2 0fcd556 
0fcdbc7 0fc325a 0fd289d 
0fcce2e 0fc2af1 0fd1e89 
0fc7355 0fbd2a8 0fcc4a4 
0fc4877 0fba321 0fc96eb 
0fc8838 0fbdd8f 0fcd3ed 
0fcda73 0fc30ff 0fd271a 
0fccd3d 0fc29ef 0fd1d61 
0fc727a 0fbd1bf 0fcc38d 
0fc479c 0fba231 0fc95c9 
0fc86c2 0fbdc06 0fcd237 
0fcd8b8 0fc2f3b 0fd2546 
0fccbb4 0fc286c 0fd1bc2 
0fc7159 0fbd0a6 0fcc257 
0fc473f 0fba1f3 0fc955e 
0fc8660 0fbdbcf 0fcd1cb 
0fcd7ff 0fc2ea6 0fd246f 
0fcca35 0fc270d 0fd1a39 
0fc6fb1 0fbcf22 0fcc0b8 
0fc453b 0fba003 0fc936c 
0fc8444 0fbd9c9 0fccfd0 
0fcd5f7 0fc2ca3 0fd2290 
0fcc943 0fc25fa 0fd1944 
0fc6f74 0fbceb2 0fcc065 
0fc450c 0fb9fbe 0fc9332 
0fc8388 0fbd8fb 0fccf03 
0fcd4c4 0fc2b56 0fd214e 
0fcc826 0fc24c1 0fd182e 
0fc6e93 0fbcdbb 0fcbf86 
0fc44a4 0fb9f3a 0fc92c5 
0fc8405 0fbd958 0fccf79 
0fcd5f3 0fc2c77 0fd227f 
0fcc9b6 0fc2657 0fd19bd 
0fc709e 0fbcff0 0fcc1b0 
0fc4664 0fba124 0fc94bb 
0fc85ef 0fbdb5e 0fcd19f 
0fcd84a 0fc2ed7 0fd24fb 
0fccc10 0fc28bb 0fd1c2e 
0fc71a1 0fbd0d8 0fcc2ad 
0fc46ff 0fba19a 0fc9536 
0fc8699 0fbdbd7 0fcd21d 
0fcd955 0fc2fb7 0fd25dc 
0fccce1 0fc296a 0fd1ce4 
0fc7204 0fbd131 0fcc303 
0fc477c 0fba1fc 0fc9586 
0fc87b4 0fbdcce 0fcd2f2 
0fcdabd 0fc30e1 0fd26dc 
0fcce6f 0fc2aba 0fd1df8 
0fc73f8 0fbd2ea 0fcc486 
0fc48ca 0fba329 0fc9696 
0fc8804 0fbdd1c 0fcd32d 
0fcdb33 0fc317c 0fd2773 
0fcceed 0fc2b6f 0fd1ec2 
0fc7474 0fbd38e 0fcc547 
0fc49af 0fba429 0fc979a 
0fc890d 0fbde30 0fcd43d 
0fcdbe4 0fc322a 0fd281a 
0fcd001 0fc2c71 0fd1fb9 
0fc75e2 0fbd4fa 0fcc696 
0fc4a9b 0fba511 0fc9879 
0fc8976 0fbde95 0fcd4a1 
0fcdc44 0fc3278 0fd286d 
0fcd0da 0fc2d32 0fd207c 
0fc76af 0fbd5a2 0fcc743 
0fc4b42 0fba59c 0fc98f6 
0fc8a13 0fbdf1e 0fcd516 
0fcdbd6 0fc3215 0fd27f5 
0fccf6d 0fc2bcd 0fd1f10 
0fc75f8 0fbd4fa 0fcc681 
0fc4abf 0fba53a 0fc989a 
0fc889c 0fbdde4 0fcd3e9 
0fcda23 0fc308b 0fd267f 
0fcce5d 0fc2aea 0fd1e36 
0fc759c 0fbd4cf 0fcc66b 
0fc4a86 0fba538 0fc9890 
0fc88a2 0fbde13 0fcd40d 
0fcdb07 0fc3195 0fd277f 
0fccf57 0fc2bfa 0fd1f4e 
0fc7626 0fbd56e 0fcc71d 
0fc4b9a 0fba65f 0fc99c2 
0fc8a6b 0fbdfe1 0fcd5e5 
0fcdc8a 0fc330f 0fd28fa 
0fcd11e 0fc2db4 0fd20f6 
0fc789a 0fbd7d5 0fcc961 
0fc4de0 0fba883 0fc9bcf 
0fc8ca2 0fbe1e4 0fcd7df 
0fce010 0fc3665 0fd2c53 
0fcd4a3 0fc3130 0fd245d 
0fc7a22 0fbd973 0fccb03 
0fc4eab 0fba97a 0fc9cc5 
0fc8d28 0fbe2ae 0fcd8a4 
0fcdfb6 0fc3660 0fd2c3c 
0fcd4ab 0fc3177 0fd2499 
0fc7aa5 0fbda24 0fccb9f 
0fc4e78 0fba96a 0fc9ca2 
0fc8d04 0fbe295 0fcd866 
0fce028 0fc36c6 0fd2c7b 
0fcd559 0fc3224 0fd2516 
0fc7b69 0fbdaf2 0fccc31 
0fc4f44 0fbaa42 0fc9d2d 
0fc8dcd 0fbe36a 0fcd8fd 

