0fbd4f5 0fb20a4 0fc1b8c 
0fc2a58 0fb7dee 0fc7493 
0fc3213 0fb806a 0fc7924 
0fc80c5 0fbccaa 0fcc6af 
0fcaa74 0fbfa0b 0fcf2cd 
0fc7477 0fbc8bf 0fcbf7f 
0fc27b3 0fb7b44 0fc71f2 
0fc2f07 0fb7d5b 0fc7621 
0fc7e2e 0fbca0a 0fcc420 
0fca80d 0fbf7a3 0fcf071 
0fc7186 0fbc5d3 0fcbc97 
0fc248c 0fb7818 0fc6ed2 
0fc2c3d 0fb7a84 0fc734e 
0fc7b80 0fbc74a 0fcc161 
0fca4f6 0fbf473 0fced41 
0fc6f1b 0fbc355 0fcba15 
0fc2302 0fb768c 0fc6d4a 
0fc2af1 0fb793f 0fc7218 
0fc79fa 0fbc5d4 0fcbff4 
0fca3be 0fbf349 0fcec1d 
0fc6d8f 0fbc1c8 0fcb88a 
0fc20e7 0fb7465 0fc6b22 
0fc27c2 0fb75f7 0fc6ec9 
0fc768b 0fbc243 0fcbc52 
0fca0df 0fbf045 0fce90f 
0fc6b03 0fbbf20 0fcb5e0 
0fc1e19 0fb7178 0fc6847 
0fc257c 0fb7397 0fc6c80 
0fc7509 0fbc0ab 0fcbadd 
0fc9f2b 0fbee88 0fce773 
0fc69e4 0fbbdfe 0fcb4d7 
0fc1d4a 0fb70bb 0fc678b 
0fc24bf 0fb72e8 0fc6bc9 
0fc742e 0fbbfd7 0fcb9f7 
0fc9e9f 0fbedf6 0fce6d9 
0fc6876 0fbbc87 0fcb362 
0fc1bd2 0fb6f2a 0fc65f2 
0fc239e 0fb71b6 0fc6a89 
0fc7305 0fbbe99 0fcb8ab 
0fc9d9e 0fbecdc 0fce59e 
0fc682d 0fbbc29 0fcb2e1 
0fc1bb6 0fb6f00 0fc65ae 
0fc2352 0fb7166 0fc6a2b 
0fc729f 0fbbe3b 0fcb848 
0fc9d94 0fbece4 0fce5a8 
0fc687e 0fbbc8f 0fcb34f 
0fc1c41 0fb6fb1 0fc6664 
0fc236a 0fb71a1 0fc6a66 
0fc7266 0fbbe2b 0fcb82e 
0fc9d6c 0fbece3 0fce595 
0fc6895 0fbbcc1 0fcb34e 
0fc1c8e 0fb7009 0fc6683 
0fc23e7 0fb722c 0fc6aa2 
0fc72dd 0fbbe9c 0fcb84f 
0fc9e3e 0fbeda7 0fce606 
0fc6958 0fbbd70 0fcb3c8 
0fc1d0a 0fb706c 0fc66b9 
0fc24c1 0fb72e5 0fc6b25 
0fc7402 0fbbfb3 0fcb93f 
0fc9ec8 0fbee2d 0fce66d 
0fc69a3 0fbbdd4 0fcb3fb 
0fc1d46 0fb70d9 0fc6705 
0fc24a1 0fb72fc 0fc6b32 
0fc7454 0fbc03b 0fcb9b2 
0fc9ff6 0fbef87 0fce7af 
0fc6ae3 0fbbf3b 0fcb559 
0fc1e2a 0fb71d8 0fc67ed 
0fc2520 0fb7386 0fc6b98 
0fc7473 0fbc058 0fcb9ac 
0fc9fb4 0fbef44 0fce747 
0fc6b13 0fbbf61 0fcb557 
0fc1ed0 0fb7273 0fc685c 
0fc265c 0fb74bc 0fc6cae 
0fc75ae 0fbc18b 0fcbad0 
0fca0f7 0fbf079 0fce879 
0fc6c81 0fbc0bb 0fcb6ac 
0fc206a 0fb7400 0fc69e9 
0fc276b 0fb75c9 0fc6dbd 
0fc770b 0fbc2ed 0fcbc26 
0fca2d7 0fbf262 0fcea50 
0fc6e83 0fbc2dd 0fcb8c2 
0fc21a4 0fb7569 0fc6b43 
0fc28cb 0fb7755 0fc6f44 
0fc7802 0fbc403 0fcbd41 
0fca39d 0fbf342 0fceb3a 
0fc6efd 0fbc35d 0fcb946 
0fc228f 0fb763e 0fc6c16 
0fc29bb 0fb7825 0fc7003 
0fc79c7 0fbc5af 0fcbed0 
0fca52c 0fbf4bb 0fceca6 
0fc70e7 0fbc53d 0fcbb1c 
0fc241e 0fb77bf 0fc6d8b 
0fc2aaa 0fb78fe 0fc70d1 
0fc79bd 0fbc586 0fcbead 
0fca55f 0fbf4cd 0fcecbd 
0fc70f6 0fbc52e 0fcbb24 
0fc241f 0fb77c1 0fc6dc2 
0fc2b0c 0fb7970 0fc7191 
0fc7aae 0fbc68f 0fcc00b 
0fca674 0fbf602 0fcee4b 
0fc71cb 0fbc620 0fcbc5e 
0fc2579 0fb7923 0fc6f60 
0fc2c42 0fb7aa9 0fc72fb 
0fc7b93 0fbc769 0fcc10c 
0fca721 0fbf6a2 0fceeff 
0fc72a4 0fbc6e6 0fcbd37 
0fc25a8 0fb7948 0fc6f96 
0fc2c24 0fb7a8c 0fc72ef 
0fc7b55 0fbc732 0fcc0df 
0fca6dd 0fbf65f 0fceecb 
0fc7221 0fbc669 0fcbcd0 
0fc2565 0fb7907 0fc6f65 
0fc2bcd 0fb7a30 0fc729c 
0fc7ac2 0fbc69f 0fcc051 
0fca61a 0fbf5a1 0fcee11 
0fc71a4 0fbc601 0fcbc5f 
0fc2518 0fb78e2 0fc6f39 
0fc2b40 0fb79cf 0fc7234 
0fc7a33 0fbc62e 0fcbfdf 
0fca5c9 0fbf56d 0fcede2 
0fc71e7 0fbc64e 0fcbcb4 
0fc24ab 0fb7874 0fc6ed4 
0fc2a5d 0fb78ec 0fc715f 
0fc78ed 0fbc4f0 0fcbeb4 
0fca490 0fbf43b 0fcecc9 
0fc707d 0fbc4f4 0fcbb6f 
0fc237c 0fb774d 0fc6dbb 
0fc2959 0fb77d9 0fc705c 
0fc7865 0fbc443 0fcbe10 
0fca466 0fbf3df 0fcec62 
0fc6f8c 0fbc3c6 0fcba30 
0fc225e 0fb75fe 0fc6c5a 
0fc28a5 0fb770b 0fc6f74 
0fc77ba 0fbc39a 0fcbd57 
0fca355 0fbf2e1 0fceb65 
0fc6ec8 0fbc316 0fcb987 
0fc2199 0fb7543 0fc6ba8 

