0fd10b0 0fcede4 0fd787e 
0fd01b5 0fcdfde 0fd6922 
0fd4f0d 0fd2a2c 0fdb296 
0fd810a 0fd5f72 0fde942 
0fd5472 0fd3815 0fdc320 
0fd061f 0fce9b6 0fd746a 
0fd0315 0fce172 0fd6a6e 
0fd5024 0fd2b60 0fdb382 
0fd8303 0fd6179 0fdeaec 
0fd56b2 0fd3a67 0fdc505 
0fd078f 0fceb3d 0fd7586 
0fd046b 0fce2e1 0fd6b74 
0fd5151 0fd2ca5 0fdb469 
0fd8406 0fd628d 0fdeba7 
0fd57e6 0fd3bac 0fdc603 
0fd089f 0fcec56 0fd766a 
0fd0538 0fce3b1 0fd6bfe 
0fd5236 0fd2da1 0fdb507 
0fd84de 0fd6385 0fdec32 
0fd58c6 0fd3c9f 0fdc686 
0fd09de 0fceda1 0fd7744 
0fd055b 0fce3e4 0fd6c64 
0fd51a7 0fd2d16 0fdb50a 
0fd843d 0fd62e0 0fdec3c 
0fd57ff 0fd3bdb 0fdc68d 
0fd093f 0fced19 0fd7796 
0fd0513 0fce3b5 0fd6c9c 
0fd513b 0fd2cb2 0fdb4e2 
0fd83a3 0fd6237 0fdebd9 
0fd5719 0fd3ad6 0fdc5d4 
0fd0766 0fceb16 0fd75e3 
0fd0365 0fce1d1 0fd6afd 
0fd5040 0fd2b78 0fdb3de 
0fd82f6 0fd614d 0fdeb1d 
0fd56ee 0fd3a70 0fdc597 
0fd07b7 0fceb26 0fd7626 
0fd02e3 0fce115 0fd6a83 
0fd4f69 0fd2a6a 0fdb30e 
0fd81f6 0fd601a 0fdea1b 
0fd55c0 0fd390f 0fdc459 
0fd061f 0fce961 0fd7470 
0fd01db 0fcdfde 0fd6943 
0fd4e77 0fd2957 0fdb1f8 
0fd8149 0fd5f60 0fde981 
0fd54ec 0fd3848 0fdc3d8 
0fd0570 0fce8c5 0fd7436 
0fd0132 0fcdf46 0fd691a 
0fd4dd7 0fd28b1 0fdb1b8 
0fd80ae 0fd5ea0 0fde918 
0fd53b7 0fd36e1 0fdc2b6 
0fd03e6 0fce718 0fd72b0 
0fcffa2 0fcdd98 0fd678f 
0fd4bd3 0fd2692 0fdafbb 
0fd7ea0 0fd5c80 0fde71d 
0fd52bd 0fd35db 0fdc1d5 
0fd0335 0fce652 0fd7226 
0fcfebb 0fcdc93 0fd66b8 
0fd4afa 0fd25a3 0fdaee4 
0fd7de8 0fd5bba 0fde65b 
0fd51c3 0fd34db 0fdc0d9 
0fd026d 0fce5a2 0fd7171 
0fcfdf2 0fcdbfe 0fd6611 
0fd4ac0 0fd259b 0fdaed3 
0fd7dd8 0fd5bdb 0fde673 
0fd522f 0fd357b 0fdc15d 
0fd022a 0fce581 0fd713c 
0fcfd6c 0fcdb95 0fd65a0 
0fd4a2b 0fd2527 0fdae4b 
0fd7d72 0fd5b8c 0fde61e 
0fd51b5 0fd3513 0fdc0f7 
0fd0216 0fce57c 0fd714f 
0fcfcd0 0fcdaf5 0fd6514 
0fd491f 0fd2401 0fdad26 
0fd7c96 0fd5a81 0fde501 
0fd50e2 0fd340b 0fdbfd1 
0fd00eb 0fce42b 0fd6fc1 
0fcfbeb 0fcd9ff 0fd63f5 
0fd4813 0fd22fb 0fdac1d 
0fd7bee 0fd5a01 0fde483 
0fd5057 0fd33b5 0fdbf8a 
0fcffd3 0fce341 0fd6ef4 
0fcfaad 0fcd8ea 0fd62e7 
0fd46dc 0fd21e5 0fdaaec 
0fd7a54 0fd5879 0fde2eb 
0fd4edb 0fd3245 0fdbe20 
0fcff07 0fce286 0fd6e4a 
0fcf9cd 0fcd817 0fd6221 
0fd45bc 0fd20c8 0fda9fa 
0fd78f2 0fd570f 0fde1b5 
0fd4d9b 0fd30f4 0fdbcf6 
0fcfdd6 0fce139 0fd6d1c 
0fcf8d1 0fcd6f5 0fd612e 
0fd44a3 0fd1f79 0fda8cf 
0fd78a6 0fd5684 0fde141 
0fd4da3 0fd30c1 0fdbcd5 
0fcfd9e 0fce0d6 0fd6cdd 
0fcf738 0fcd54a 0fd5f9d 
0fd42c0 0fd1d95 0fda6f5 
0fd76c4 0fd54aa 0fddf72 
0fd4b96 0fd2ec1 0fdbaf7 
0fcfb29 0fcde73 0fd6aa1 
0fcf4ef 0fcd309 0fd5d96 
0fd40ad 0fd1b8b 0fda531 
0fd749d 0fd528b 0fddda1 
0fd4a14 0fd2d40 0fdb9bd 
0fcfa40 0fcdd86 0fd69ee 
0fcf395 0fcd1a6 0fd5c5e 
0fd3ea8 0fd196d 0fda32d 
0fd73a8 0fd5179 0fddc8f 
0fd49a8 0fd2cbe 0fdb935 
0fcf979 0fcdca2 0fd690a 
0fcf32f 0fcd10e 0fd5bc6 
0fd3e7d 0fd1903 0fda2cd 
0fd7354 0fd50dd 0fddbf6 
0fd4937 0fd2c06 0fdb87e 
0fcf881 0fcdb7e 0fd67f6 
0fcf149 0fccf23 0fd5a0b 
0fd3c8c 0fd172b 0fda12d 
0fd7129 0fd4ee2 0fdda45 
0fd4746 0fd2a4e 0fdb711 
0fcf74e 0fcda8b 0fd674a 
0fcf092 0fccea7 0fd59cc 
0fd3bbf 0fd167a 0fda0b8 
0fd7054 0fd4e1d 0fdd9af 
0fd468e 0fd29ad 0fdb68c 
0fcf6a1 0fcd9f3 0fd66d9 
0fcefef 0fcce11 0fd595d 

