0fb3c9d 0fa5e66 0fa2c64 00246ad 0e22c3b 
0fafba3 0f9f3ff 0fa2f2b 0fc4800 0f400ce 
0fbd2c1 0fab642 0fb06e6 0fc350d 0f3e811 
0fb35d7 0fa3f5d 0fa6828 0fc3704 0f3c1ef 
0fb686d 0fa4b9a 0fa9d2a 0fc45ef 0f39c16 
0fbb7be 0fab5e5 0faea7b 0fc4d85 0f37f51 
0faff0c 0f9fbd8 0fa3254 0fc4f09 0f35926 
0fbc7c2 0fab16b 0fafbb2 0fc57bf 0f34577 
0fb22ab 0fa343f 0fa54aa 0fc4e8b 0f318b3 
0fb49eb 0fa35e8 0fa7e27 0fc45f3 0f2f07b 
0fb988a 0fa9ebb 0facaaa 0fc4215 0f2c340 
0fadc84 0f9ddb3 0fa0f49 0fc439b 0f289c3 
0fba5c2 0fa902f 0fad970 0fc575e 0f25eec 
0fb0420 0fa15df 0fa3607 0fc569a 0f21824 
0fb2ae7 0fa163e 0fa5f57 0fc55bc 0f1e6e4 
0fb7f5e 0fa83fe 0fab20e 0fc4a3e 0f1cc55 
0fac7d3 0f9c7f2 0f9fb11 0fc3d6f 0f1abe8 
0fba0d9 0fa8bf6 0fad4c0 0fc3aae 0f19171 
0fb0a3f 0fa1797 0fa3bc7 0fc46b7 0f163ff 
0fb33d7 0fa19ad 0fa6784 0fc6065 0f13d2e 
0fb9087 0fa91de 0fac265 0fc7abb 0f10d2b 
0fad93f 0f9dde3 0fa0bcf 0fc8735 0f0c3ab 
0fbaf49 0fa9d4d 0fae305 0fc90ed 0f09300 
0fb1c74 0fa31ef 0fa4e96 0fc82c1 0f06404 
0fb45a0 0fa3395 0fa7a5c 0fc70e9 0f04fa2 
0fba6b4 0faadbe 0fad996 0fc5819 0f047b8 
0faeca0 0f9f5e7 0fa2009 0fc407c 0f0321b 
0fbbd77 0faadef 0faf176 0fc573a 0f02089 
0fb2874 0fa4177 0fa5a1f 0fc6d76 0efed65 
0fb4a9b 0fa3bac 0fa7e8e 0fc788e 0efc43c 
0fba90a 0fab069 0fadb01 0fc9269 0efa4f4 
0fae612 0f9eb87 0fa1851 0fca9e5 0ef87e6 
0fbad52 0fa9992 0fae0df 0fcc2cc 0ef9376 
0fb0ff4 0fa23e9 0fa41d7 0fcce34 0ef8cf4 
0fb262d 0fa14c0 0fa5aa4 0fce271 0ef7969 
0fb88a7 0fa917a 0fabb57 0fcfafd 0ef4100 
0fad02e 0f9e2da 0fa0351 0fd1599 0eeb5db 
0fbaa59 0fa9f85 0faddfb 0fd3d00 0ee2bdb 
0fb122e 0fa2a2d 0fa441a 0fd537a 0ee01fb 
0fb2358 0fa1416 0fa56bd 0fd6d99 0ede3a0 
0fb8214 0fa89c6 0fab3c0 0fd83b4 0edd298 
0fab975 0f9c3c5 0f9eb73 0fd96c0 0edae40 
0fb7daf 0fa6dad 0fab0b8 0fdb82d 0ed9ee8 
0fae5c5 0f9fdd4 0fa173a 0fdd75b 0ed8776 
0faf50c 0f9ea38 0fa29d1 0fe06ed 0ed7824 
0fb593c 0fa6263 0fa8b6a 0fddd9b 0ed5f07 
0fa9049 0f99a28 0f9c4d0 0009ec4 0ed4242 
0fb5549 0fa4629 0fa8a89 0ff2d4f 0ed39dd 
0fac56e 0f9dd59 0f9f79e 0017e7a 0ed10c7 
0fad444 0f9c49e 0fa07f2 00216ca 0ecfcc9 
0fb3f64 0fa458c 0fa7231 001b0be 0eced66 
0fa7aed 0f98497 0f9ad6a 0023246 0eccbd2 
0fb4113 0fa3030 0fa7482 001f0c4 0eccdaa 
0fab3ee 0f9caa4 0f9e594 002139a 0ecc3d8 
0fabf9c 0f9b054 0f9f3be 0022a93 0ecbeb3 
0fb2b60 0fa303d 0fa5dbf 001ef3b 0ecc6d3 
0fa64f7 0f96dab 0f997e5 002445e 0ecc015 
0fb2d00 0fa1afb 0fa60bc 0020312 0ecc4fc 
0faa566 0f9b9f6 0f9d700 0022453 0ecbf3a 
0faafbb 0f99f4a 0f9e3a9 0023bc1 0ecbe40 
0fb2091 0fa24c0 0fa52c0 001fe09 0ecb7e7 
0fa5e85 0f965c7 0f99128 002506c 0eca0ea 
0fb2bc9 0fa16b9 0fa5f59 0020b6e 0eca0d3 
0faae62 0f9bf93 0f9dffa 0022677 0ec95d6 
0fabd66 0f9a8bb 0f9f17c 0023a1d 0ec9964 
0fb398a 0fa39d1 0fa6beb 001f697 0eca14c 
0fa7f0a 0f9851f 0f9b1f6 002441d 0ec8f8c 
0fb51c1 0fa3c62 0fa85b8 001fbd4 0ec9534 
0fadd63 0f9eff7 0fa0f52 0021172 0ec876c 
0faf0b6 0f9df6f 0fa24fc 0022163 0ec7ce9 
0fb768e 0fa78f0 0faa95e 001d728 0ec7365 
0fac0b7 0f9c7fd 0f9f3f4 0021f03 0ec5c90 
0fb981f 0fa82bb 0facd39 0017fd0 0ec5617 
0fb2a01 0fa3c4a 0fa5d46 001a0af 0ec455d 
0fb3ec7 0fa2bf7 0fa740b 001c328 0ec38b6 
0fbc6be 0fac80e 0fafbd6 0feeb27 0ec2bc9 
0fb1162 0fa16d9 0fa46db 0017d9b 0ec1e89 
0fbe4b9 0facdd9 0fb1a64 0feac72 0ec2bd0 
0fb72e8 0fa84c5 0faa65d 0fedfb8 0ec2b91 
0fb805f 0fa6ea5 0fab6ee 0ff818d 0ec216a 
0fc06ab 0fb07a8 0fb39f5 0fe3953 0ec13de 
0fb4acd 0fa50de 0fa7fed 0fefad6 0ebfdb3 
0fc1c63 0fb064e 0fb5164 0fe3e92 0ebf61a 
0fbaccc 0fabef4 0fadf85 0fe362e 0ebdade 
0fbb665 0faa4f0 0faeb7e 0fe30ca 0ebcc7f 
0fc3a75 0fb3a09 0fb6e15 0fe3292 0ebcc97 
0fb7c31 0fa832b 0faafe6 0fe28d4 0ebc1de 
0fc4d6d 0fb368e 0fb8273 0fe2936 0ebc96f 
0fbdc90 0faee33 0fb0f68 0fe2027 0ebc597 
0fbe451 0fad129 0fb199e 0fe15f3 0ebc663 
0fc67ea 0fb60de 0fb9bc7 0fe04ff 0ebefbe 
0fb9919 0fa9096 0facd2a 0fde0c5 0ec646c 
0fc59e7 0fb3262 0fb8f65 0fdc14f 0ed0069 
0fbe4c2 0fae70b 0fb180e 0fd98a1 0ed620e 
0fbe715 0fac737 0fb1cba 0fd6bf7 0eda884 
0fc6fe6 0fb6385 0fba499 0fd4b6f 0ede746 
0fbac87 0faa915 0fae0f6 0fd2329 0ee1583 
0fc77cb 0fb5895 0fbadad 0fd0704 0ee5847 
0fc0570 0fb0fae 0fb3910 0fce642 0ee8aba 
0fc01b5 0fae894 0fb379a 0fccfcf 0eeb659 
0fc8566 0fb7df1 0fbb9d9 0fcbe00 0eeea11 
0fbbcce 0fabe78 0faf17d 0fcaa52 0ef0406 
0fc853d 0fb6a8b 0fbbb5c 0fca5a5 0ef29d2 
0fc13fd 0fb2256 0fb4810 0fca01b 0ef34f1 
0fc0b74 0faf6df 0fb41f4 0fc9be3 0ef3ae4 
0fc924d 0fb8d53 0fbc7ab 0fc99fc 0ef3fc8 
0fbc87e 0facb57 0fafe24 0fc9094 0ef2be5 
0fc838e 0fb6ad9 0fbbb88 0fc91fc 0ef2ea4 
0fc0803 0fb1a2b 0fb3d58 0fc8780 0ef501e 
0fbf6ce 0fae361 0fb2de3 0fc766c 0ef8f21 
0fc785f 0fb71c4 0fbadd2 0fc65a7 0efd854 
0fba7c3 0faa740 0fadd31 0fc5e58 0eff72e 
0fc631a 0fb45e6 0fb99d8 0fc7738 0f0281c 
0fbec8f 0faf811 0fb2114 0fc8595 0f057bc 
0fbde71 0fac837 0fb153e 0fc8abe 0f06d2b 
0fc645e 0fb5ee1 0fb99b0 0fc93ee 0f07efe 
0fb934c 0fa99ca 0fac8ab 0fc9237 0f07de8 
0fc500c 0fb380f 0fb86d4 0fc9959 0f096ec 
0fbd7bd 0fae76a 0fb0c4c 0fca134 0f0aa2f 
0fbbfac 0faacb3 0faf686 0fca9eb 0f0ba6d 
0fc404d 0fb3dcc 0fb75a6 0fcb6ac 0f0d841 
0fb6a44 0fa73e8 0fa9fa1 0fcb6b4 0f0e863 
0fc2027 0fb0cd4 0fb5702 0fcbc19 0f115ac 
0fbb10b 0fac76e 0fae598 0fcb455 0f12d54 
0fb9f57 0fa947a 0fad5fe 0fca700 0f13344 
0fc2113 0fb2745 0fb5677 0fc9fe6 0f166de 
0fb4818 0fa5a3c 0fa7db3 0fc98ad 0f18261 
0fbf952 0faea52 0fb3036 0fca831 0f1ad8f 
0fb7b29 0fa93a0 0faafae 0fcb501 0f1ddc8 
0fb4a61 0fa3f35 0fa8138 0fcc9e7 0f2271f 
0fbc050 0fac12a 0faf608 0fcd1d4 0f26ceb 
0fae494 0f9ed11 0fa1a65 0fcbfbe 0f27e68 
0fb90af 0fa7b21 0fac7e2 0fcbf29 0f2baf2 
0fb17e9 0fa2b8f 0fa4cfe 0fcc04b 0f2efe5 
0faef9e 0f9e53d 0fa26f9 0fcb48a 0f32b2d 
0fb7109 0fa76d8 0faa72d 0fc98dc 0f36b87 
0fa9b82 0f9a9cf 0f9d192 0fc80a4 0f387d1 
0fb5334 0fa3ed7 0fa8aa8 0fc7a0a 0f3a68b 
0faed6e 0fa010a 0fa22a3 0fc6f7d 0f3a8c6 
0fad54a 0f9c988 0fa0cc0 0fc65c2 0f3972a 
0fb6347 0fa6374 0fa997e 0fc6696 0f395e8 
0fa9245 0f99d7e 0f9c862 0fc6a0b 0f3944c 
0fb4886 0fa35ca 0fa8027 0fc7cf6 0f3a84c 
0fae2ca 0f9f906 0fa17fb 0fc82e0 0f3b67a 
0fac110 0f9b685 0f9f87c 0fc77d5 0f3d6e5 
0fb494f 0fa49d3 0fa7fa0 0fc5f4b 0f41eaa 
0fa7715 0f9823a 0f9ad82 0fc3cea 0f456aa 
0fb2ac9 0fa1476 0fa62b7 0fc34f6 0f49a31 
0fac470 0f9d4ee 0f9fa12 0fc2b13 0f4d789 
0fa9c54 0f98bd9 0f9d41a 0fc18e2 0f52f3f 
0fb2283 0fa1f54 0fa58ca 0fc01a4 0f59fd0 
0fa4d22 0f95a41 0f98311 0fbd272 0f6048b 
0faffed 0f9eda7 0fa368d 0fba07c 0f676fb 
0faa004 0f9b015 0f9d46f 0fb902c 0f6bf55 
0fa7d36 0f969d8 0f9b410 0fbad33 0f6ca45 
0fb154b 0fa0d24 0fa4ae9 0fbd5ed 0f6b296 
0fa5238 0f95654 0f987dd 0fbf24b 0f66c96 
0fb161d 0f9fa41 0fa4ddc 0fc1317 0f6324c 
0fac992 0f9d6e5 0f9ff41 0fc2362 0f5e76f 
0fab5c4 0f9a4cf 0f9edbb 0fc2beb 0f59993 
0fb597a 0fa53d4 0fa902e 0fc3b68 0f55fe0 
0fa995b 0f9a1bd 0f9cfc6 0fc46e1 0f51af1 
0fb5d82 0fa44e1 0fa9576 0fc591e 0f4f196 
0fb11a7 0fa2063 0fa475f 0fc5ec6 0f4c0ee 
0fafa08 0f9e924 0fa3204 0fc6571 0f48ef3 
0fb9f05 0fa9926 0fad5f7 0fc6fe2 0f471c3 
0fadf23 0f9e7a4 0fa15fe 0fc6da9 0f438a0 
0fba373 0fa8a64 0fadbf3 0fc711d 0f40bf7 
0fb5f6d 0fa6e20 0fa95c4 0fc6aff 0f3cc7f 
0fb49ff 0fa3a49 0fa827c 0fc624e 0f38074 
0fbf68c 0faf146 0fb2dd8 0fc5cbc 0f33295 
0fb3990 0fa41c8 0fa708c 0fc4d2e 0f2d889 
0fbfc27 0fae253 0fb34b3 0fc46fa 0f29fef 
0fbb2ef 0fac1a1 0fae938 0fc3baf 0f27152 
0fb8f3d 0fa7fbe 0fac793 0fc35d2 0f24f1c 
0fc2bc8 0fb2765 0fb632c 0fc3bd3 0f247b7 
0fb5c7e 0fa6731 0fa93ac 0fc38e4 0f23388 
0fc10be 0fafaa2 0fb499b 0fc3d8d 0f225f9 
0fbbffe 0fad1f2 0faf69c 0fc39f0 0f202d5 
0fb9132 0fa8536 0fac9fb 0fc3462 0f1de13 
0fc2bfb 0fb2a1d 0fb638f 0fc33fb 0f1c339 
0fb54ff 0fa60e7 0fa8c28 0fc29cb 0f19969 
0fbfd6e 0fae599 0fb361e 0fc294a 0f18665 
0fb9fbc 0fab03e 0fad618 0fc232c 0f170c6 
0fb5d62 0fa5380 0fa9619 0fc1e2a 0f160f0 
0fbef49 0faf2de 0fb270d 0fc1890 0f14f0a 
0fb0e16 0fa2208 0fa4553 0fc1316 0f130f4 
0fbaefa 0faa0f5 0fae7cc 0fc18e9 0f12027 
0fb5210 0fa6d7b 0fa888f 0fc137d 0f10524 
0fb0de9 0fa09c4 0fa4690 0fc1255 0f0e762 
0fba27d 0faa411 0fada16 0fc1bf1 0f0d402 
0fac4fe 0f9daed 0f9fc5b 0fc096c 0f0b13b 
0fb6abc 0fa5b9c 0faa3e6 0fc007c 0f0a0fd 
0fb15d9 0fa3092 0fa4cc4 0fc0dbe 0f0781e 
0fad49e 0f9d18d 0fa0dba 0fc1436 0f04ef9 
0fb78c2 0fa7e8d 0fab0c2 0fc0fcf 0f02151 
0faa94c 0f9bde7 0f9e0bd 0fc056d 0efcc54 
0fb5ba0 0fa476f 0fa9493 0fc1b00 0ef8832 
0fb19ae 0fa2e20 0fa5024 0fc2b4c 0ef3491 
0fae4e7 0f9dd77 0fa1d4c 0fc43ea 0eee741 
0fb957c 0fa9686 0faccdc 0fc6502 0eeb80c 
0fac898 0f9dd25 0f9ff9c 0fc72cc 0ee8ce5 
0fb7da9 0fa6f0d 0fab67d 0fc8011 0ee73c4 
0fb3f39 0fa5a02 0fa75ca 0fc82d2 0ee543c 
0fb05b7 0fa05df 0fa3e6c 0fc843c 0ee2ae5 
0fbb2c9 0fab98b 0faea8f 0fc8807 0ee0d65 
0fae1a5 0f9fb14 0fa191b 0fc7e9d 0ede2f2 
0fb929f 0fa8998 0facbe4 0fc80fa 0edc404 
0fb5723 0fa76ce 0fa8e2e 0fc7e48 0ed9da7 
0fb1bde 0fa1da4 0fa550a 0fc7a85 0ed7a9c 
0fbcde6 0fad500 0fb062f 0fc7b36 0ed6b75 
0fb015d 0fa1b03 0fa390f 0fc7afc 0ed467f 
0fbb7b7 0fab040 0faf13e 0fc8b73 0ed192b 
0fb8998 0faac5f 0fac0b2 0fc9a4d 0ecb55d 
0fb4d9d 0fa4d32 0fa86a1 0fcaa32 0ec7c66 
0fbffac 0fb0480 0fb37cf 0fcbba0 0ec5fb8 
0fb30d8 0fa4a30 0fa6842 0fcc0d8 0ec3661 
0fbdb41 0fad039 0fb1475 0fcd512 0ec22d4 
0fb9ec0 0fabb50 0fad593 0fce742 0ec065f 
0fb58c8 0fa5930 0fa91a0 0fd03cd 0ebd73d 
0fb6e64 0fa5b63 0faacfa 0fd770f 0e853ea 
0fbdd93 0fadf2f 0fb1a8f 0fd7743 0e8577c 
0fb1c4f 0fa2156 0fa59a2 0fd717e 0e84c30 
0fbe70d 0fad209 0fb25a0 0fd7621 0e851f9 
0fb6186 0fa7328 0fa9dd5 0fd7349 0e84aa2 
0fb6eef 0fa5c39 0faad9c 0fd74c1 0e84cb9 
0fbdfab 0fae120 0fb1c9f 0fd756f 0e85453 
0fb1c71 0fa21d9 0fa59d1 0fd6fd3 0e84855 
0fbe676 0fad17b 0fb24fa 0fd77e3 0e84d36 
0fb6224 0fa73bd 0fa9e9a 0fd7600 0e8450a 
0fb6d45 0fa5abb 0faac13 0fd7624 0e844c8 
0fbde8e 0fadfb3 0fb1b95 0fd749e 0e84ab3 
0fb1ad3 0fa2047 0fa5833 0fd6f90 0e84146 
0fbe365 0face50 0fb2209 0fd7474 0e846c9 
0fb62df 0fa749d 0fa9f60 0fd70a4 0e83c01 
0fb6c1e 0fa59a5 0faab1f 0fd6fc0 0e833b9 
0fbe0b8 0fae178 0fb1e0b 0fd714f 0e8380b 
0fb1a2f 0fa1ffb 0fa57c8 0fd6d91 0e8341e 
0fbe0cf 0facbde 0fb1fa3 0fd73b1 0e845c0 
0fb61df 0fa73b4 0fa9e8d 0fd7041 0e83d7c 
0fb6748 0fa5555 0faa66e 0fd70b6 0e839d5 
0fbde6d 0fadf4a 0fb1bf2 0fd7320 0e83e02 
0fb18cf 0fa1f03 0fa5699 0fd6ed3 0e8323a 
0fbe052 0facb43 0fb1f60 0fd7522 0e838ac 
0fb62bc 0fa7476 0fa9f8f 0fd7356 0e830f2 
0fb6558 0fa5392 0faa488 0fd7451 0e82d4b 
0fbdde7 0fadea6 0fb1b74 0fd7744 0e83027 
0fb18d7 0fa1f4b 0fa568b 0fd7543 0e8210b 
0fbe0be 0facbb9 0fb1fc3 0fd7afe 0e82044 
0fb6693 0fa786e 0faa369 0fd785e 0e80f63 
0fb69ec 0fa5806 0faa92f 0fd7be6 0e803c8 
0fbe6a6 0fae6ac 0fb2457 0fd7f5c 0e7fe63 
0fb226c 0fa28e3 0fa6065 0fd7adc 0e7ea8d 
0fbebdc 0fad61f 0fb2b1d 0fd7f45 0e7ee58 
0fb7552 0fa869a 0fab271 0fd7d4e 0e7e28e 
0fb7655 0fa64a4 0fab5e2 0fd7f1d 0e7d8c5 
0fbf529 0faf523 0fb3330 0fd80d1 0e7dace 
0fb2da1 0fa3444 0fa6bd1 0fd7ab4 0e7d340 
0fbf31f 0fadd6e 0fb329f 0fd8017 0e7df39 
0fb7c64 0fa8d61 0fab9a2 0fd7dca 0e7d9e6 
0fb7c62 0fa6a0a 0fabc20 0fd7fac 0e7c9ac 
0fc0273 0fb0193 0fb40a5 0fd84d6 0e7aff9 
0fb40d7 0fa47c0 0fa7f2b 0fd8251 0e78731 
0fc0c10 0faf6cf 0fb4b97 0fd864b 0e77e64 
0fb9aeb 0faac4e 0fad821 0fd8136 0e7742f 
0fb992e 0fa8713 0fad8cc 0fd859b 0e77191 
0fc2083 0fb1f55 0fb5ea3 0fd8bc9 0e77108 
0fb5d97 0fa63ac 0fa9be6 0fd8abd 0e76225 
0fc2768 0fb106c 0fb66f9 0fd91fc 0e77606 
0fbb723 0fac5fb 0faf44b 0fd8f58 0e78f64 
0fbb046 0fa9c2b 0faefe7 0fd95df 0e7b096 
0fc3851 0fb359e 0fb7691 0fd9f98 0e7cd22 
0fb75ed 0fa7c01 0fab47d 0fd9e27 0e7d3c6 
0fc42d7 0fb2c36 0fb82c6 0fda632 0e7e59e 
0fbd6d1 0fae7d6 0fb1476 0fda7bb 0e7f29a 
0fbd17c 0fabfcb 0fb119f 0fdafd1 0e80a23 
0fc5b57 0fb5a21 0fb9a06 0fdb4e8 0e82b6b 
0fb948b 0fa9b3b 0fad35a 0fdabb4 0e84f06 
0fc591f 0fb3f26 0fb9965 0fda498 0e8acad 
0fbe307 0faeefb 0fb20d0 0fd94df 0e91f1e 
0fbd18b 0faba72 0fb11d7 0fd8e52 0e996a4 
0fc57f6 0fb5179 0fb96c7 0fd8bc6 0ea010a 
0fb8c19 0fa8d6f 0facb1d 0fd79d7 0ea5213 
0fc52a1 0fb3399 0fb935f 0fd7654 0eaafbb 
0fbe75e 0faf0de 0fb260a 0fd6672 0eaee7f 
0fbe279 0faca57 0fb23fd 0fd4ade 0eb1ac8 
0fc74ea 0fb6c8b 0fbb4d7 0fd2aeb 0eb5056 
0fbae91 0faaebe 0faee7f 0fd0656 0eb7bc1 
0fc77df 0fb5b36 0fbb956 0fced3f 0ebbc02 
0fc0ecb 0fb1a86 0fb4deb 0fcd10a 0ebf0eb 
0fc00ee 0faeacd 0fb427d 0fcc061 0ec25ff 
0fc8b63 0fb860e 0fbcb6e 0fcb845 0ec6549 
0fbbe2a 0fac3e5 0fafe5c 0fca8b2 0ec8b16 
0fc8406 0fb6caa 0fbc5ae 0fca382 0ecb61b 
0fc167f 0fb2761 0fb55a6 0fc99bc 0ecd5b4 
0fc02d8 0faf0cf 0fb4463 0fc9491 0ecfa6e 
0fc8a88 0fb86a5 0fbca9a 0fc9004 0ed2369 
0fbb6ef 0fabc4f 0faf6e9 0fc870a 0ed37b9 
0fc7384 0fb5b65 0fbb4fb 0fc8b0d 0ed5f78 
0fc0103 0fb1101 0fb4022 0fc8805 0ed81dd 
0fbe598 0fad363 0fb270f 0fc8d56 0eda225 
0fc6729 0fb638b 0fba738 0fc9812 0edd0a7 
0fb8e84 0fa94f6 0face8d 0fc9858 0edf2d2 
0fc4871 0fb3007 0fb8a00 0fc9d08 0ee1d37 
0fbd8e2 0fae87a 0fb1805 0fc9fcb 0ee3982 
0fbbb27 0faa8f1 0fafc8f 0fca9f8 0ee5837 
0fc3d6f 0fb3b72 0fb7d49 0fcb039 0ee90da 
0fb613e 0fa6b59 0faa0d2 0fca52d 0eec9db 
0fc07f8 0faf6ea 0fb485e 0fc9973 0ef3c80 
0fb7709 0fa8f86 0fab4e6 0fc8129 0eff1da 
0fb4101 0fa3731 0fa81a3 0fc6a24 0f06a0a 
0fbac66 0faac8c 0faeb8c 0fc753d 0f0e2c5 
0fabcb2 0f9c143 0f9fbb6 0fc8265 0f15394 
0fb5d19 0fa3fd9 0fa9d9e 0fc8abb 0f1d8b4 
0fad7ba 0f9e582 0fa15d5 0fc8153 0f258a0 
0fa9c5b 0f98a1b 0f9dca6 0fc85e2 0f2d742 
0fb10a5 0fa0dfc 0fa4fb0 0fc8176 0f34f30 
0fa2c3c 0f93777 0f96b9a 0fc605e 0f3c172 
0fad919 0f9c81e 0fa1a38 0fc38be 0f45385 
0fa6b7d 0f98490 0f9aa5b 0fc1344 0f4c805 
0fa4105 0f9342c 0f9823e 0fc12df 0f53dce 
0fabd89 0f9b3f1 0f9fd8a 0fc233f 0f5cd59 
0f9dc42 0f8d635 0f91c23 0fc38e2 0f639c8 
0fa8580 0f96311 0f9c6e0 0fc5971 0f6a94c 
0fa16d0 0f92163 0f955ec 0fc61af 0f70447 
0f9f8b8 0f8e9e5 0f93a43 0fc5ad7 0f74019 
0fa8ce6 0f98da5 0f9cd3c 0fc4598 0f777c1 
0f9c63f 0f8d3ab 0f90678 0fc201f 0f7947a 
0fa873f 0f97507 0f9c8f9 0fc0b7f 0f7bd17 
0fa2adf 0f93eae 0f96a3f 0fbfefd 0f7d890 
0fa0aae 0f8fd3a 0f94c76 0fc0368 0f7feda 
0fa9c96 0f998e4 0f9dcff 0fc18ab 0f83290 
0f9cae5 0f8d1c3 0f90b34 0fc34ed 0f85306 
0fa7e9a 0f964cb 0f9c05e 0fc5d05 0f8951d 
0fa1dca 0f9290a 0f95d0a 0fc794d 0f8c585 
0f9fdac 0f8e8c7 0f93f24 0fc9678 0f8df6a 
0fa9a78 0f9940a 0f9da8c 0fcacdc 0f8e582 
0f9db0f 0f8e23f 0f91b10 0fcac91 0f8be73 
0faa56b 0f98d8e 0f9e715 0fca7b7 0f89d5a 
0fa5aef 0f9693a 0f99a60 0fc921c 0f88257 
0fa44f0 0f932be 0f986ce 0fc85cd 0f879f9 
0fae6a3 0f9df44 0fa2733 0fc84f0 0f87d90 
0fa2662 0f92b9d 0f966c9 0fc80ae 0f86947 
0faeb46 0f9cf31 0fa2d4c 0fc86c1 0f86237 
0faa2cb 0f9aecf 0f9e291 0fc76d1 0f847dd 
0fa91e0 0f97f6c 0f9d3e7 0fc5ad9 0f82002 
0fb3d4c 0fa36ba 0fa7e33 0fc43df 0f7f4d0 
0fa815d 0f9882d 0f9c23d 0fc35e4 0f7b494 
0fb4a5a 0fa3186 0fa8ccf 0fc4649 0f77c4f 
0fb05f6 0fa13c1 0fa4604 0fc4c64 0f72e7e 
0faf375 0f9e41c 0fa35c3 0fc4f4b 0f6d06c 
0fba0f1 0fa9ad3 0fae213 0fc5899 0f66fdc 
0fae4c4 0f9ec3d 0fa2587 0fc5966 0f5f496 
0fbacfc 0fa92f3 0faef41 0fc6ab0 0f58aec 
0fb6668 0fa72d3 0faa642 0fc7c3c 0f51846 
0fb490a 0fa3728 0fa8b0f 0fc9694 0f4a6b6 
0fbedb6 0fae7a6 0fb2e7e 0fcb246 0f44a10 
0fb2582 0fa2cd0 0fa65d2 0fcbfe2 0f3ed16 
0fbdd2f 0fac3fa 0fb1f2d 0fcd49c 0f3b0fd 
0fb8ca3 0fa9be8 0facc28 0fcdd93 0f36e29 
0fb6135 0fa53f7 0faa302 0fce27a 0f3303f 
0fbff20 0fafc7c 0fb3fca 0fce67a 0f30a0b 
0fb2cd7 0fa3837 0fa6d5f 0fcea8d 0f2c227 
0fbd967 0fac627 0fb1bca 0fceebd 0f2a363 
0fb85bc 0fa9ce8 0fac5a8 0fce13e 0f26be1 
0fb4e71 0fa47bf 0fa909b 0fce341 0f22ea4 
0fbe28a 0fae65a 0fb238e 0fce2ae 0f2079b 
0fb079c 0fa1c59 0fa4869 0fcc977 0f1d2f3 
0fbae36 0faa3c0 0faf0e3 0fcb25d 0f1ad21 
0fb5117 0fa6fad 0fa9184 0fc8fb7 0f183fc 
0fb103f 0fa12bf 0fa530d 0fc662d 0f1653c 
0fba28b 0faadd7 0fae460 0fc5a80 0f157b8 
0fac201 0f9da57 0fa0390 0fc5ebe 0f137c7 
0fb66a4 0fa5b61 0faa9ff 0fc73bb 0f12c18 
0fb16ef 0fa3354 0fa57d1 0fc7d53 0f11249 
0fadfb4 0f9dc3e 0fa22e1 0fc890a 0f0f591 
0fb8a99 0fa9006 0facc9e 0fc7ca3 0f0e3da 
0fac9d3 0f9e135 0fa0b9e 0fc4c40 0f0a330 
0fb8bd5 0fa7cc7 0facf85 0fc45a4 0f05b2c 
0fb4e0a 0fa652f 0fa8f25 0fc4e77 0f00a05 
0fb1e68 0fa19f6 0fa6162 0fc5f19 0efb2e8 
0fbcaff 0fad117 0fb0ca4 0fc7d3c 0ef7176 
0faff54 0fa186e 0fa404a 0fc908c 0ef1cf7 
0fbb911 0fab071 0fafbeb 0fca8b6 0eecf22 
0fb7b82 0fa9a55 0fabc03 0fcbcac 0ee72d7 
0fb4547 0fa490e 0fa881a 0fcd1cb 0ee335f 
0fbf23b 0fafd9f 0fb3404 0fcea3d 0ee078e 
0fb2310 0fa4175 0fa645a 0fcfd27 0edb9b0 
0fbd630 0fad53e 0fb1942 0fd1a79 0ed65c2 
0fb996f 0fac090 0fada32 0fd2ce1 0ed0662 
0fb5fe5 0fa6662 0faa2f3 0fd35df 0ecba76 
0fc0543 0fb0db0 0fb4744 0fd3cfe 0ecb33a 
0fb2e59 0fa4694 0fa6fb7 0fd3975 0ecaad3 
0fbd61d 0facb6a 0fb195b 0fd3cae 0ecbea3 
0fb9414 0faaeda 0fad4cf 0fd3a77 0ecbdc3 
0fb5136 0fa4fa7 0fa9402 0fd387e 0ecaeaa 
0fbf8af 0fafd68 0fb3a87 0fd3ec7 0eca42c 
0fb1dde 0fa35de 0fa5f03 0fd3ce2 0ec90fe 
0fbbcbe 0fab218 0faff9f 0fd4697 0ec88e6 
0fb7197 0fa8cd3 0fab1dc 0fd4af0 0ec7ae3 
0fb21e0 0fa2311 0fa6477 0fd4d4f 0ec61cc 
0fbc26a 0fac9a0 0fb04e3 0fd574f 0ec522d 
0fae409 0f9fda4 0fa252f 0fd5c29 0ec2925 
0fb8203 0fa79bb 0fac4bf 0fd6f4e 0ec06eb 
0fb3ccb 0fa5b88 0fa7cd9 0fd8245 0ebd6ae 
0faefa8 0f9f479 0fa31e3 0fd945d 0eb9be4 
0fb960e 0fa9e93 0fad743 0fda60e 0eb801a 
0fabb2c 0f9d473 0f9fbb8 0fda685 0eb6a24 
0fb5af4 0fa50ae 0fa9d6c 0fdac16 0eb6f29 
0fb1ccb 0fa3786 0fa5cc4 0fdaeea 0eb6646 
0fad259 0f9d29f 0fa14bb 0fdb680 0eb51d3 
0fb84e9 0fa88cc 0fac69b 0fdc354 0eb3630 
