0fd2856 000dc1c 0fc6b48 0fc0127 0fb1abb 
0fcfc85 0fe2e41 0fc60ac 0fc1ef5 0fccf67 
0fd366d 0fe4185 0fca381 0fc5708 0fcda28 
0fcac98 0fe4201 0fc18ff 0fbcda0 0fcd239 
0fd3b2f 0fe4ac0 0fc9e16 0fc5c91 0fcd6a1 
0fcd103 0fe3848 0fc419e 0fbf006 0fcd118 
0fce56e 0fe28c3 0fc483d 0fc0616 0fcc848 
0fd244e 0fe32e4 0fc8fa2 0fc42be 0fcc3b5 
0fc97f9 0fe2eca 0fc0410 0fbb71d 0fcad8c 
0fd246a 0fe34f8 0fc8770 0fc4353 0fcabe7 
0fcb4ca 0fe3a19 0fc24ab 0fbd1fc 0fca2e1 
0fcc479 0fe38be 0fc22f5 0fbe37c 0fca168 
0fd04af 0fe38c7 0fc6b43 0fc2229 0fcac8c 
0fc7936 0fe278e 0fbdef7 0fb975c 0fca4e1 
0fd06d8 0fe3a5d 0fc63c3 0fc250a 0fcb101 
0fc9b5e 0fe3aeb 0fc06b1 0fbb8a5 0fcb421 
0fcac05 0fe4c89 0fc0821 0fbcace 0fcb818 
0fce8b1 0fecc88 0fc4b37 0fc04c3 0fcbbbf 
0fc4822 0017ffb 0fbabcd 0fb6533 0fcb8f9 
0fcba72 0015fd8 0fc158b 0fbd7e5 0fcc1f9 
0fc3a31 0018e9a 0fba115 0fb558f 0fcb3a6 
0fc4c6d 001a1c2 0fba622 0fb6aac 0fca00f 
0fc98da 00176f7 0fbfaf6 0fbb561 0fca357 
0fc114e 001b55d 0fb763a 0fb2efb 0fca9ff 
0fca742 0017f14 0fc032a 0fbc5b0 0fcc620 
0fc4500 0019895 0fbae64 0fb61c3 0fcd2e1 
0fc650c 0019dcc 0fbbfc0 0fb83e2 0fcd288 
0fcbd5a 0016970 0fc1ebb 0fbda99 0fcc5aa 
0fc4258 0019e96 0fba5fd 0fb6035 0fca20a 
0fcdd55 0016216 0fc3987 0fbfbd0 0fc9c1e 
0fc7ac5 0017850 0fbe6c8 0fb9732 0fc945c 
0fc8d51 00180e3 0fbec35 0fbabe5 0fcaecc 
0fcd7a8 0015353 0fc3fed 0fbf4a0 0fcd57f 
0fc5126 0018f91 0fbb9f7 0fb6ef1 0fcf52b 
0fce4f7 0015877 0fc45bd 0fc038e 0fd1f00 
0fc782d 0017609 0fbe9df 0fb9500 0fd6346 
0fc8296 0018505 0fbe2dc 0fba0cd 0fda4fc 
0fcbb9e 0016109 0fc269d 0fbd7fd 0fdf489 
0fc1f8e 001a92b 0fb8e6b 0fb3c56 0fe3a58 
0fca46b 0017d39 0fc0af5 0fbc1a6 0fe5221 
0fc31c7 001a122 0fba865 0fb4cb5 0ffb2d2 
0fc337f 001b729 0fb9d50 0fb5091 001a0fa 
0fc66b5 00197e5 0fbdd47 0fb81fc 0013c78 
0fbc110 001e831 0fb3ce5 0fadc75 001f1ce 
0fc3a31 001c4f4 0fbaf67 0fb567a 001ce6f 
0fbb749 001f429 0fb425a 0fad24e 001fdca 
0fbaa0d 00216dd 0fb3003 0fac8b3 0022079 
0fbd9c4 0020057 0fb60a0 0faf638 00209eb 
0fb3474 0025562 0fabc75 0fa517e 0025f1c 
0fbabab 002370e 0fb2e69 0fac9b5 00240aa 
0fb309b 00266c3 0fabfb0 0fa4c15 0027086 
0fb27f9 00289c0 0faa6f8 0fa45c9 0029373 
0fb603a 0027087 0fae49a 0fa7c61 001da77 
0fac864 002bfb4 0fa48d2 0f9e4c6 002426a 
0fb47a8 0029cd6 0fabd5a 0fa645f 0ff13a5 
0facad9 002cca6 0fa4de6 0f9e5dc 0008a97 
0fac1ab 002eee9 0fa3291 0f9df50 0011975 
0faed52 002db58 0fa642a 0fa09ac 001dc61 
0fa4451 00334a3 0f9bdbd 0f96168 0033e7c 
0fab5b7 0031abf 0fa2788 0f9d377 0032487 
0fa309f 0035087 0f9b0ac 0f94c97 0035a70 
0fa14d3 0037bbc 0f98894 0f93436 00385a7 
0fa31a3 0037173 0f9ab1c 0f94fba 0037b62 
0f978b3 003d481 0f8f176 0f8979c 003de8a 
0f9dcc8 003c42f 0f94ca2 0f8fcaa 003ce28 
0f94f26 004007d 0f8ce47 0f86d73 0040a9e 
0f931d2 004314e 0f8a3f4 0f8525e 0043b63 
0f9560a 0042781 0f8cf49 0f874f6 004319a 
0f8a2e7 0048a22 0f81b4f 0f7c261 0049454 
0f90c01 0047890 0f879fe 0f82c61 00482ae 
0f88334 004b40c 0f80025 0f7a209 004be4a 
0f8693b 004e46d 0f7d7a2 0f789e9 004eea3 
0f88ffb 004d9bc 0f80598 0f7aef9 004e3f4 
0f7e423 00537f0 0f7596a 0f703ff 0054242 
0f8526b 00523e0 0f7bc3b 0f772d4 0052e1b 
0f7d607 0055a71 0f74c87 0f6f47c 00564ca 
0f7c5fd 0058675 0f72d37 0f6e6a4 00590cc 
0f7f78c 0057709 0f76456 0f7165b 0058163 
0f754ab 005d163 0f6bf7a 0f6738b 005dbd5 
0f7cc55 005b99e 0f72b3e 0f6eb80 005c3f8 
0f7585f 005ecd2 0f6c35c 0f67538 005f741 
0f751c5 00612e9 0f6ac52 0f67057 0061d4f 
0f79481 005f8a1 0f6f418 0f6b0ec 0060308 
0f704a8 00643b3 0f66309 0f621f3 0064e30 
0f790bc 0061928 0f6e5be 0f6af76 0062398 
0f73578 0063aaf 0f69c35 0f652cf 0064534 
0f743ad 0064f79 0f69ca4 0f6639e 00659f6 
0f7972f 0062550 0f6f788 0f6b5d5 0062fcd 
0f71295 00664d6 0f6745f 0f63246 0066f6a 
0f7a5a5 006340d 0f6ff13 0f6c6b0 0063e8f 
0f74a71 0064eed 0f6b376 0f66a0b 006598d 
0f7588b 0065b7c 0f6b557 0f67a7d 0066934 
0f7b1b9 004e299 0f71480 0f6cf99 0063b0e 
0f731a1 0060db2 0f69618 0f65077 006768e 
0f7d256 0021b73 0f72984 0f6efee 0063d3f 
0f78967 00147d2 0f6ec21 0f6a4d4 0064aeb 
0f7a82e 0006fdc 0f6fa53 0f6c588 0064d47 
0f80f95 0fd5ebe 0f766fd 0f72bfd 006114b 
0f7a362 0fdf912 0f6fa7b 0f6c039 0063d47 
0f85242 0fa3e60 0f7a052 0f77218 005f506 
0f8184a 0fa03d6 0f77350 0f736ed 005f478 
0f8464b 0f9eb86 0f792e3 0f76740 00555a5 
0f8c0ac 0f99af1 0f8145f 0f7e0c9 00098c6 
0f86244 0f98869 0f7b4f8 0f782bc 0ffa048 
0f92344 0f9862c 0f869c5 0f844c0 0fa782f 
0f8ff50 0f976a4 0f854b1 0f82031 0f9c75c 
0f9416a 0f98383 0f8862e 0f86475 0f989a9 
0f9d00c 0f988af 0f91d7c 0f8f170 0f9702c 
0f97d8c 0f978df 0f8c997 0f89e12 0f969e1 
0fa42f1 0f97aa1 0f983b9 0f962fe 0f992fe 
0fa1d75 0f984fb 0f96ec9 0f93b7a 0f9aa18 
0fa5f36 0f987ad 0f99bed 0f97e31 0f9b93f 
0faedca 0f9a2f1 0fa2ad0 0fa0a6c 0f9be97 
0fa9daf 0f9a9f9 0f9d6aa 0f9baa8 0f9b070 
0fb6a2d 0f9d1e0 0fa9aa8 0fa8848 0f9a37d 
0fb4b8a 0f9e8be 0fa8dce 0fa690b 0f977bd 
0fb8d71 0f9ef4a 0fac6d2 0faadd1 0f93b35 
0fc1bb0 0f9f2b5 0fb6271 0fb3b11 0f918a0 
0fbbf52 0f9e52f 0fb1017 0fae09d 0f8fd28 
0fc7b58 0f9f2aa 0fbcc6b 0fb9eb4 0f8f755 
0fc4978 0f9fefb 0fbb19a 0fb6b31 0f8d7fc 
0fc772f 0fa01f3 0fbd970 0fb9be5 0f8ba33 
0fcedf3 0fa2754 0fc59ba 0fc10e1 0f8b0c8 
0fc8117 0fa343e 0fbed47 0fba441 0f89d7a 
0fd2d36 0fa6817 0fc8fd1 0fc51d3 0f880b8 
0fce9a0 0fab4d7 0fc5630 0fc0bce 0f838c0 
0fcfc29 0fb1e64 0fc566b 0fc203e 0f7fd0a 
0fd5c3a 0fb49dd 0fcb9c3 0fc7f03 0f81ebf 
0fcd99e 0fb3a5c 0fc3720 0fbfcdc 0f84968 
0fd7848 0fb4e79 0fcccb5 0fc9c72 0f869bf 
0fd2790 0fb6b07 0fc8cf0 0fc49d4 0f87d90 
0fd33ad 0fb87a4 0fc8ca8 0fc584b 0f89f58 
0fd923f 0fbb11b 0fcf482 0fcb543 0f8be42 
0fd08ef 0fbba24 0fc7036 0fc2c62 0f8dc6d 
0fd9d97 0fbcd79 0fcfd70 0fcc29e 0f90b64 
0fd4582 0fbd7a1 0fcb6ec 0fc688f 0f92dc8 
0fd4a41 0fbe0d4 0fcaf87 0fc6fb9 0f93f0f 
0fda3c6 0fc0197 0fd1038 0fcc798 0f95277 
0fd1442 0fc092b 0fc8479 0fc3863 0f96694 
0fda372 0fc1883 0fd0a5b 0fcc8cc 0f98c38 
0fd4843 0fc193f 0fcbddf 0fc6b4a 0f9a9c0 
0fd4623 0fc1133 0fcacb9 0fc6b66 0f9dc37 
0fd97f2 0fc0cdf 0fd08ab 0fcbc65 0fa2c6d 
0fd03e7 0fbe6d0 0fc770d 0fc27c6 0fa7831 
0fd8eb3 0fbe3ae 0fcf6d8 0fcb312 0fac16d 
0fd2d61 0fc0456 0fca610 0fc4f71 0fae258 
0fd21b4 0fc2998 0fc8d77 0fc463e 0fb04a9 
0fd749b 0fc4fab 0fce70b 0fc9842 0fb2f41 
0fce0c1 0fc5b61 0fc55e2 0fc04f8 0fb3341 
0fd658c 0fc97bd 0fcd0f4 0fc8a79 0fb54fe 
0fd0932 0fcb64c 0fc8195 0fc2c21 0fb76ff 
0fd0446 0fcba2d 0fc6f97 0fc2953 0fb9b3a 
0fd5bfa 0fcbe3e 0fcd030 0fc7fb1 0fbc8b6 
0fccb16 0fcb5e1 0fc4199 0fbef14 0fbd65e 
0fd5562 0fcc279 0fcc0b0 0fc7a52 0fbf21c 
0fcf991 0fccb1b 0fc71d2 0fc1c8f 0fc0c2b 
0fcf209 0fcce7c 0fc5aaf 0fc16eb 0fc2012 
0fd4807 0fcdcec 0fcb5ed 0fc6b7e 0fc3ca5 
0fcb3ab 0fcd531 0fc23dc 0fbd767 0fc4f8b 
0fd3bf3 0fcd9d4 0fca26a 0fc60bf 0fc7239 
0fce31c 0fcd226 0fc5bbf 0fc0604 0fc8946 
0fcdb40 0fcc39e 0fc49db 0fc0052 0fca2ed 
0fd349a 0fcc1c2 0fcaba4 0fc57ee 0fcb985 
0fca430 0fc9d41 0fc1e13 0fbc77a 0fcc9a8 
0fd3144 0fc91bc 0fca012 0fc556c 0fce14c 
0fc48ef 0fd62bc 0fbb17f 0fb6bf6 0fbeb4f 
0fbb4ff 0fd5836 0fb251a 0fad788 0fbe1ef 
0fc1dae 0fd5b12 0fb8012 0fb41d2 0fbe520 
0fc0292 0fd5b98 0fb7358 0fb2499 0fbe453 
0fbc0a4 0fd528f 0fb2921 0fae488 0fbdda5 
0fc4261 0fd5b55 0fbab83 0fb6589 0fbe636 
0fbaf59 0fd5113 0fb20a4 0fad1fc 0fbde25 
0fc179b 0fd5455 0fb7b0f 0fb3be8 0fbe1a9 
0fbfe4e 0fd5598 0fb6faa 0fb2081 0fbe14a 
0fbbbd1 0fd4f48 0fb246d 0fadfc2 0fbd899 
0fc3d88 0fd5b69 0fba686 0fb60b4 0fbdfc5 
0fbab55 0fd5295 0fb1c10 0facde5 0fbd6e8 
0fc13c7 0fd548a 0fb769d 0fb37fc 0fbd9f6 
0fbfb8a 0fd5655 0fb6c1c 0fb1d9e 0fbda54 
0fbb7ac 0fd4f32 0fb1f47 0fadb76 0fbd2e0 
0fc3a2c 0fd553b 0fba1e8 0fb5d4f 0fbdc25 
0fba8b8 0fd4823 0fb18b1 0facb46 0fbd5bf 
0fc0f98 0fd492b 0fb721b 0fb33c8 0fbd8e3 
0fbf694 0fd48af 0fb674c 0fb18c3 0fbd82b 
0fbb2a0 0fd3e2a 0fb1a65 0fad696 0fbd264 
0fc33f5 0fd4606 0fb9b8b 0fb573a 0fbdc9d 
0fba0e8 0fd3e1e 0fb102d 0fac378 0fbd600 
0fc0797 0fd3eb4 0fb698c 0fb2bbc 0fbdeb9 
0fbef13 0fd3c0d 0fb5e95 0fb10c6 0fbe6b5 
0fba910 0fd323e 0fb109d 0facb5d 0fbe778 
0fc27ff 0fd37c7 0fb90b6 0fb4a0d 0fbf76b 
0fb902b 0fd375e 0fb00ed 0fab172 0fbf8c4 
0fbee0c 0fd4a04 0fb50cb 0fb11ea 0fc0858 
0fbcd6c 0fd6274 0fb3d76 0faef3c 0fc1afa 
0fb812a 0fd754f 0fae86a 0faa41a 0fc20b4 
0fbfd77 0fd7e1e 0fb6720 0fb20ea 0fc26fc 
0fb6b23 0fdecf4 0fade0c 0fa8c84 0fc1943 
0fbd0db 0fd8646 0fb38eb 0faf4e6 0fc17bd 
0fbbbff 0fd5e8c 0fb33cb 0fade2a 0fc1427 
0fb7556 0fd4d2a 0fae53d 0fa992a 0fc0958 
0fbf5a2 0fd544d 0fb644b 0fb1899 0fc1639 
0fb6040 0fd4f1b 0fad4c8 0fa822c 0fc1077 
0fbc2bc 0fd54b2 0fb2755 0fae600 0fc121e 
0fbab04 0fd57d1 0fb1d95 0facc30 0fc1301 
0fb6177 0fdb521 0facb93 0fa82e3 0fc05f7 
0fbe0c8 0fd6409 0fb4d80 0fb0315 0fc01dd 
0fb4d9c 0fdc991 0fac050 0fa6d8d 0fbf428 
0fbae9c 0fd613b 0fb1395 0fad100 0fbf8ab 
0fb95e6 0fd4ac7 0fb08cb 0fab6bb 0fbff6c 
0fb4af9 0fd9387 0fab314 0fa6ba3 0fbfbb8 
0fbc9e1 0fd4aea 0fb324f 0faeb72 0fc0465 
0fb35da 0fda5a0 0faa601 0fa5532 0fbfe06 
0fb9688 0fd5d6a 0faf92a 0fab824 0fc0642 
0fb8375 0fd3e7f 0faf44c 0faa324 0fc0891 
0fb3e83 0fd6d9d 0faa688 0fa5e3a 0fbf1bb 
0fbc3fe 0fd3f44 0fb2c7f 0fae458 0fbe653 
0fb3332 0fe3c46 0faa1e4 0fa50fa 0fbcf60 
0fb9877 0fdc7b2 0faf851 0fab878 0fbc3dd 
0fb8521 0fdff7f 0faf270 0faa36b 0fbb7f4 
0fb3b17 0010217 0fa9d85 0fa598b 0fba867 
0fbc0a7 00024e3 0fb210c 0fade75 0fba5e0 
0fb28bc 0028a86 0fa9407 0fa484f 0fb941d 
0fb8de3 0027dab 0faeb4d 0faaf77 0fb89bb 
0fb7f98 00271c5 0faeac3 0fa9e90 0fb75fa 
0fb373f 0029e5e 0fa99ed 0fa5778 0fb5941 
0fbc1c7 002604c 0fb251f 0fae1d3 0fb4e85 
0fb2af1 00298f1 0fa97a3 0fa4a46 0fb321b 
0fb8d59 00280df 0faea5d 0faaf2d 0fb1e26 
0fb8882 002700e 0faf3c0 0faa84c 0fb17dd 
0fb426e 0029ab1 0faa79c 0fa642c 0fb25d1 
0fbce69 0025b2e 0fb33dc 0faefda 0fb4713 
0fb3e2b 0028e75 0faaca9 0fa5e82 0fb604d 
0fba7f8 0027147 0fb0665 0fac968 0fb88f8 
0fb9ec9 00261f2 0fb0a85 0fabd41 0fbab6e 
0fb5b1b 0028a60 0fabf59 0fa7b24 0fbb6ec 
0fbe4b2 0024b41 0fb4a8c 0fb0405 0fbce51 
0fb51aa 0028051 0fabe77 0fa6f1c 0fbcfea 
0fbb4bb 00265e6 0fb1506 0fad3a4 0fbd45d 
0fba283 0025b1d 0fb109d 0fabe37 0fbc96f 
0fb4f53 0028c98 0fab69c 0fa6bd9 0fbb8a5 
0fbd210 00252ee 0fb3ad5 0faecf3 0fbb3f7 
0fb3807 0028e8b 0faad71 0fa5104 0fb9a00 
0fb9a68 0027840 0fb048c 0fab4c2 0fb984c 
0fb81a6 0027262 0fb0120 0fa9b9b 0fbaa4c 
0fb28c6 002a869 0faab93 0fa4658 0fbd258 
0fba30a 00204aa 0fb2806 0fac055 0fc13a1 
0faf6df 001d4ac 0fa8d5d 0fa13dc 0fc469d 
0fb3d3f 002b23b 0fac72b 0fa5dd6 0fc4274 
0fb1318 002bad2 0faab04 0fa31fb 0fc66e9 
0faaa81 002fdf7 0fa344e 0f9c9f2 0fc74d7 
0fb1f32 002d1a5 0faa004 0fa3d31 0fc6a01 
0fa7507 0031a1e 0f9fb54 0f99273 0fc262c 
0fabc36 00315a5 0fa33d8 0f9dbbb 0fc095c 
0fa91a0 0031d6d 0fa1ad8 0f9b036 0fbe356 
0fa2601 003639c 0f9a54e 0f9467b 0fbb17c 
0fa884a 003436c 0fa0700 0f9a7fc 0fb96e5 
0f9cda3 0039875 0f957fa 0f8ec94 0fba7fb 
0f9fdfb 003a365 0f97fa6 0f920b3 0fbd08e 
0f9bcee 003be30 0f94b35 0f8dd71 0fd58da 
0f93db4 00413d3 0f8c48a 0f85fef 002fa48 
0f9924b 003fff9 0f916ec 0f8b3a1 0040763 
0f8cf72 0045def 0f85815 0f7f11e 0046813 
0f8fee8 0046ec2 0f878db 0f822fc 00478d8 
0f8c25f 0048b03 0f84b88 0f7e3b2 004952d 
0f840ed 004e3a3 0f7c461 0f7640d 004edd6 
0f89576 004d247 0f81833 0f7b772 004dc78 
0f7d61a 0053232 0f76239 0f6f731 0053c83 
0f80d9a 005431f 0f789dc 0f73072 0054d62 
0f7da53 0055ddb 0f762f5 0f6fafe 0056830 
0f768a6 005b0d4 0f6e7b4 0f68b16 005bb34 
0f7c584 0059a0f 0f740c2 0f6e7e4 005a465 
0f70550 005f727 0f68a92 0f626f9 00601a4 
0f73628 0060872 0f6ac99 0f6596c 00612dc 
0f70498 0062147 0f686d7 0f6259d 0062bbd 
0f69a05 006714a 0f61011 0f5bcbb 0067bc7 
0f708b8 0065525 0f67a1b 0f62ae0 0065f8e 
0f66377 006a7cb 0f5db48 0f584fb 006b254 
0f6ad21 006acb9 0f615c5 0f5d07a 006b72a 
0f68a30 006bbf6 0f5ff2a 0f5ab27 006c67d 
0f6264e 007047e 0f59317 0f548e5 0070f09 
0f69ab3 006e122 0f60419 0f5bc8f 006eba3 
0f5fee4 0072be5 0f56df0 0f51f66 007367e 
0f65b3a 0072615 0f5b83c 0f57c69 0073097 
0f652b7 007264f 0f5bb35 0f570a7 00730e2 
0f607f6 0075fc3 0f56a56 0f5270c 0076a55 
0f690f6 0072def 0f5f2b4 0f5af4d 0073878 
0f60221 0076a1c 0f56e69 0f5200e 00774be 
0f65bf9 0075af1 0f5b9ed 0f57be1 007658a 
0f64a7d 007570a 0f5b422 0f56851 00761af 
0f5fb64 0078c48 0f55c20 0f51ab7 00796f7 
0f683c4 00755b7 0f5e40b 0f5a2e1 007605d 
0f5f633 0078db0 0f56089 0f514dd 007987a 
0f6547d 0077a7d 0f5b03e 0f574f5 0078538 
0f651b3 00767a1 0f5b91c 0f56f78 0077801 
0f60f9e 0068fd8 0f56f4a 0f52e36 007a3c6 
0f6a8c5 0019869 0f6059e 0f5c503 00761ae 
0f62824 001c06c 0f59088 0f5446b 0078f55 
0f694db 0feb6a8 0f5f0ab 0f5b3d3 0077043 
0f69d95 0fbc0f5 0f6083f 0f5bb8f 00757cc 
0f6601f 0fba8d4 0f5c1d2 0f57fa2 0077b39 
0f7017f 0f82553 0f663e1 0f62392 0072fc2 
0f69037 0f80382 0f5fb2b 0f5b1c1 0075225 
0f70cdf 0f7fea0 0f66733 0f6302f 00727d9 
0f729ac 0f80199 0f68c24 0f64a5f 0070223 
0f6ff65 0f8037a 0f65662 0f6213c 0071771 
0f7bc05 0f80352 0f70dc4 0f6dcf2 006b9ea 
0f76425 0f7ecc0 0f6bcf3 0f6846f 006c822 
0f7fa50 0f7e144 0f74425 0f71c5e 0039050 
0f83207 0f7d345 0f78aa9 0f751d4 0ff6fd6 
0f8225f 0f7cbef 0f7719f 0f743e4 0fb9b99 
0f8f4f8 0f7d220 0f84281 0f81661 0f91371 
0f8a9cc 0f7d4f4 0f8024d 0f7ca8a 0f8c63d 
0f942be 0f7ea08 0f88a1a 0f86497 0f8a067 
0f97976 0f80392 0f8c9f9 0f897cb 0f896be 
0f95c94 0f81be6 0f8a2c4 0f87ad2 0f8a5c2 
0fa21b5 0f84206 0f96446 0f93f21 0f8d638 
0f9ccba 0f858b0 0f9182b 0f8e960 0f8efaa 
0fa62ea 0f87d80 0f9a8bc 0f98378 0f90242 
0fa9ded 0f8ad66 0f9f40c 0f9bd4b 0f9061e 
0fa89d9 0f8c974 0f9d9c2 0f9abe8 0f8e877 
0fb5854 0f8d35a 0faa98d 0fa7a8f 0f8f466 
0fb0513 0f8cb31 0fa6a29 0fa287d 0f8e9e7 
0fb96bf 0f8ea61 0faf710 0fabd91 0f8e0bb 
0fbc419 0f924d9 0fb3a64 0faea47 0f8d8d0 
0fb9bad 0f94ffc 0fb0d29 0fac371 0f8ce74 
0fc51e0 0f994da 0fbbf54 0fb78fa 0f8cb9e 
0fbdff1 0f9b127 0fb568c 0fb068d 0f8dbb6 
0fc5555 0f9ada1 0fbbc7b 0fb7e28 0f9222f 
0fc6991 0f9b9aa 0fbdb1b 0fb8f9c 0f96908 
0fc28fa 0f9b968 0fb9039 0fb4fef 0f99318 
0fcc6f4 0f9d385 0fc2c13 0fbed1b 0f9cf78 
0fc37ed 0f9fff8 0fba6d2 0fb5c98 0fa1768 
0fc8a49 0fa6cac 0fbea2b 0fbaff9 0fa681a 
0fc8f29 0faa0ca 0fbfc43 0fbb36b 0faa807 
0fc3ef2 0faadec 0fba6e0 0fb655c 0fad14f 
0fcd4f8 0fabaaa 0fc3fe1 0fbfc07 0fb105a 
0fc49bc 0fabc1d 0fbc0a7 0fb6ff2 0fb3ec2 
0fca7e3 0facf07 0fc1188 0fbd05c 0fb67e0 
0fcacf5 0faded9 0fc245b 0fbd374 0fb9abc 
0fc5552 0faf39b 0fbc935 0fb7dbd 0fbb5fd 
0fce46e 0fb3f7b 0fc5910 0fc0d06 0fbc050 
0fc5334 0fb79fe 0fbd413 0fb7b6e 0fbc691 
0fcab0c 0fbbf85 0fc1c27 0fbd4ca 0fbd585 
0fcaee4 0fbfd91 0fc2af1 0fbd60a 0fbe13b 
0fc57ab 0fc414b 0fbcbd5 0fb8030 0fbceb5 
0fce8d5 0fc93fb 0fc5a85 0fc10c1 0fbd924 
0fc5a4d 0fcc2ef 0fbd5c6 0fb8126 0fbe596 
0fcb1c1 0fcf3f2 0fc1e61 0fbdaa8 0fbf0c2 
0fcb480 0fd21e4 0fc2d0c 0fbdb30 0fc0070 
0fc59c7 0fd3fc2 0fbcab5 0fb817a 0fc065b 
0fce39d 0fd763f 0fc53b6 0fc0b7a 0fc20be 
0fc505f 0fdab7b 0fbcb01 0fb77f4 0fc2934 
0fc9fa4 0fde94a 0fc0ceb 0fbca2b 0fc3bb5 
0fca120 0fe36bd 0fc1ca1 0fbc8c7 0fc429f 
0fc47af 00114a7 0fbba9b 0fb6ea4 0fc3a3b 
0fcd27e 00139c9 0fc4271 0fbf97b 0fc433b 
0fc40cb 001b7ce 0fbbb1f 0fb67d0 0fc3ebc 
0fc91c3 001a721 0fbfdb2 0fbba7d 0fc4404 
0fc93c6 001945a 0fc0a9c 0fbba50 0fc41b5 
0fc3bc7 001c550 0fba710 0fb6297 0fc3a36 
0fccd41 0018528 0fc33cf 0fbf412 0fc3d94 
0fc45e8 001b1ea 0fbb7b2 0fb6bcc 0fc22a3 
0fc9eca 0019afc 0fc01ec 0fbc69c 0fc1117 
0fca98b 00181ad 0fc17ef 0fbcf20 0fbfec6 
0fc5175 001af6d 0fbbb6a 0fb7858 0fbea97 
0fce0e5 0016f65 0fc475c 0fc07c9 0fbe25e 
0fc58a4 0019c9c 0fbcb77 0fb7e9e 0fbd1ed 
0fcb110 00185fa 0fc1867 0fbd91f 0fbd018 
0fcbcd2 0016d03 0fc3163 0fbe28c 0fbcee2 
0fc68b3 00199b4 0fbd655 0fb8f5f 0fbc6af 
0fcf86b 0015923 0fc6449 0fc1ef8 0fbcecf 
0fc6f9d 001859e 0fbe62a 0fb9598 0fbcb9f 
0fcc328 001719a 0fc2b11 0fbeaef 0fbd3c3 
0fcc8f2 0015b65 0fc3c3e 0fbeec1 0fbe0a5 
0fc6c96 0018c34 0fbd947 0fb93bf 0fbe5df 
0fcf539 0015046 0fc6202 0fc1c9a 0fbf69f 
0fc6850 001814e 0fbe063 0fb8e52 0fbf4a7 
0fcb6ea 001714a 0fc2027 0fbde6d 0fbf58d 
0fcba6e 0015d96 0fc2ed2 0fbdf70 0fbf4c0 
0fc5cba 0018fe0 0fbca5f 0fb8316 0fbec1b 
0fce490 001557b 0fc5065 0fc0b10 0fbf664 
0fc55ad 0018856 0fbcb64 0fb7aba 0fbf535 
0fca3f4 00178ee 0fc0a25 0fbcabf 0fc02f4 
0fca59c 001678b 0fc19a3 0fbca50 0fc0ff3 
0fc4a8d 0019c68 0fbbb36 0fb7034 0fbffd3 
0fcd933 00161c1 0fc47e7 0fbfe6d 0fbff3b 
0fc4d3a 001922f 0fbc358 0fb7103 0fbeceb 
0fc9ae9 0018117 0fbff60 0fbbff8 0fbe6c1 
0fca011 0016e08 0fc1126 0fbc2b1 0fbe73e 
0fc3e69 001a498 0fba892 0fb61ec 0fbdee0 
0fcc849 0016b00 0fc2fa0 0fbeb1f 0fbf493 
0fc364a 001a09a 0fba784 0fb575c 0fbfe50 
0fc825b 00193f3 0fbe52d 0fba521 0fc083f 
0fc8365 001843b 0fbf316 0fba3d1 0fc19a7 
0fc1cc4 001be20 0fb85d0 0fb3e4d 0fc264a 
0fca47e 0018725 0fc09c2 0fbc5f3 0fc4ace 
0fc12aa 001bce0 0fb80b6 0fb32ea 0fc58f6 
0fc5d22 001b20f 0fbbbc2 0fb7f1a 0fc742b 
0fc5fb1 001a20f 0fbcb57 0fb7fca 0fc94d1 
0fbfcb4 001d9c4 0fb6552 0fb1e9e 0fc9efe 
0fc8cf8 0019eeb 0fbf16d 0fbaeac 0fcc0eb 
0fc0346 001d094 0fb72d0 0fb2448 0fcc73f 
0fc57b9 001bff4 0fbb8bc 0fb7a25 0fcdfba 
0fc659f 001a984 0fbd400 0fb85f0 0fcf0e1 
0fc0708 001dda9 0fb6f67 0fb28cc 0fcfbc5 
0fc9b85 0019f57 0fc022d 0fbbd26 0fd1161 
0fc11d9 001cf94 0fb82b9 0fb3235 0fd167f 
0fc614a 001c01e 0fbc51d 0fb842a 0fd2224 
0fc6e0f 001a85d 0fbdf05 0fb8f17 0fd2865 
0fc109d 001daa9 0fb7c4f 0fb3300 0fd2ed5 
0fca549 0019adc 0fc0dbb 0fbc74f 0fd447e 
0fc1764 001cb63 0fb8bd1 0fb3852 0fd5140 
0fc62f1 001bd48 0fbc963 0fb85dc 0fd5061 
0fc674f 001a98d 0fbdb18 0fb87f2 0fd46d0 
0fbfdb5 001e251 0fb6f6a 0fb2005 0fd24ea 
0fc84dd 001a92c 0fbff4a 0fba88c 0fd1495 
0fbedce 001e055 0fb789f 0fb107e 0fcf100 
0fc32c8 001d6df 0fbb7b2 0fb5816 0fccfe2 
0fc32e6 001c87b 0fbc671 0fb558b 0fcbe4e 
0fbcb22 002037b 0fb58d0 0faeeaa 0fc9241 
0fc5554 001cb8f 0fbe20d 0fb785d 0fc6f27 
0fbbb3f 002060a 0fb531e 0fadcb8 0fc4c29 
0fbf8d5 0020371 0fb7fb3 0fb1c3f 0fc4612 
0fbef88 001fcbe 0fb7dfd 0fb10bd 0fc4b03 
0fb7ac8 0023ff8 0fb017c 0fa9d08 0fc3e6e 
0fbf617 002138e 0fb79bc 0fb1849 0fc3bf6 
0fb547a 0025692 0fae111 0fa75b4 0fc3559 
