0fa4545 0fc479d 0f97ceb 0f9a7c8 0ff6a14 
0faff08 00246fe 0fa43d9 0fa429f 0f9c690 
0fbbfdf 001e2ac 0fb0210 0fb22b5 0f9faa3 
0fa9979 0022e03 0f9dbca 0fa0591 0fa1eec 
0fba9fa 0ff67a1 0faec51 0fae7fe 0fa698f 
0fb0386 0fe2476 0fa442a 0fa82cd 0faa413 
0fae893 0ff77cd 0fa2acf 0fa2a6e 0fac4c2 
0fba373 0007829 0fae445 0fb035c 0fac5ea 
0fa766d 00250e3 0f9b9a5 0f9e286 0fa88d8 
0fb8760 00229be 0facc37 0fac38b 0fa5020 
0faed35 0022c80 0fa2fbe 0fa6b1f 0f9fe1c 
0fad93d 0024fc7 0fa1ec2 0fa1ad1 0f9dc35 
0fba513 0020ef5 0fae87b 0fb04ed 0f9e43f 
0fa8a75 0024935 0f9ce2d 0f9f6d0 0f9acda 
0fba54c 0021c5f 0faea76 0fae129 0f983bd 
0fb0a12 0021b51 0fa4cc4 0fa8a6d 0f96f4c 
0fae853 0024020 0fa2db2 0fa2d07 0f96e6d 
0fba5ec 002040d 0fae994 0fb088d 0f97d71 
0fa74aa 002470b 0f9b874 0f9e273 0f97365 
0fb7b71 00223b5 0fac0d4 0fab83c 0f9a195 
0fad6aa 0022bb3 0fa1984 0fa57e5 0f9cf25 
0faad1d 0025803 0f9f297 0f9f17c 0f9f6c2 
0fb692d 0022331 0faacee 0faca11 0fa3200 
0fa3496 0026c3a 0f9786d 0f9a316 0fa3841 
0fb33b7 0024f49 0fa7915 0fa71b2 0fa41c5 
0fa87dc 0025aff 0f9cab4 0fa0a5d 0fa2262 
0fa4c61 0028dc8 0f991b9 0f99530 0f9f402 
0faf7d0 0025f5a 0fa3b60 0fa5c84 0f9e266 
0f9b6db 002ae1c 0f8fa97 0f927a4 0f9a83f 
0faaf7d 0029697 0f9f4d5 0f9eee0 0f9b3ae 
0fa08a9 002a4a4 0f94b66 0f98c2b 0f9c9b4 
0f9d596 002d88b 0f91b19 0f91f61 0f9e1bf 
0fa9361 002a882 0f9d76f 0f9f946 0fa0ce0 
0f96001 002f333 0f8a3e0 0f8d337 0fa1a1a 
0fa64e8 002d77c 0f9aa5a 0f9a4bd 0fa3c3e 
0f9d247 002df50 0f914df 0f95326 0fa4471 
0f9a22e 0030e76 0f8e7a4 0f8e903 0fa43db 
0fa6079 002d85b 0f9a41d 0f9c3ad 0fa49e9 
0f921e9 00323b0 0f86593 0f894cb 0fa37f8 
0fa0770 0030fa8 0f94c6e 0f9483c 0fa4513 
0f94dcd 0032522 0f89030 0f8d2a7 0fa3a9e 
0f8f303 003694f 0f83830 0f83fe7 0fa4a44 
0f996be 003461e 0f8da50 0f8fc54 0fa6df5 
0f84f35 0039e88 0f7933a 0f7c286 0fa76ff 
0f93ed5 0038e99 0f884a2 0f88003 0fa8fe8 
0f89e3b 0035c28 0f7e003 0f81ea9 0faa04d 
0f854f5 003e5fc 0f79b25 0f79d53 0faa9c4 
0f90896 003bf86 0f84caf 0f868f1 0fabbb4 
0f7d781 0041111 0f71afc 0f74744 0fa9bf9 
0f8e1ac 003fa1e 0f8266c 0f81f91 0fa8c9c 
0f8619e 00366d2 0f7a1b1 0f7df13 0fa6d66 
0f83be9 0024ecc 0f77dbc 0f77fe6 0fa5093 
0f91c88 0fea9b0 0f85c2a 0f878bc 0fa3cf2 
0f805e2 0ff32e2 0f744f6 0f77126 0fa12fb 
0f92128 0fcd157 0f86137 0f8576d 0fa0f56 
0f8b479 0fba32c 0f7f406 0f82ff0 0f9fc5b 
0f8a448 0fbbf91 0f7e61f 0f7e715 0f9ddb0 
0f99ad8 0fb7f5c 0f8dcc7 0f8f78f 0f9ca9b 
0f8a036 0fb67d1 0f7e266 0f80d0e 0f9900c 
0f9d45d 0fb75c2 0f91812 0f90b54 0f97a9e 
0f97d12 0fb6ba0 0f8be50 0f8f48c 0f961a0 
0f9752c 0fb4ed2 0f8b929 0f8b46c 0f947bc 
0fa6c06 0fb6fd5 0f9ae45 0f9c3d4 0f94716 
0f96343 0fb641c 0f8a7f4 0f8cf21 0f92fa4 
0fa8188 0fb8bde 0f9c7a2 0f9b971 0f933c4 
0fa15ef 0fb823f 0f95965 0f98ff5 0f9592d 
0f9f71c 0fb3193 0f93d0e 0f939e0 0f9b03c 
0fae7ba 0faf44b 0fa2ba1 0fa42d0 0fa28f3 
0f9dc46 0fa9bd2 0f92026 0f9496c 0fa6cda 
0faf8e3 0fa9657 0fa3e55 0fa33bf 0faab09 
0fa8ab4 0fac190 0f9cdba 0fa0863 0faae14 
0fa65f4 0faf116 0f9ac22 0f9ab3c 0fa9b69 
0fb519e 0fb4d55 0fa964b 0faadfa 0fa93b7 
0fa3e80 0fb679c 0f98380 0f9ac2f 0fa78eb 
0fb59cb 0fb9077 0faa052 0fa9493 0fa88c4 
0faf02f 0fb9b33 0fa33d5 0fa6caa 0fa9103 
0facde4 0fb8a29 0fa1422 0fa12b0 0fa967d 
0fbbcc8 0fbb5b8 0fb0156 0fb1860 0fa9a27 
0faa407 0fc0145 0f9e8f1 0fa1251 0fa3e1c 
0fbb905 0fc8805 0faffc3 0faf3bf 0f9e5b3 
0fb4e06 0fcc69e 0fa9249 0facce5 0f9a394 
0fb220e 0fca03e 0fa695c 0fa6b81 0f9a6bf 
0fc0816 0fc657a 0fb4d9d 0fb68db 0f9f009 
0fae15a 0fbfde5 0fa2663 0fa544e 0fa1fb6 
0fbe816 0fbdb0d 0fb2dee 0fb24ed 0fa5114 
0fb6c1e 0fbdb55 0faaf34 0faea5a 0fa417f 
0fb297e 0fbe07d 0fa6fcf 0fa7032 0fa154f 
0fc002a 0fc3414 0fb44cb 0fb5cc6 0f9d9c1 
0fac31b 0fc8c48 0fa078e 0fa3300 0f96942 
0fbbb4d 0fcfd6d 0fb014c 0faf6f7 0f92157 
0fb3f46 0fd4a7f 0fa82e2 0fabebb 0f8d762 
0fb01e6 0fd468d 0fa4846 0fa4bbf 0f8bcda 
0fbedc8 0fd4703 0fb2ff2 0fb4bdb 0f8ddb0 
0fac879 0fd0257 0fa0a9f 0fa3a4e 0f8f965 
0fbd1b8 0fce837 0fb158a 0fb0d88 0f92cab 
0fb5c94 0fcd9c6 0fa9da9 0fadad4 0f931a6 
0fb147d 0fcdc37 0fa57d2 0fa5b39 0f916df 
0fbee79 0fd22ed 0fb3015 0fb4a04 0f8ffa4 
0faaf73 0fd7a8d 0f9f0c8 0fa1f86 0f8b178 
0fba317 0ff0c64 0fae448 0fadbd3 0f88177 
0fb1e6f 001547a 0fa5d9f 0fa9c0d 0f852de 
0fac582 002542f 0fa0910 0fa100b 0f84854 
0fba2e0 0ffa2a3 0fae2a6 0faffdc 0f866f0 
0fa69fa 0ff2223 0f9a942 0f9db9c 0f87150 
0fb5ff8 0fd74cd 0faa348 0fa9c51 0f898e8 
0faeaa6 0fd4149 0fa2ae3 0fa687c 0f8a0bf 
0fa9c26 0fd3d72 0f9de58 0f9e291 0f8805d 
0fb7fd6 0fdc18c 0fac106 0fada60 0f84fa2 
0fa4c9a 0023584 0f98d5e 0f9bd0d 0f7e3b8 
0fb4658 0025de4 0fa899c 0fa80f0 0f785e2 
0fad667 002579c 0fa170a 0fa5466 0f7154e 
0fa8a16 0028729 0f9cd2e 0f9d331 0f6be95 
0fb75b1 0024747 0fab7bb 0fad358 0f6c328 
0fa4a33 00281e2 0f98c03 0f9beb9 0f6fbd2 
0fb4a5a 001d539 0fa8d4a 0fa86cd 0f777a6 
0fae0c4 0fd51ab 0fa20c9 0fa6041 0f7e86f 
0fa8ec3 0fcb444 0f9d17d 0f9d93d 0f83774 
0fb7b28 0fc7713 0fabc16 0fad961 0f88225 
0fa3c6d 0fc3d9b 0f97cf2 0f9b18a 0f8a1cd 
0fb2869 0fc35b4 0fa6aeb 0fa6619 0f8dd41 
0faaf69 0fc35a8 0f9ef52 0fa30f1 0f8f755 
0fa471a 0fc2a0d 0f98995 0f994e8 0f8fe70 
0fb298c 0fc40c9 0fa6adb 0fa8921 0f90a65 
0f9edf8 0fc2abc 0f92ef9 0f96671 0f8e55f 
0fada30 0fc4191 0fa1ccb 0fa19e1 0f8e37b 
0fa6885 0fc4c8f 0f9a808 0f9e996 0f8ece0 
0fa04b9 0fc465f 0f946c9 0f94fef 0f8fbb2 
0faf131 0fc76cb 0fa31db 0fa4b4e 0f9170f 
0f9bfb1 0fc8aed 0f90006 0f93044 0f8f855 
0fabbe8 0fcc297 0f9fe30 0f9f484 0f8ed0b 
0fa65aa 0fce8ef 0f9a50a 0f9e289 0f8c85a 
0fa1b35 0fce051 0f95cb5 0f964b6 0f8a8ea 
0fb2457 0fcce3b 0fa64c3 0fa7e04 0f8bd73 
0fa06cb 0fc60c9 0f946a1 0f97980 0f8e81f 
0fb0b7a 0fc0fb7 0fa4ce5 0fa44e6 0f943fb 
0fab682 0fbe86e 0f9f541 0fa31df 0f977f1 
0fa6317 0fbed02 0f9a438 0f9a935 0f96e23 
0fb5c9f 0fc6daf 0fa9c68 0fab31b 0f938c6 
0fa2d3e 0fd838c 0f96c2f 0f99b51 0f8b8a8 
0fb2716 0026090 0fa6824 0fa5ae5 0f83e69 
0fad7f5 0027fac 0fa1716 0fa4f4e 0f7d29e 
0fa8da4 002a970 0f9cf86 0f9d3e5 0f7bb87 
0fb9d22 0008597 0fadb57 0faf339 0f7f411 
0fa7942 0fe6143 0f9b6b5 0f9ecc5 0f805e7 
0fb7151 0fd5a99 0fab272 0faadf4 0f8166b 
0fb17a3 0fdff0c 0fa5596 0fa9585 0f7f649 
0fab1eb 0025330 0f9f2d5 0f9fa6f 0f7b578 
0fba72d 00243ff 0fae7c2 0fafe6a 0f76961 
0fa7403 0027d21 0f9b3d0 0f9e4f2 0f71a97 
0fb70e2 0025e2d 0fab2c5 0faa6ca 0f7354d 
0fb22a7 0024bc3 0fa621f 0fa9a32 0f72900 
0fac9b9 00275e1 0fa0c3e 0fa10aa 0f71b0d 
0fbce2f 0022c43 0fb0f78 0fb247c 0f723fd 
0fb230d 0fd565d 0fa674d 0faa1c9 0fc1734 
0fa63a7 0fdd16e 0f9a816 0f9c841 0fc140e 
0fb761a 0fd4fc4 0fabc1d 0fabdea 0fc2d06 
0fa881f 0fd3745 0f9cc44 0fa19e5 0fc24e2 
0fb08ab 0fd275d 0fa4fa2 0fa4080 0fc2516 
0fb40ff 0fd3081 0fa84e2 0fabf1b 0fc1bf7 
0fa7e5f 0fd101b 0f9c4b1 0f9e523 0fc003a 
0fb99a8 0fcf669 0fadf55 0fade74 0fc07b2 
0faab9b 0fcc09f 0f9eff9 0fa3cf5 0fbf888 
0fb1d23 0fcd36e 0fa6498 0fa56fb 0fbed43 
0fb4048 0fd23ae 0fa850e 0fac0cb 0fbddc2 
0fa6df4 0fdce8d 0f9b061 0f9d1ed 0fbc6a5 
0fb7b56 0fd6064 0fabf2c 0fabf67 0fbd897 
0fa887f 0fd450e 0f9cae7 0fa174a 0fbc6a5 
0fb00e0 0fd2ead 0fa4578 0fa3659 0fbc224 
0fb373b 0fd1bc2 0fa796d 0fab252 0fbc28c 
0fa7451 0fccdc9 0f9b829 0f9da1e 0fbaefd 
0fb839e 0fccd4e 0fac7b3 0fac881 0fbb870 
0fa90d4 0fcab15 0f9d339 0fa2159 0fba774 
0fb0887 0fc811b 0fa4cef 0fa3e3f 0fbab08 
0fb3a74 0fc705d 0fa7cb7 0fab689 0fbbd9d 
0fa6c02 0fc4ebe 0f9b007 0f9d267 0fbb741 
0fb7916 0fc6c71 0fabd17 0fabf33 0fbbd18 
0fa82ae 0fc7706 0f9c51f 0fa13a0 0fba0fb 
0faeeb6 0fc8cd4 0fa33f5 0fa2753 0fb9a5c 
0fb1e03 0fcb908 0fa614d 0fa9c05 0fb9728 
0fa48a7 0fcd1ec 0f98d87 0f9b0f7 0fb7ca3 
0fb52f9 0fd211f 0fa97b0 0fa9a01 0fb83b0 
0fa6823 0fd1e34 0f9aaa5 0f9f79a 0fb69c5 
0fadd45 0fd0bf5 0fa2295 0fa13d5 0fb6823 
0fb1923 0fd0f90 0fa5bf1 0fa9481 0fb66e0 
0fa5121 0fce772 0f997c2 0f9b9cd 0fb54c7 
0fb639c 0fcf1ec 0faa880 0faa94d 0fb63b3 
0fa7534 0fcdec6 0f9b7be 0fa0500 0fb5aa9 
0fae8d8 0fcd7cf 0fa2dfe 0fa1fb8 0fb5d16 
0fb25a6 0fcde3b 0fa684c 0faa069 0fb6260 
0fa5de8 0fcbc13 0f9a24a 0f9c3b8 0fb533d 
0fb73e4 0fcc8f2 0faba67 0fabaed 0fb601d 
0fa88da 0fcb092 0f9cdec 0fa1c12 0fb4dcf 
0fafb1f 0fca72b 0fa42ad 0fa35ae 0fb4dc2 
0fb3625 0fcb704 0fa7b44 0fab405 0fb5237 
0fa69ce 0fc9bd7 0f9b08b 0f9d2c1 0fb4096 
0fb7eb5 0fcadc7 0fac573 0fac5dc 0fb4caf 
0fa919a 0fca440 0f9d6c9 0fa249b 0fb3cb0 
0fafeda 0fca7e0 0fa4669 0fa39d8 0fb3747 
0fb3c64 0fcbaea 0fa815c 0faba36 0fb38e4 
0fa6c3b 0fca1e6 0f9b278 0f9d5b6 0fb22ed 
0fb805b 0fcb646 0fac648 0fac5f7 0fb3138 
0fa9483 0fca2af 0f9d87e 0fa255a 0fb295a 
0fb06c7 0fc8af5 0fa4d13 0fa3be9 0fb3023 
0fb5054 0fc8482 0fa940e 0fac90e 0fb33ac 
0fa7b3c 0fc58b8 0f9c08d 0f9e45d 0fb30da 
0fb9845 0fc4c07 0fade26 0fadfc9 0fb5602 
0faa919 0fc21c3 0f9ed8a 0fa4134 0fb5781 
0fb12ab 0fc0a4e 0fa59dc 0fa50b0 0fb729b 
0fb536e 0fc1a4e 0fa980a 0fad4cc 0fba24c 
0fa6b8e 0fc0932 0f9b19c 0f9da30 0fbb0e1 
0fb8b5f 0fc2fe3 0fad15c 0fad246 0fbd80e 
0fa94a7 0fc4319 0f9d8a5 0fa2d28 0fbdf47 
0fafdae 0fc59cb 0fa4427 0fa3ace 0fbdeab 
0fb542c 0fc7820 0fa97e4 0fad5c6 0fbe041 
0fa727d 0fc7060 0f9b789 0f9e457 0fbc8d8 
0fb9edc 0fc9150 0fae3d4 0fae82d 0fbcc4f 
0faaca1 0fc8f66 0f9ef90 0fa49d1 0fbba79 
0fb14b1 0fc899b 0fa5a54 0fa5316 0fbbb54 
0fb6dbd 0fc8ce1 0fab0cc 0faedf2 0fbc609 
0fa871e 0fc5ff5 0f9cc2d 0f9f7b0 0fbbde6 
0fbb824 0fc660e 0fafdb3 0fafeaa 0fbcabe 
0facaaa 0fc5678 0fa0e85 0fa64b8 0fbad92 
0fb3811 0fc503c 0fa7e9d 0fa74ee 0fb8f9e 
0fb968d 0fc5e8b 0fada6d 0fb171e 0fb7c1c 
0faad13 0fc412f 0f9f266 0fa1df7 0fb69ad 
0fbd8cd 0fc5339 0fb1e31 0fb2097 0fb8c81 
0fae210 0fc4bd8 0fa2582 0fa7e6e 0fb9aed 
0fb4776 0fc54ba 0fa8dd2 0fa8607 0fbb8a6 
0fba468 0fc7b14 0fae842 0fb2586 0fbd574 
0fabbf7 0fc72dd 0fa017c 0fa2d86 0fbd019 
0fbf1cd 0fc9bbc 0fb37b5 0fb391c 0fbdfed 
0fb0295 0fcafe6 0fa46a8 0fa9e51 0fbcb75 
0fb6ab0 0fcc60f 0fab198 0faa784 0fbc7cf 
0fbc634 0fceefa 0fb0ac7 0fb4593 0fbcf10 
0fad6ed 0fce810 0fa1d23 0fa46a6 0fbc20d 
0fc04c8 0fd0539 0fb4b5c 0fb4a22 0fbcde9 
0fb0b8f 0fd04dc 0fa5046 0faa692 0fbbf21 
0fb6096 0fd1597 0faa823 0fa9e96 0fbc99e 
0fba878 0fd4b63 0faed43 0fb2a49 0fbda2f 
0fa9ac3 0fd54fe 0f9e144 0fa106d 0fbd5b5 
0fba957 0fd7e7f 0faf02d 0faf470 0fbf558 
0fa92bb 0fd7908 0f9d785 0fa3543 0fbff75 
0faca2d 0fd6ea9 0fa11e4 0fa0ef1 0fc0d5a 
0faff3f 0fd6b86 0fa445e 0fa85c9 0fc29c2 
0f9e117 0fd3c59 0f92724 0f959de 0fc3208 
0fadec3 0fd434b 0fa2596 0fa2b4c 0fc4e7d 
0f9be04 0fd15da 0f902c7 0f96118 0fc6b26 
0f9e2a9 0fccc74 0f92a34 0f92bbb 0fcbcaf 
0fa0f43 0fc7523 0f953cf 0f9998a 0feef5e 
0f8f1b9 0fbe8fe 0f83785 0f86d3e 0031303 
0f9f2b8 0fba842 0f938f8 0f94158 002f601 
0f8dac5 0fb8432 0f81f8a 0f87e80 0032eb9 
0f90225 0fb92c1 0f8499d 0f84a12 0035aad 
0f92e4a 0fbd8ed 0f8731e 0f8b50d 0034a8b 
0f80e83 0fd3c1b 0f752ee 0f788e3 003ad7e 
0f8e6c5 000e860 0f82a1c 0f839f5 0039ffe 
0f7bc66 003c443 0f700d9 0f7634e 003e8a9 
0f7d79d 002b5ef 0f71ce5 0f72638 0042151 
0f7f161 0fd931b 0f7334f 0f77e1d 0042215 
0f6d24f 0fbd61a 0f616c0 0f65360 004902b 
0f7b4b9 0fabe0a 0f6fb5c 0f70d40 00485d9 
0f6a822 0fa5b53 0f5ecf6 0f64dc9 004c665 
0f6dd2f 0fa161b 0f6250c 0f62b02 004f525 
0f70482 0fa0ef3 0f64a1c 0f69062 004ed0d 
0f5f36f 0f9fad5 0f53a3f 0f5746f 00553b3 
0f6d91a 0fa6430 0f61f64 0f62f47 005456e 
0f5c3ec 001900d 0f504ee 0f5615a 0058cf5 
0f5ed9a 005b8a0 0f53423 0f52fc1 005c3c1 
0f62108 005b5f1 0f5648a 0f59ada 005c0a9 
0f5266b 0061b7d 0f46b04 0f49536 0062643 
0f6430b 005ff09 0f58831 0f586a4 00609a9 
0f56a7b 0062d5f 0f4ad84 0f4fe8c 006382a 
0f5c7b2 00649dd 0f50cfd 0f5041c 0065496 
0f62b64 00626e1 0f56e4a 0f5a2f2 0063197 
0f55f20 0066bce 0f4a466 0f4c663 00676b3 
0f67642 0063c46 0f5bb70 0f5b599 0064704 
0f58a5d 0066261 0f4cdba 0f51c8d 0066d4c 
0f5ebd5 006761d 0f53372 0f524e2 00680f0 
0f6684d 0060c89 0f5ad02 0f5de7a 0065283 
0f59ddf 0054ffc 0f4e1f8 0f507ac 006901f 
0f6cb92 0017de8 0f60ec7 0f6091b 006563d 
0f603b3 0ff8f2a 0f544cf 0f5903d 0066b73 
0f66e3f 0fedee5 0f5b1b7 0f5a52d 0067244 
0f6e985 0fc7395 0f62b52 0f65b5f 006395d 
0f620a5 0fb2328 0f5646d 0f58696 0066cf0 
0f768e7 0f90c09 0f6b00f 0f6a5ec 00624fe 
0f6bef3 0f8d862 0f60422 0f64a6f 00627e5 
0f74cd8 0f8a88c 0f69489 0f6807d 0061bc8 
0f7f860 0f89b9e 0f73d71 0f76685 005cc5e 
0f76292 0f8834c 0f6a901 0f6c414 005e568 
0f8dda5 0f8b82a 0f82448 0f81369 005826a 
0f86d3f 0f8e03f 0f7b217 0f7eebe 005661f 
0f92a2f 0f8fe6e 0f871bd 0f8572f 00537e0 
0f9f245 0f932a8 0f9377d 0f95c6c 004ca77 
0f959a2 0f93ed6 0f8a045 0f8bc1a 004cfce 
0fac669 0f97562 0fa0d74 0f9ffd1 0045fe4 
0fa23d4 0f9904f 0f968f0 0f9ae63 004449b 
0faaa94 0f98f71 0f9f276 0f9e035 004221e 
0fb4d0d 0f9aa3a 0fa92a2 0fabc0f 003bfa6 
0fa906e 0f9a8fa 0f9d755 0f9f74f 003d0bc 
0fbe6a9 0f9dfcc 0fb2e0a 0fb22b2 0036a19 
0fb3a1c 0fa0596 0fa7fde 0fac40d 003535a 
0fbb442 0fa3055 0fafd24 0faead7 0030a73 
0fc3ef1 0fa7dc8 0fb856c 0fbb2ac 0feb408 
0fb5420 0fabc2c 0fa9c09 0fac2a4 0fd8c6b 
0fc7633 0fb449e 0fbbea3 0fbbba6 0fca777 
0fb9266 0fbc1a6 0fad877 0fb240e 0fc6f07 
0fbdcdf 0fc2ebb 0fb2590 0fb1903 0fc467a 
0fc4d80 0fc86f5 0fb93cd 0fbc05d 0fc3631 
0fb5f3a 0fc7e3d 0faa6b0 0fac9e4 0fc1cd9 
0fc8484 0fc707d 0fbcc05 0fbc925 0fc4190 
0fba62c 0fc31e5 0faeb3f 0fb3aeb 0fc535f 
0fbed0e 0fbf9ea 0fb34bf 0fb2f07 0fc5387 
0fc593b 0fbfcd6 0fb9e6c 0fbd1e9 0fc34cb 
0fb52cf 0fc5fab 0fa9938 0fac512 0fba7c7 
0fc5de8 0fd445c 0fba4e9 0fba762 0fb0538 
0fb6fb1 0ffd4aa 0fab292 0fb07c9 0fa8a05 
0fba16e 0ffdd65 0fae746 0fae8fb 0fa8b99 
0fc0087 0fd8c92 0fb46eb 0fb81b2 0faa7ac 
0faf2d1 0fd5e2c 0fa3a8e 0fa6b4d 0faa42d 
0fbfbf1 0fd6c68 0fb4494 0fb4757 0fac438 
0fb0acc 0fd6029 0fa5171 0faa338 0fad439 
0fb35ca 0fe5409 0fa7d00 0fa7a84 0facf86 
0fb9551 0000e64 0fad9f5 0fb0e7c 0fac7b4 
0fa9090 0027a63 0f9d884 0fa041f 0fa9b2c 
0fbb075 0024828 0faf904 0faf901 0fa9816 
0fae0af 0025ca8 0fa2736 0fa7658 0fa8b55 
0fb21d0 0026d1a 0fa6aed 0fa685b 0fa8a20 
0fb994c 002371e 0fae04f 0fb15d9 0fa89b3 
0faa553 001c232 0f9ec57 0fa1ae7 0faa55a 
0fbc53b 0fd52f4 0fb0c9f 0fb10a8 0fb0e1b 
0faf18f 0fcc3d7 0fa36c5 0fa8945 0fb6676 
0fb299b 0fc70a4 0fa7148 0fa7300 0fbaa35 
0fba341 0fc43f0 0fae879 0fb1fdf 0fbd7d3 
0fab6b2 0fbed1d 0f9fd2a 0fa2c1c 0fbca1a 
0fbdd05 0fbd05a 0fb23ed 0fb2824 0fbdab4 
0fb1072 0fbc0f0 0fa559d 0faa74c 0fbdb43 
0fb490a 0fbcaac 0fa9128 0fa928b 0fbe0b1 
0fbc18c 0fc0624 0fb0790 0fb3e94 0fbd6a9 
0face4e 0fc1246 0fa15ab 0fa43bd 0fbb55b 
0fbebd0 0fc309d 0fb33ef 0fb359f 0fbc4b5 
0fb23f6 0fc12cc 0fa6a22 0fabb46 0fbdb7b 
0fb5d1f 0fbfb19 0faa641 0faa6e7 0fc02f1 
0fbdc58 0fbf9e3 0fb2306 0fb5a8b 0fc29f2 
0faea27 0fbafe5 0fa3150 0fa6513 0fc4781 
0fc065f 0fb80b5 0fb4d93 0fb54c4 0fc9790 
0fb3fa6 0fb3126 0fa8461 0fad830 0fcc8f8 
0fb7e39 0fae9c9 0fac55c 0fac7e4 0fcfa9d 
0fc0000 0fad4dc 0fb44c5 0fb7907 0fd2325 
0fb06bf 0fabfa1 0fa4c4f 0fa7cdc 0fd1efc 
0fc113c 0fb0a18 0fb5747 0fb5b25 0fd2bb0 
0fb3d2f 0fb52c5 0fa819b 0fad18d 0fd1caf 
0fb6a5b 0fb8692 0fab1bf 0fab19f 0fd18ab 
0fbe017 0fbc829 0fb251c 0fb58d6 0fd28fc 
0fae2a4 0fbcd08 0fa28b6 0fa58ce 0fd1b96 
0fbf84f 0fbf7c5 0fb3f76 0fb41e9 0fd2528 
0fb25ad 0fc11e2 0fa6b23 0fabce8 0fd1a1c 
0fb4ca5 0fc2cd0 0fa94e0 0fa966e 0fd19f8 
0fbc4b9 0fc5801 0fb0aa7 0fb3f24 0fd2a47 
0fac33c 0fc4888 0fa0a5f 0fa3b91 0fd2889 
0fbce7b 0fc83f9 0fb16a2 0fb1a39 0fd48f9 
0faf412 0fcc2e0 0fa3a1d 0fa8c51 0fd4849 
0fb1034 0fd1005 0fa590a 0fa58f7 0fd4627 
0fb8974 0fd67db 0fad03b 0fb0115 0fd43e3 
0fa8711 0fd8906 0f9ce1c 0f9fb98 0fd22e9 
0fba21b 0fdab1e 0faea3a 0fae7e5 0fd23ec 
0fadace 0fd9891 0fa20fc 0fa707f 0fd18d9 
0fb1037 0fd6744 0fa564b 0fa53c7 0fd2186 
0fb9962 0fd4c51 0fadca1 0fb0e7a 0fd4938 
0fa9dc0 0fcfa07 0f9e18f 0fa10f9 0fd77c4 
0fbc037 0fccf3c 0fb04c3 0fb03b4 0fda85e 
0faf26b 0fca70e 0fa34b7 0fa8448 0ffb7e0 
0fb1a3b 0fc9581 0fa5fa0 0fa5c2a 0022677 
0fb99cf 0fcb26e 0fadd09 0fb0e0a 000f715 
0fa9289 0fcae2b 0f9d8ed 0fa0929 00254b7 
0fbae5f 0fcdb53 0faf65d 0faf4c1 001c1bb 
0fadd76 0fcfdd3 0fa2362 0fa73e9 001ee96 
0fb0032 0fd2317 0fa490b 0fa4695 0024b56 
0fb8183 0fd6338 0fac83f 0faf951 000a117 
0fa78b6 0fd5ec9 0f9c0bb 0f9f13b 0024f0f 
0fb9185 0fd75d6 0fada7a 0fadbcd 0017366 
0fac594 0fd5a6a 0fa0c82 0fa5e61 0021401 
0faeb51 0fd2acc 0fa34df 0fa357a 0025abf 
0fb6b1a 0fd0928 0fab266 0fae66c 002272d 
0fa63be 0fcbad1 0f9ac06 0f9e074 0026916 
0fb7117 0fca625 0faba40 0fabeb1 0023b0f 
0fa9c24 0fc8ffa 0f9e304 0fa368a 00252b4 
0fab6f5 0fc8179 0fa0089 0fa018f 0026fd0 
0fb2e07 0fc9c33 0fa7570 0faa955 00241da 
0fa1fa6 0fc9054 0f96845 0f99b14 00289f5 
0fb2881 0fcac93 0fa7220 0fa72dc 00261db 
0fa5248 0fca6e5 0f999fa 0f9ec73 0027d66 
0fa61ed 0fc9437 0f9ac86 0f9b091 0029ff0 
0face17 0fc9ecd 0fa1673 0fa4e4a 002780d 
0f9ad27 0fc73e1 0f8f694 0f92ed9 002c7d4 
0faa32a 0fc6624 0f9ed6b 0f9f3ff 002a84b 
0f9bfeb 0fc3da1 0f907e8 0f95e90 002ca68 
0f9c18a 0fc184c 0f90c85 0f9117b 002f664 
0fa2298 0fc2272 0f96b53 0f9a157 002d7fc 
0f8faf6 0fc107a 0f8449e 0f87b76 0033144 
0f9e9ac 0fc368b 0f93448 0f93928 00318ab 
0f907d1 0fc41d7 0f85008 0f8a4a1 0034008 
0f90f79 0fc33fe 0f85a77 0f85c91 0036dfb 
0f97d77 0fc2e05 0f8c608 0f8fa68 0034e15 
0f85e4d 0fbee6a 0f7a7d1 0f7df72 003a2cc 
0f94ab1 0fbdbb7 0f89531 0f89b70 0038a01 
0f8619f 0fbc06b 0f7a9e4 0f802d6 003b50d 
0f857e3 0fbb34a 0f7a337 0f7abc5 003e9a3 
0f8be6c 0fbd761 0f80750 0f83ee3 003d085 
0f7a50b 0fe7920 0f6eb71 0f72414 0042ad0 
0f89eae 0fe9a55 0f7e5c1 0f7e964 004140c 
0f7c6f4 000cb53 0f70bb8 0f76156 0043d2a 
0f7ce22 002ed42 0f7169f 0f71b96 0046e32 
0f84543 001cb0a 0f78a93 0f7c0ce 0044e0b 
0f72abd 003513e 0f66f55 0f6a8e2 004a446 
0f8185f 0013598 0f75cb2 0f764da 0048ca5 
0f735a2 0017422 0f677be 0f6d028 004b625 
0f72b61 002aadc 0f67114 0f678a4 004ec1a 
0f792d4 001f8a3 0f6d5f9 0f70c39 004d54a 
0f67563 0048c07 0f5bada 0f5f31a 00531db 
0f772ab 002f4ce 0f6b7cb 0f6bbf9 0051d2f 
0f6b061 00228f4 0f5f27c 0f64751 005403a 
