0faf825 0f98247 0f94dd2 00274a6 0026f1e 
0fcf318 0fc376b 0fb3c17 0f99db2 0f94d7c 
0fd23d3 0fc07fb 0fb7377 0f985ff 0f9504b 
0fd6ba5 0fc3e06 0fbb659 0f974c1 0f95c4f 
0fca26d 0fbfc84 0faef76 0f95d86 0f951b9 
0fd7541 0fc1629 0fbc421 0f9600d 0f96151 
0fcbea8 0fc118f 0fb0878 0f959f1 0f95ff0 
0fcf232 0fbe5c2 0fb426c 0f95312 0f95fdd 
0fd4288 0fc1f45 0fb8d91 0f95295 0f96fe2 
0fc8661 0fbe0a6 0fad370 0f9405c 0f965e6 
0fd6848 0fc03c1 0fbb6eb 0f93c5a 0f9774d 
0fcc054 0fc07a3 0fb09b6 0f93167 0f977d4 
0fcfbac 0fbd60c 0fb4b15 0f92e50 0f9712b 
0fd4f46 0fc11c3 0fb9976 0f934f9 0f97638 
0fc9013 0fbd8b7 0fadc6f 0f93042 0f965a4 
0fd6a7d 0fbfe2a 0fbb823 0f93ce2 0f96712 
0fcc54c 0fbf754 0fb0d93 0f93a40 0f95ef8 
0fcfee4 0fbcab4 0fb4d83 0f9358c 0f958b1 
0fd5b5f 0fc049f 0fba506 0f9323e 0f954ea 
0fca8bb 0fbc782 0faf4b1 0f92533 0f933c5 
0fd91d3 0fbe23a 0fbdf7d 0f92c68 0f925bc 
0fcf61a 0fbe06c 0fb3efe 0f9235d 0f91769 
0fd2eeb 0fbbfdf 0fb7e8e 0f91ab2 0f90ddf 
0fd85ed 0fc12d4 0fbd0b2 0f9175d 0f916a3 
0fccec2 0fbd03f 0fb1b40 0f9131f 0f90f23 
0fdb42e 0fbd4c2 0fc020a 0f923a5 0f913b7 
0fd1a5a 0fbdd98 0fb62fd 0f91ebb 0f9068a 
0fd554d 0fbc2e6 0fba4ea 0f91799 0f90b72 
0fdace1 0fc00f0 0fbf7b6 0f91ac1 0f94b55 
0fcecab 0fbd819 0fb3988 0f915e0 0f97362 
0fdbf6c 0fc0d85 0fc0e37 0f9240e 0f9b0d2 
0fd17e9 0fc1ddd 0fb6127 0f916a7 0f9ef75 
0fd4a6b 0fbfa4f 0fb9953 0f8ee75 0fa341b 
0fda796 0fc3664 0fbf159 0f8d557 0fa7258 
0fceca3 0fc0ab4 0fb3843 0f8cb0a 0fa7a70 
0fdc761 0fc47a4 0fc1529 0f8e97f 0fa74eb 
0fd29cb 0fc6f3e 0fb72d7 0f903ee 0fa5266 
0fd636c 0fc50da 0fbb260 0f923fa 0fa2066 
0fdc279 0fc8a6a 0fc0c61 0f94cac 0fa1b9a 
0fd03f6 0fc4e3c 0fb4f8c 0f9708d 0fa04d5 
0fde10f 0fc71d8 0fc2ea5 0f9a10a 0f9f616 
0fd425a 0fc8708 0fb8ae2 0f9b9f6 0f9d5ee 
0fd6ed6 0fc64ba 0fbbe33 0f9cf4d 0f9bece 
0fdc6fe 0fcabef 0fc11c2 0f9e8b2 0f9be4f 
0fd0445 0fc8462 0fb50eb 0f9ee0e 0f9aea3 
0fde0bf 0fcb15d 0fc3027 0f9f9a6 0f9afbe 
0fd42ba 0fcbe67 0fb8d6c 0f9f57b 0f9a578 
0fd73e3 0fc916a 0fbc51f 0f9f29a 0f99fca 
0fdd348 0fcc30a 0fc1fe5 0f9fb04 0f9abb3 
0fd0b5a 0fc8a2a 0fb5a3f 0fa044e 0f9a1dc 
0fde1e7 0fcbb37 0fc336f 0fa199d 0f9b6d6 
0fd4286 0fcbcfe 0fb8ea1 0fa1e84 0f9b6d1 
0fd693e 0fc98ca 0fbbc76 0fa3069 0f9b06b 
0fdc1a1 0fce4f3 0fc1047 0fa4c4f 0f9bd8d 
0fcfc21 0fcb3c9 0fb4c9d 0fa55d7 0f9b4a3 
0fdd8f1 0fcdf43 0fc2b93 0fa638d 0f9b9a3 
0fd3826 0fce098 0fb856c 0fa66cd 0f9abc2 
0fd603f 0fcacf0 0fbb3f1 0fa72fd 0f9a6f1 
0fdbcce 0fcdd85 0fc0b8b 0fa909c 0f9aef5 
0fcf6b5 0fc8dea 0fb46bc 0faa096 0f9a652 
0fdd531 0fc9667 0fc2779 0fac19f 0f9b1f7 
0fd2d24 0fc94b6 0fb7a8c 0fae054 0f9a9c4 
0fd4e74 0fc652c 0fba2b6 0fb0711 0f9a276 
0fda9e1 0fca142 0fbf99b 0fb3481 0f9ab5c 
0fce093 0fc64c2 0fb31d0 0fb4701 0f9a25d 
0fdba4b 0fc832a 0fc0dbf 0fb6935 0f9a7a8 
0fd1322 0fc85b4 0fb60f0 0fb8930 0f99782 
0fd3017 0fc58e2 0fb8464 0fbb2c3 0f9858d 
0fd8475 0fc98dc 0fbd437 0fbea84 0f98601 
0fcaf11 0fc5f54 0fb0078 0fc15d7 0f971c8 
0fd7b84 0fc7ee2 0fbcefa 0fc4fd2 0f97652 
0fcc90f 0fc831f 0fb1726 0fc7e75 0f964c6 
0fce0e7 0fc478f 0fb34f4 0fcab20 0f9479b 
0fd3491 0fc6cea 0fb8343 0fce2ab 0f93af8 
0fc60d3 0fc0be6 0fab116 0fd1d1b 0f9002e 
0fd32f5 0fc042b 0fb857c 0fd6e61 0f8c87a 
0fc858c 0fbef0c 0fad2b9 0fdbfbe 0f8805d 
0fc9b69 0fba7dc 0faeeb5 0fe22c8 0f82aca 
0fcea35 0fbcf3b 0fb37fa 0fe9cb5 0f7dd27 
0fc099c 0fb7fed 0fa58c9 0ff0a8b 0f77923 
0fcd348 0fb8fc1 0fb24e9 0ff983e 0f74098 
0fc2bd9 0fb8cff 0fa7897 000975f 0f70d18 
0fc4a0b 0fb565e 0fa9deb 000b232 0f6e426 
0fcacee 0fb972d 0fafbae 0008f8e 0f6c3dd 
0fbe5e6 0fb583f 0fa366e 000c614 0f67c17 
0fcbf35 0fb6541 0fb1174 000a35f 0f63d34 
0fc1f48 0fb5dd9 0fa6c47 000b4d9 0f5f60b 
0fc3ac1 0fb2209 0fa8dd0 000cb78 0f5bb61 
0fc9332 0fb5fe8 0fae0fa 000a96f 0f59de3 
0fbc19c 0fb2872 0fa10d6 000e169 0f560ab 
0fc89e4 0fb3479 0fada97 000c3dc 0f52350 
0fbd1f4 0fb1f7c 0fa1d32 000dc0f 0f4c6a2 
0fbd3b9 0fad9f5 0fa254e 000fa39 0f45253 
0fc2896 0fb05ec 0fa74b2 000d9a7 0f3e639 
0fb567b 0fabb04 0f9a452 00110d6 0f38b0e 
0fc2690 0fadcf7 0fa7664 000ed45 0f380c1 
0fb7d22 0fae990 0f9c7e0 000fffb 0f37ead 
0fb942d 0faadca 0f9e4c2 001173b 0f37548 
0fbec69 0fadb99 0fa37ca 000f685 0f37aab 
0fb1a97 0fa90a1 0f967b7 0013194 0f37264 
0fbeaec 0fa959e 0fa39e0 00114a8 0f384c5 
0fb49e7 0fa82b0 0f9939b 0012af8 0f39514 
0fb6156 0fa38b2 0f9b0d6 0014699 0f3ad47 
0fbbbea 0fa6727 0fa0672 00128a1 0f3e08e 
0faebec 0fa26d8 0f93824 001658d 0f4021c 
0fbc2c5 0fa2f02 0fa10d3 00149c5 0f436f9 
0fb2ba3 0fa2a85 0f974e3 0015ea6 0f457b3 
0fb4873 0fa0b66 0f9988a 0017a3a 0f46b93 
0fbb5bb 0fa5854 0fa0103 00159a5 0f47dca 
0fafa4a 0fa2a9f 0f94781 001907a 0f478b7 
0fbe07a 0fa56a9 0fa300e 0016f1f 0f48805 
0fb5ced 0fa77c9 0f9a7b3 0017bfc 0f494dc 
0fb9234 0fa649a 0f9e363 0018aaf 0f4a8c1 
0fc137f 0facb43 0fa6004 0015c32 0f4c663 
0fb65f0 0fabff6 0f9b45b 0018557 0f4c0ee 
0fc5b67 0fafbb0 0faabfe 0015528 0f4c626 
0fbe06d 0fb24d0 0fa2d21 000d53e 0f4d23c 
0fc1383 0fb1531 0fa6694 0ff1bee 0f4e754 
0fc93b5 0fb7a16 0fae12f 0fe4fcd 0f5178e 
0fbe938 0fb46e6 0fa379e 0fe0e48 0f53dac 
0fcdd6d 0fb5b6c 0fb2de9 0fdd151 0f585dc 
0fc5dfc 0fb6daa 0faa9a0 0fd7adc 0f5c76b 
0fc8d98 0fb3a19 0fadf4e 0fd2315 0f60a4d 
0fd0ce3 0fb622e 0fb593c 0fcdb90 0f65ad6 
0fc4bc5 0fb23e9 0fa99e3 0fc9484 0f6949b 
0fd26bd 0fb4ad6 0fb7776 0fc5a3e 0f6e64e 
0fc9814 0fb606d 0fae3ac 0fc0e11 0f72933 
0fcb70f 0fb391d 0fb090d 0fbbaf3 0f76680 
0fd25eb 0fb7829 0fb737d 0fb7e86 0f7afc3 
0fc5a0b 0fb3fd2 0faa924 0fb43e2 0f7d377 
0fd31c1 0fb6237 0fb8341 0fb2b47 0f7f609 
0fc9b16 0fb8776 0fae736 0fb0872 0f80110 
0fcad94 0fb5dfe 0faffda 0fb0169 0f8065d 
0fd1745 0fbaf5d 0fb6525 0fb166d 0f81b28 
0fc505a 0fb7a59 0fa9f9f 0fb0b7b 0f82345 
0fd306d 0fb987f 0fb8206 0fb061a 0f84d0f 
0fcabb0 0fbb232 0faf80a 0faf104 0f86382 
0fcd241 0fb9134 0fb24eb 0fad04f 0f87bed 
0fd5734 0fbee0c 0fba52c 0fab6a1 0f89a7a 
0fc9802 0fbd2ad 0fae774 0fa9e6f 0f89c0b 
0fd7d03 0fc0654 0fbcf46 0fa94f1 0f8b6fa 
0fcf566 0fc22a3 0fb41e0 0fa7ad5 0f8c831 
0fd1422 0fbfaf7 0fb66b4 0fa6396 0f8c773 
0fd8fee 0fc3b68 0fbde29 0fa5c9e 0f8dbe9 
0fccc22 0fbfd7e 0fb1b72 0fa4564 0f8d939 
0fdb378 0fc1241 0fc0542 0fa3afb 0f8e361 
0fd3093 0fc2062 0fb7cd9 0fa2129 0f8df63 
0fd4931 0fbf0f7 0fb9c0f 0fa0b3a 0f8db8c 
0fdbeac 0fc4373 0fc0d76 0fa0226 0f8eb09 
0fcedb1 0fc2fcf 0fb3dd4 0f9e9b0 0f8d900 
0fdcd04 0fc5665 0fc1fd5 0f9dcae 0f8d80d 
0fd44f9 0fc6898 0fb9209 0f9c2df 0f8c86b 
0fd59f3 0fc2db7 0fbad2e 0f9a7aa 0f8c041 
0fdcf0f 0fc6a1d 0fc1e26 0f992cb 0f8d12d 
0fcfbd6 0fc3421 0fb4c2d 0f975f5 0f8d29f 
0fdcee1 0fc4e0f 0fc2221 0f96acd 0f8e994 
0fd3a29 0fc60c1 0fb878a 0f9571f 0f8faca 
0fd3fad 0fc3af4 0fb9359 0f941b5 0f90a98 
0fdb227 0fc8379 0fc019c 0f93bb3 0f92453 
0fcd9c6 0fc3a82 0fb2a1e 0f92cf1 0f934f9 
0fdacfa 0fc330f 0fbffba 0f924cf 0f976a9 
0fd1ec8 0fc30b2 0fb6b52 0f9062f 0f9a76a 
0fd2d34 0fbf41d 0fb7fd4 0f8e1ca 0f9b8c5 
0fdb341 0fc375f 0fc01ac 0f8cac1 0f9b7a4 
0fce9e1 0fc1766 0fb3967 0f8a80f 0f98d34 
0fdc84a 0fc4cf0 0fc1b4e 0f8a11f 0f966a8 
0fd433d 0fc7c72 0fb90b6 0f8897f 0f93eea 
0fd4dbe 0fc45c3 0fba16a 0f869e2 0f94533 
0fdc4a1 0fc8de5 0fc13d0 0f85b29 0f962b6 
0fceb88 0fc4be4 0fb3b84 0f84b43 0f970f2 
0fdb70a 0fc4786 0fc0a54 0f8400d 0f9b091 
0fd2389 0fc5781 0fb7133 0f82960 0f9daf6 
0fd1d97 0fc2f73 0fb71b9 0f81e81 0f9e3bc 
0fd944f 0fc68f6 0fbe435 0f8276e 0f9f666 
0fcba89 0fc21c6 0fb0b21 0f8177d 0f9fe84 
0fd8679 0fc3031 0fbda1a 0f80fe4 0fa1da4 
0fcfa04 0fc3b7c 0fb47c0 0f8087a 0fa30a6 
0fcf50e 0fbfd84 0fb4916 0f80318 0fa4508 
0fd6eb5 0fc3c69 0fbbe80 0f8067a 0fa631c 
0fc987a 0fc0a64 0fae8f0 0f7f76e 0fa6533 
0fd6b46 0fc2343 0fbbec9 0f7f950 0fa6c5e 
0fce91f 0fc2de8 0fb36dd 0f7ef73 0fa6f5e 
0fce6fe 0fbf248 0fb3b1c 0f7e8c8 0fa765e 
0fd619b 0fc3274 0fbb1c0 0f7f136 0fa8fbd 
0fc8ad2 0fbf38b 0fadb83 0f7ea97 0fa94ba 
0fd552e 0fbf9ea 0fba8c8 0f7f6e3 0faac6b 
0fcce6f 0fbfd01 0fb1c2a 0f7fe73 0fabe68 
0fcc9fe 0fbb8fe 0fb1ddc 0f80062 0faca68 
0fd4a70 0fbef8a 0fb9a05 0f80083 0fae5c9 
0fc7500 0fbb786 0fac58a 0f7ec15 0fae797 
0fd4705 0fbc635 0fb9aa0 0f7e243 0faf0b7 
0fccb7a 0fbd54b 0fb1988 0f7d708 0fadc8c 
0fccd68 0fb9ee0 0fb2196 0f7d960 0faadd8 
0fd57c8 0fbe27e 0fba80a 0f7eaf4 0fa82ae 
0fc8e23 0fbb0ed 0fadf70 0f7e2f8 0fa4d8f 
0fd5e2b 0fbc15e 0fbb309 0f7e134 0fa5215 
0fcdecc 0fbda64 0fb2e62 0f7dcaf 0fa51c2 
0fcd5ea 0fbaa90 0fb2be2 0f7e212 0fa4bba 
0fd526f 0fbd417 0fba448 0f7efa7 0fa78c1 
0fc7c33 0fb7aa4 0face71 0f7e322 0faaa52 
0fd45e8 0fb7678 0fb9b15 0f7db83 0faeda7 
0fcc6d7 0fb8486 0fb1608 0f7d0f8 0fb1350 
0fcbc18 0fb52f4 0fb1127 0f7ca5a 0fb280b 
0fd3c9d 0fb9c52 0fb8d4f 0f7c480 0fb49e2 
0fc645c 0fb7ba9 0fab5f8 0f7ab42 0fb40f0 
0fd2eb9 0fba20f 0fb839a 0f7a2b9 0fb3e43 
0fcb22f 0fbbd11 0fb01d5 0f7a1f5 0fb28e1 
0fca892 0fb9314 0fafe67 0f7a214 0fb090d 
0fd32bc 0fbcafe 0fb83a9 0f7998e 0fb05e4 
0fc6a24 0fb941c 0fabc04 0f777d0 0faf0e3 
0fd4024 0fbab71 0fb9593 0f76fdd 0faf1df 
0fcc8bc 0fbc8df 0fb1866 0f77b1c 0faeda3 
0fcbee6 0fb9789 0fb1480 0f78b6c 0faee5e 
0fd429e 0fbd186 0fb944b 0f7a742 0fb103b 
0fc6b6c 0fb9e0b 0fabd53 0f7b691 0fb1acd 
0fd3484 0fbb005 0fb89ce 0f7d35d 0fb2f1b 
0fcbb4c 0fbcbe7 0fb0b0f 0f7e59c 0fb30ad 
0fcb237 0fba545 0fb085d 0f7f008 0fb20c7 
0fd4127 0fbf2d4 0fb9361 0f804b9 0fb1a9d 
0fc768e 0fbc44e 0fac910 0f80464 0faf39d 
0fd48f5 0fbd1d6 0fb9e83 0f813ed 0fad98b 
0fd3267 0fba826 0fb88a6 0f8fc17 0f97e2f 
0fc625f 0fb90e0 0fab5d1 0f8f6c2 0f973e6 
0fce933 0fb81da 0fb42c4 0f8fe78 0f975f8 
0fce26b 0fbb408 0fb35fa 0f9049d 0f9799e 
0fc671d 0fb72bc 0fabf3d 0f900c9 0f96a5f 
0fd316e 0fbaa70 0fb8899 0f90c4d 0f971f7 
0fc62d9 0fb9310 0fab756 0f908af 0f9663d 
0fce682 0fb8274 0fb406e 0f90da2 0f96461 
0fce17f 0fbb4db 0fb3551 0f912b1 0f967e6 
0fc6621 0fb7252 0fabe82 0f90c3f 0f95ca0 
0fd30f6 0fba721 0fb8846 0f9186b 0f969ff 
0fc6114 0fb8eff 0fab5ba 0f9113d 0f9659e 
0fce317 0fb80d8 0fb3d1e 0f9116d 0f96ed3 
0fcde46 0fbb4d8 0fb322c 0f914a8 0f97ae4 
0fc6166 0fb7228 0fab9d9 0f9102e 0f97647 
0fd2da2 0fba7a6 0fb84f6 0f91ab8 0f98442 
0fc5ff2 0fb8cc4 0fab45c 0f91522 0f97bbd 
0fce0df 0fb7877 0fb3acd 0f91a02 0f97ac9 
0fcdd47 0fbab6b 0fb30cd 0f921da 0f97d03 
0fc5c28 0fb6c28 0fab382 0f91d5b 0f96fc3 
0fd2769 0fba458 0fb7de6 0f92668 0f97e85 
0fc5a04 0fb8e69 0faadae 0f922f2 0f97a5c 
0fcd834 0fb7988 0fb3182 0f92868 0f97e84 
0fcd7e1 0fbabf0 0fb2b24 0f92da5 0f98960 
0fc5755 0fb69eb 0faaedf 0f928f1 0f985cd 
0fd223f 0fba114 0fb78d5 0f9327d 0f99c5a 
0fc5439 0fb8c6b 0faa7c1 0f92cd1 0f9a5df 
0fcd289 0fb7947 0fb2b5a 0f92bb9 0f9bb95 
0fcd7da 0fbadd6 0fb2a84 0f92c71 0f9d68a 
0fc5902 0fb6748 0faafe5 0f922a9 0f9dbf8 
0fd2a2c 0fb949c 0fb8083 0f9280a 0f9f464 
0fc60d8 0fb7aa5 0fab44b 0f92171 0f9f44a 
0fcdd19 0fb6d00 0fb3689 0f92409 0f9fa8f 
0fce275 0fbafce 0fb3602 0f9230b 0f9fe71 
0fc6107 0fb799f 0fab958 0f91f98 0f9ea38 
0fd3073 0fbb528 0fb8865 0f93296 0f9ea65 
0fc61e9 0fb9f1f 0fab6eb 0f93bcb 0f9d548 
0fcd926 0fb8ac6 0fb33c2 0f95346 0f9cdc3 
0fcd927 0fbbeb3 0fb2d92 0f972ea 0f9ccf7 
0fc4d9b 0fb7a45 0faa63a 0f98f12 0f9ba36 
0fd17a4 0fbb070 0fb6f2a 0f9c3ed 0f9bb7c 
0fc47b9 0fb9e92 0fa9ca0 0f9ed6c 0f9ad89 
0fcc41d 0fb8e33 0fb1ecd 0fa123e 0f9ab73 
0fccd13 0fbcdd3 0fb219e 0fa2e4e 0f9a8fb 
0fc4ca9 0fb8c7e 0faa55a 0fa4060 0f99662 
0fd234f 0fbbeef 0fb7aac 0fa653b 0f9993c 
0fc5caa 0fbaf5f 0fab0e7 0fa7eda 0f98476 
0fcdcf6 0fba385 0fb371b 0faa221 0f97136 
0fceb3e 0fbe703 0fb3f6d 0fac1b2 0f9629b 
0fc6a43 0fbb197 0fac2c6 0fad879 0f93d03 
0fd430c 0fbf49f 0fb9b3b 0faf414 0f93249 
0fc7a0d 0fbec1a 0facf7f 0faf4c2 0f9278d 
0fcfd37 0fbd62e 0fb58fb 0fb0a31 0f92234 
0fd0a04 0fc0c05 0fb5fea 0fb2303 0f920c2 
0fc83b2 0fbd41a 0fadddc 0fb2b3d 0f90b73 
0fd592f 0fc0e7b 0fbb31c 0fb45cc 0f90e83 
0fc8d3f 0fc0373 0fae3fe 0fb5113 0f90000 
0fd0a4f 0fbf240 0fb6702 0fb662b 0f8fb83 
0fd1792 0fc2a1a 0fb6e15 0fb7a9f 0f900e9 
0fc8db0 0fbe576 0fae882 0fb8079 0f8f945 
0fd6554 0fc1552 0fbbfd9 0fb99c0 0f9095b 
0fc97e1 0fc0064 0faef37 0fbab9f 0f906fe 
0fd127c 0fbe7e0 0fb6fc3 0fbc8b0 0f90664 
0fd1c4c 0fc1e9d 0fb7368 0fbe8e7 0f90b9d 
0fc8d22 0fbdf57 0fae87d 0fbf96e 0f9010d 
0fd5f24 0fc1096 0fbb9d7 0fc1d5b 0f90d6b 
0fc87ad 0fbfd02 0fadec3 0fc3297 0f903e3 
0fcf355 0fbebce 0fb5060 0fc4c7c 0f902fd 
0fcefb9 0fc3270 0fb46dc 0fc640f 0f90c36 
0fc5627 0fbe85b 0fab1a8 0fc73d1 0f8fede 
0fd197d 0fc0cff 0fb74b9 0fca139 0f8fe38 
0fc34e8 0fc0506 0fa8ce1 0fcb167 0f8eb95 
0fc96a2 0fbe949 0faf468 0fcc16e 0f8e256 
0fc865e 0fc2776 0fade3f 0fccf82 0f8da64 
0fbdeea 0fbce14 0fa3a7c 0fcd4ab 0f8ba04 
0fc9f95 0fbcc43 0fafa7d 0fcfc79 0f8b0c9 
0fbbbf5 0fb8eed 0fa1360 0fd1189 0f8a2f7 
0fc176e 0fb5378 0fa74b5 0fd3afc 0f89968 
0fc0476 0fb6332 0fa5b94 0fd75af 0f8972b 
0fb59e1 0faf8d1 0f9b566 0fda492 0f87e35 
0fc19a2 0fb0b62 0fa747c 0fde481 0f87b24 
0fb380f 0fada67 0f98f45 0fe137c 0f865d8 
0fba1ce 0faa28e 0f9fec0 0fe4998 0f8557b 
0fbb0f5 0fabdb5 0fa0784 0fe89f5 0f845d7 
0fb13f3 0fa686e 0f96f67 0012736 0f81e22 
0fbd349 0fa8899 0fa2dea 00144ea 0f80418 
0faf618 0fa5a5c 0f94d56 0017425 0f7d857 
0fb5b42 0fa2b0a 0f9b8de 00181f3 0f7b3dd 
0fb64e6 0fa65e9 0f9bcee 00173f0 0f79493 
0fad777 0fa0c3e 0f93381 001ab5f 0f75ada 
0fba91b 0fa2c76 0fa044c 0018371 0f72dc5 
0fada53 0fa031b 0f93237 001a990 0f6e9aa 
0fb434b 0f9d1f5 0f9a16b 001afe9 0f69aeb 
0fb4708 0f9f786 0f99f02 0019e6b 0f657bd 
0faa8ce 0f9b1f7 0f9042e 001d4bd 0f6191c 
0fb772f 0f9e43e 0f9d1a7 001a9ed 0f5fb0c 
0faafbb 0f9c1fe 0f90651 001cc2a 0f5d9c7 
0fb18b9 0f9aaab 0f97585 001cf02 0f5b1b5 
0fb1f8e 0f9da6c 0f97637 001babe 0f56441 
0fa7f58 0f986c0 0f8da16 001f066 0f4de97 
0fb46fe 0f9b517 0f9a172 001c53f 0f4912e 
0fa7fe9 0f99ebc 0f8d72a 001e41c 0f47890 
0faf019 0f9719e 0f94d56 001e3c6 0f480ff 
0fafed5 0f9a7d9 0f9568c 001caa5 0f49cad 
0fa68ce 0f95dda 0f8c3ff 001fd85 0f4a6b8 
0fb39b0 0f9849f 0f99443 001d298 0f4caf8 
0fa6f6b 0f980ee 0f8c6be 001f5d3 0f4e48e 
0fae04e 0f97440 0f93d27 001fad9 0f50a7f 
0fafa49 0f9c513 0f9515f 001e4b5 0f52f3d 
0fa710b 0f9a778 0f8cc5d 00217ee 0f53ce5 
0fb5232 0f9f58f 0f9acf1 001ecac 0f55779 
0faa567 0f9f3ab 0f8fc0c 0020946 0f558b0 
0fb2802 0f9edd1 0f98499 0020651 0f56133 
0fb5437 0fa3fec 0f9aac9 001e736 0f56f5d 
0fad71b 0fa150b 0f931ac 00210e3 0f56ab4 
0fbbc76 0fa5c1c 0fa16f8 001dc85 0f579e5 
0fb0e8e 0fa5df1 0f9659b 001f10c 0f5757b 
0fb906d 0fa5953 0f9ed3e 001e729 0f57aae 
0fbc0f9 0faa4bf 0fa17be 001c0c9 0f5893f 
0fb44b6 0fa7735 0f99f20 001e47a 0f58944 
0fc2f20 0fac010 0fa8952 001a9ab 0f5a162 
0fb8814 0fac13f 0f9dec2 001b8e5 0f5b35b 
0fc12de 0faabde 0fa70b0 00048ba 0f5baad 
0fc4c2f 0faece5 0faa288 0fe3811 0f5d153 
0fbd7ba 0fab318 0fa31e3 0fe0beb 0f5d86a 
0fcc9e1 0faf1cd 0fb243a 0fde83b 0f5f347 
0fc24c4 0faf884 0fa7b90 0fdb997 0f5fbaa 
0fc9df8 0faf8a8 0fafad1 0fd9a7d 0f607a6 
0fcc77f 0fb4522 0fb1eb3 0fd73f9 0f624d9 
0fc3dd1 0fb083f 0fa990a 0fd3558 0f637f8 
0fd1a5a 0fb3869 0fb74fb 0fd11d0 0f65e60 
0fc6172 0fb26b9 0fab828 0fce46d 0f67289 
0fcd04b 0faf67b 0fb2ccf 0fcc0bb 0f68948 
0fcf377 0fb2813 0fb49e7 0fc9592 0f6bea2 
0fc603c 0faf846 0fabaa4 0fc4e34 0f6dc3c 
0fd3a03 0fb43bb 0fb9493 0fc11ce 0f705d9 
0fc7e4a 0fb52c5 0fad503 0fbd118 0f714f4 
0fce384 0fb4f68 0fb402f 0fba2f2 0f71765 
0fd0953 0fba5d4 0fb5fd6 0fb86c0 0f71512 
0fc6eda 0fb8005 0fac8ea 0fb60a2 0f6fcf9 
0fd49fa 0fbc77b 0fba435 0fb4e0b 0f70986 
0fc917f 0fbca3b 0fae7c6 0fb3375 0f70ec9 
0fcfc6f 0fbb59e 0fb587b 0fb16c9 0f72957 
0fd32d4 0fbeda7 0fb88e4 0faf240 0f76534 
0fca46d 0fbb025 0fafe91 0fabf7b 0f78d18 
0fd8640 0fbe636 0fbe0ea 0faa85c 0f7c33a 
0fccd5c 0fbda58 0fb23fe 0fa9388 0f7ea0e 
0fd32b0 0fbb669 0fb8fce 0fa80e4 0f80c8f 
0fd62bd 0fbf054 0fbb9fa 0fa6969 0f83594 
0fcc9e2 0fba9c3 0fb249d 0fa5252 0f83bf9 
0fdaba5 0fbe34d 0fc0702 0fa5c12 0f844d5 
0fcf71a 0fbe459 0fb4e29 0fa5c63 0f837d1 
0fd600d 0fbd5e5 0fbbde1 0fa4ed8 0f820d9 
0fd985a 0fc3329 0fbf0ea 0fa43da 0f7f5fb 
0fcff70 0fc1275 0fb5b1e 0fa31a4 0f7a4d5 
0fde69b 0fc5fc0 0fc426d 0fa32e9 0f74f48 
0fd376c 0fc45c1 0fb8e4b 0fa1dc4 0f7056b 
0fd8eb6 0fc1141 0fbec5f 0fa07fd 0f6ec26 
0fdab80 0fc4e50 0fc0309 0fa0289 0f6f3ec 
0fcf40d 0fbeefe 0fb4df5 0f9f2c1 0f6fb5f 
0fdb416 0fbf945 0fc0e3d 0f9ef66 0f72f14 
0fcd776 0fbcaef 0fb2d56 0f9d74b 0f776e9 
0fd10ec 0fb9d5e 0fb6dd3 0f9bd4c 0f7c139 
0fd3121 0fbd5e9 0fb8810 0f9af26 0f7fe51 
0fc7de4 0fb8944 0fad7d0 0f99da3 0f81109 
0fd520b 0fbb829 0fbaca4 0f9a55f 0f82753 
0fc956b 0fbb4fa 0faebc5 0f99a7e 0f827c5 
0fcedc7 0fb915e 0fb4a3e 0f990b9 0f82901 
0fd2612 0fbd99b 0fb7cc2 0f98ceb 0f82ed5 
0fc7bfa 0fbad5d 0fad605 0f97fa3 0f81b01 
0fd59f2 0fbe6f9 0fbb491 0f980bc 0f813c2 
0fc9c61 0fbe58e 0faf2ac 0f97c4a 0f80ab8 
0fce236 0fbd41b 0fb3f19 0f984e5 0f8077a 
0fd1419 0fc0b52 0fb6ae7 0f99219 0f81613 
0fc600c 0fbb357 0fab9a4 0f99225 0f81601 
0fd3143 0fbdc39 0fb8bda 0f99ff3 0f8283b 
0fc7370 0fbcb1a 0fac976 0f9a068 0f82a7a 
0fcbd35 0fb9664 0fb19a3 0f9a325 0f82829 
0fcf601 0fbc2b1 0fb4c8a 0f9a916 0f826a1 
0fc468e 0fb6f07 0faa04a 0f99c00 0f80935 
0fd1f24 0fb8abc 0fb79cb 0f9a1fa 0f7fe24 
0fc6651 0fb763d 0fabc5e 0f99f5b 0f7e948 
0fcab4a 0fb42e6 0fb0775 0f9a09c 0f7d8a6 
0fcdc0d 0fb7f88 0fb3270 0f9a7ea 0f7d8ef 
0fc2274 0fb3adf 0fa7bb1 0f99d0f 0f7c414 
0fcf089 0fb583d 0fb4aa8 0f9992f 0f7d4e6 
0fc30f7 0fb4718 0fa8660 0f983e0 0f7d96a 
0fc6cd6 0fb0d52 0fac825 0f98212 0f7d7ac 
0fca0f3 0fb3a7b 0faf6a6 0f994e5 0f7d9bf 
0fbee64 0faef7c 0fa46ed 0f98d3b 0f7c677 
0fcc586 0fb14df 0fb1f86 0f98c0b 0f7c662 
0fc18f3 0fb13d2 0fa6ec8 0f98aac 0f7a734 
0fc6426 0faeafd 0fac046 0f99c40 0f77ecf 
0fcac5d 0fb202e 0fb02ca 0f9babb 0f75e3a 
