0fc442c 0fdcfc0 0fbbe91 0fb8f0d 0fb2318 
0f9eff8 0fa17e1 0f967e6 0f933e3 0f91af4 
0fa581e 0fa31a0 0f9ccc6 0f99ce3 0f93122 
0fa3984 0fa4024 0f9b274 0f97d5a 0f93d1d 
0fa3987 0fa3fbf 0f9aee1 0f97edd 0f94105 
0fa8f42 0fa568f 0fa05d9 0f9d399 0f95fe7 
0fa3aa5 0fa577a 0f9b237 0f97ee3 0f960c3 
0faa308 0fa682b 0fa172a 0f9e7c1 0f97c42 
0fa8542 0fa75b4 0f9fcf0 0f9c7c2 0f98c91 
0fa850b 0fa802f 0f9f7a5 0f9c701 0f98835 
0fadfb7 0faa2c9 0fa538d 0fa20dc 0f9a168 
0fa91c5 0faa5d9 0fa06d0 0f9d341 0f99a67 
0fb00a9 0fabebb 0fa7232 0fa42e2 0f9a810 
0fae5e9 0fad0fb 0fa5bdb 0fa26d8 0f9a91d 
0fae610 0fad90a 0fa57ef 0fa2802 0f99ac3 
0fb3f3d 0faefa3 0fab20c 0fa8013 0f9aad2 
0faeb3d 0faee03 0fa5f29 0fa2c3c 0f99b13 
0fb4fb8 0fb0acc 0fac0a2 0fa9182 0f9a389 
0fb2c50 0fb1fbc 0faa1bc 0fa6ce8 0f9a93e 
0fb22b3 0fb1f7b 0fa94f4 0fa64dc 0f9a6de 
0fb721d 0fb31ea 0fae5d3 0fab39b 0f9c46c 
0fb1410 0fb3980 0fa8949 0fa563d 0f9cc63 
0fb7499 0fb5d01 0fae5e6 0fab78d 0f9e91c 
0fb55d8 0fb6842 0facad6 0fa975f 0f9fffa 
0fb5126 0fb6792 0fac2bc 0fa941e 0fa0c29 
0fbab4b 0fb8001 0fb1e38 0faed8b 0fa3072 
0fb58b5 0fb7d97 0facd3e 0fa9b2c 0fa3418 
0fbc169 0fb9269 0fb3269 0fb04bd 0fa4f24 
0fba88f 0fbaa1f 0fb1db4 0faeab1 0fa63b7 
0fbaa59 0fbb9fd 0fb1be3 0faedc6 0fa6611 
0fc0cd5 0fbdeba 0fb7f4d 0fb4f3e 0fa7a8a 
0fbc1c0 0fbe515 0fb35d9 0fb0444 0fa718d 
0fc2a1b 0fbf9fe 0fb9b22 0fb6db3 0fa886e 
0fc0d2c 0fc0cd6 0fb82ae 0fb4fa9 0fa9db9 
0fc0456 0fc163f 0fb766c 0fb481f 0faa739 
0fc5823 0fc35a2 0fbcb65 0fb9b4b 0fac9e2 
0fc0873 0fc3ea8 0fb7caf 0fb4bbc 0facf57 
0fc7578 0fc63eb 0fbe629 0fbb9bf 0fae793 
0fc6956 0fc8546 0fbddf0 0fbac54 0faf2c8 
0fc74b7 0fc9673 0fbe58c 0fbb894 0faf5a9 
0fcdbee 0fcb9b9 0fc4dcf 0fc1e9d 0fb1ec6 
0fc9777 0fcc11e 0fc0ad7 0fbda05 0fb2bbc 
0fd0358 0fce790 0fc73ac 0fc4619 0fb5246 
0fcea6c 0fd0ba3 0fc5f69 0fc2baa 0fb7894 
0fcdb0c 0fd19a4 0fc4dbb 0fc1d83 0fb9311 
0fd1b82 0fd339e 0fc8e6f 0fc5b48 0fbc6ad 
0fcb08c 0fd2866 0fc26cd 0fbf1ce 0fbd259 
0fd0039 0fd38b2 0fc724e 0fc4198 0fbea1c 
0fcc9dc 0fd475f 0fc4079 0fc0aac 0fbfbbc 
0fcaa0f 0fd3c13 0fc1db3 0fbec3b 0fc0097 
0fceb7a 0fd4854 0fc602c 0fc2cda 0fc18ee 
0fc8ad5 0fd3a61 0fc0086 0fbcc4d 0fc0fa6 
0fce0c2 0fd42bf 0fc5322 0fc235c 0fc1529 
0fcba46 0fd4407 0fc3016 0fbfbe6 0fc11f6 
0fcadbd 0fd377f 0fc1f4a 0fbf052 0fc092a 
0fcfd6e 0fd46cd 0fc70a1 0fc4024 0fc174d 
0fca9c4 0fd41a1 0fc1e7d 0fbec8f 0fc0008 
0fd0a7c 0fd5441 0fc7d07 0fc4ef2 0fbf657 
0fced29 0fd5d7d 0fc656d 0fc31d5 0fbe374 
0fce1c6 0fd5ad7 0fc571c 0fc27df 0fbc8a9 
0fd3336 0fd743f 0fca9c1 0fc7846 0fbd1ef 
0fcdcae 0fd7818 0fc54db 0fc2204 0fbcc6d 
0fd3ae7 0fd829d 0fcafe4 0fc80c1 0fbe2d9 
0fd1e0b 0fd7d04 0fc9707 0fc625c 0fbf273 
0fd105f 0fd71ec 0fc8644 0fc5607 0fbe6bc 
0fd5a19 0fd8289 0fcd17d 0fc9f67 0fbf0a1 
0fcf58b 0fd791f 0fc6e53 0fc3b2e 0fbe90f 
0fd41c5 0fd819d 0fcb78d 0fc8848 0fbf986 
0fd177d 0fd838d 0fc914d 0fc5cb4 0fc0970 
0fd0626 0fd7930 0fc7c71 0fc4c88 0fc0935 
0fd5625 0fd88f3 0fccd82 0fc9b9d 0fc115e 
0fcfd16 0fd8a08 0fc75a3 0fc425f 0fbf106 
0fd555c 0fda029 0fcca89 0fc9b2b 0fbeee1 
0fd2e1a 0fdaf99 0fca749 0fc724d 0fbf5de 
0fd1523 0fdb0ce 0fc8b37 0fc5a8e 0fbf449 
0fd5706 0fdc614 0fcce66 0fc9bac 0fc0a45 
0fcec54 0fdbb1b 0fc6542 0fc30e6 0fc018f 
0fd3676 0fdb99f 0fcac29 0fc7bba 0fc1147 
0fd02bb 0fdbed2 0fc7c7c 0fc46a7 0fc1fb1 
0fcdba8 0fdb96f 0fc5252 0fc20f6 0fc271c 
0fd1415 0fdcf5b 0fc8b27 0fc580f 0fc4dec 
0fc9dea 0fdcd24 0fc171b 0fbe271 0fc5a85 
0fcdfc5 0fddaa7 0fc5603 0fc252a 0fc78f4 
0fca765 0fde3e0 0fc21bb 0fbeb82 0fc8fdf 
0fc7d7b 0fddb86 0fbf3fb 0fbc301 0fc942f 
0fcb56f 0fde615 0fc2d0c 0fbfa18 0fcab51 
0fc3f44 0fdd7f1 0fbb7af 0fb8426 0fca684 
0fc80b3 0fdd759 0fbf5f3 0fbc62d 0fcb561 
0fc49d7 0fdd023 0fbc390 0fb8de9 0fcb8fd 
0fc21ee 0fdbbf7 0fb9881 0fb6746 0fcaa82 
0fc5d6b 0fdc16d 0fbd4f2 0fba1c3 0fcb255 
0fbe92e 0fdad7c 0fb62af 0fb2d97 0fc9b78 
0fc303e 0fda876 0fba646 0fb757e 0fc9b7c 
0fbfdda 0fd9df9 0fb77b8 0fb41c7 0fc952a 
0fbdbf9 0fd82ee 0fb522c 0fb212b 0fc80c7 
0fc1fb6 0fd7bf3 0fb9716 0fb6439 0fc86d1 
0fbb4a1 0fd5c3c 0fb2d49 0faf923 0fc6e76 
0fc0542 0fd52d2 0fb7a18 0fb4a7c 0fc70ae 
0fbdab0 0fd492e 0fb53fb 0fb1eaf 0fc6ecc 
0fbc0e1 0fd355c 0fb3582 0fb04f6 0fc5b09 
0fc06d2 0fd392a 0fb7d2b 0fb4afe 0fc6464 
0fb9c0b 0fd23ef 0fb1413 0fae082 0fc50e8 
0fbeaec 0fd24a6 0fb5f7b 0fb306e 0fc50d2 
0fbbd58 0fd27b3 0fb360e 0fb01be 0fc4a16 
0fb9cb6 0fd204d 0fb1214 0fae2a3 0fc2cf9 
0fbe245 0fd2d83 0fb587d 0fb272f 0fc2a26 
0fb7696 0fd1314 0faee56 0fabb8a 0fc0a20 
0fbc53e 0fd041b 0fb3920 0fb0ada 0fbfe4e 
0fb99b3 0fcf3fa 0fb0f84 0fadb4c 0fbeed7 
0fb7aaf 0fcd9b8 0faeca9 0fabd39 0fbd6de 
0fbbd9a 0fcd5f4 0fb309c 0faff4d 0fbdda8 
0fb4ea5 0fcb740 0fac3c2 0fa906a 0fbc4cb 
0fb98a9 0fcb157 0fb0a56 0fadb58 0fbbb41 
0fb6342 0fcae1f 0fad974 0faa4d7 0fba7a5 
0fb3800 0fc9d27 0faaaf4 0fa7adc 0fb89ca 
0fb6e24 0fc9f35 0fae297 0fab01f 0fb7877 
0faec58 0fc8306 0fa62c6 0fa2e8d 0fb515a 
0fb206f 0fc7e3c 0fa9323 0fa6346 0fb3e66 
0fad2aa 0fc71a2 0fa49e2 0fa1445 0fb2264 
0fa8d4e 0fc57d6 0fa0150 0f9d008 0faf703 
0faa519 0fc532b 0fa1a35 0f9e6ee 0fae4ab 
0fa07b6 0fc312f 0f97ee8 0f949a9 0fab0ab 
0fa2182 0fc19ac 0f99567 0f9647d 0fa8f01 
0f9c982 0fc12fb 0f940ec 0f90ad3 0fa70ee 
0f97eb8 0fcaeda 0f8f177 0f8bf8e 0fa4aee 
0f9923e 0fc2e54 0f907ac 0f8d3db 0fa42aa 
0f8f682 0feb2e0 0f86dc0 0f83813 0fa1e9d 
0f91421 0fedb2b 0f88819 0f85660 0fa0d54 
0f8b6fb 0017a15 0f82fd8 0f7f850 0f9f1d1 
0f8671c 0048cea 0f7de9e 0f7ab4f 0f9cb1d 
0f88790 00459ae 0f80084 0f7caf5 0f9b860 
0f7fdf0 0052e44 0f77a3f 0f74322 0f981e7 
0f828cc 004fb79 0f79fb2 0f76d48 0f953b9 
0f7df2f 005319a 0f75977 0f7223a 0f91b63 
0f7afc1 005923b 0f726f5 0f6f558 0f8da13 
0f7f29c 0046fc6 0f768ca 0f73511 0f8bdd2 
0f78c3f 004b1ab 0f70316 0f6cef7 0f8808c 
0f7db0b 002fec5 0f74d0d 0f71ca7 0f85b31 
0f7b1d5 002ebcb 0f725d6 0f6f02e 0f83d3d 
0f794ea 003094f 0f70580 0f6d479 0f818ff 
0f7db77 00113e6 0f74c86 0f71980 0f80df2 
0f777cc 001ab72 0f6ea9c 0f6b5d3 0f7e697 
0f7c9cf 0ffa89e 0f73909 0f708a2 0f7d3d4 
0f7a5e4 0ff4232 0f718e4 0f6e2f1 0f7c401 
0f78c4c 0ff0579 0f6fba7 0f6ca6e 0f7adcf 
0f7d7b9 0fce315 0f748c9 0f715a7 0f7b807 
0f77c67 0fd7048 0f6eead 0f6b9f7 0f7a670 
0f7d897 0fb0c78 0f748a3 0f71836 0f7a098 
0f7c0b4 0f9d117 0f7359a 0f6ffad 0f79af1 
0f7b1d7 0f985ed 0f724a7 0f6f300 0f78cf3 
0f800b8 0f953c0 0f775af 0f74202 0f7a834 
0f7a32d 0f933c0 0f71bb0 0f6e685 0f7aac0 
0f7fbff 0f9245f 0f7719b 0f7409d 0f7b832 
0f7e032 0f9180c 0f759d6 0f72352 0f7bc21 
0f7d1ad 0f8fb08 0f7480b 0f715ec 0f7b36d 
0f82829 0f8f91e 0f79f3f 0f76b69 0f7ca08 
0f7d175 0f8e2f3 0f74a22 0f714a5 0f7c53d 
0f82e1e 0f8e53f 0f7a34a 0f77219 0f7d3dd 
0f81671 0f8e912 0f78fde 0f75949 0f7e265 
0f807d7 0f8deea 0f77dcc 0f74c2c 0f7e148 
0f85e95 0f8ecb1 0f7d5ac 0f7a22c 0f7f8e6 
0f80949 0f8e451 0f781ec 0f74ce2 0f7f7a4 
0f867df 0f8ef5c 0f7dd04 0f7ac42 0f80738 
0f853a8 0f8f38d 0f7cce5 0f796cb 0f80dd4 
0f84604 0f8ed2b 0f7bc0b 0f78a4a 0f80821 
0f89dde 0f901eb 0f814db 0f7e13f 0f820d8 
0f84715 0f8f750 0f7bfe6 0f78a8a 0f81f06 
0f8a369 0f8fbd4 0f818c2 0f7e7af 0f8317b 
0f889fa 0f900b4 0f8034a 0f7ccea 0f83ff3 
0f87908 0f8f83b 0f7ef8c 0f7bd50 0f83d0b 
0f8d1fd 0f90cfd 0f848c4 0f81529 0f852a3 
0f87feb 0f90735 0f7f601 0f7c056 0f84831 
0f8e2cd 0f9137a 0f85531 0f82408 0f84faa 
0f8d421 0f92145 0f84a2b 0f813ff 0f857f5 
0f8cb88 0f9244f 0f83e7c 0f80d1f 0f85c67 
0f92b7f 0f93e53 0f89f46 0f86c94 0f87b38 
0f8dac8 0f935fc 0f8505a 0f81c02 0f877e4 
0f94227 0f943d3 0f8b3e3 0f883e1 0f88a70 
0f933c5 0f95067 0f8a9a2 0f8740a 0f89acd 
0f9288b 0f94f77 0f89b49 0f86a0d 0f89a82 
0f98832 0f96a3f 0f8fbe6 0f8c8e8 0f8b3b1 
0f935ff 0f96d40 0f8abbf 0f87695 0f8b136 
0f99bc0 0f9833a 0f90da0 0f8dce7 0f8c7fe 
0f98dc5 0f99995 0f90414 0f8ce18 0f8e0d9 
0f98519 0f9a5a8 0f8f7fe 0f8c781 0f8efb0 
0f9eb7c 0f9d05c 0f95f52 0f92db5 0f9122b 
0f9a2f9 0f9dfa3 0f9189c 0f8e4f7 0f911e0 
0fa11d0 0f9f96b 0f983fe 0f9543d 0f91b09 
0fa0d20 0fa0e50 0f982fa 0f94da6 0f922b1 
0fa0a1d 0fa1105 0f97cef 0f94bbf 0f92430 
0fa7a8f 0fa3165 0f9ef65 0f9bd63 0f94486 
0fa36be 0fa3da3 0f9adfc 0f97aa4 0f950b9 
0faaa4a 0fa56b2 0fa1e0e 0f9ef93 0f97c97 
0faacf0 0fa721c 0fa2507 0f9f138 0f9a384 
0fab3ba 0fa8385 0fa28c3 0f9f96b 0f9aebb 
0fb2925 0faab91 0fa9eea 0fa6e04 0f9d45e 
0fae489 0fab829 0fa5be9 0fa2917 0f9e079 
0fb54be 0fad524 0fac889 0fa99f9 0f9f9b0 
0fb517b 0faf08c 0fac848 0fa939e 0fa0c3f 
0fb4f44 0fafc85 0fac237 0fa9166 0fa11ba 
0fbba08 0fb26f1 0fb2deb 0fafb79 0fa3768 
0fb6bb0 0fb3baf 0fae1a0 0faad3e 0fa3eda 
0fbd648 0fb6103 0fb4822 0fb18b1 0fa582d 
0fbd31a 0fb8471 0fb494e 0fb143f 0fa6992 
0fbd112 0fba172 0fb43fb 0fb13a0 0fa6bc6 
0fc3efa 0fbd358 0fbb2d0 0fb80e2 0fa8dbc 
0fbf4de 0fbe44c 0fb6a9d 0fb367b 0fa9528 
0fc5db8 0fbfadf 0fbd02a 0fba06c 0faaf19 
0fc5445 0fc125e 0fbcb18 0fb95aa 0facaf8 
0fc4774 0fc202e 0fbbb23 0fb8a6f 0fad45c 
0fcab64 0fc49bd 0fc1fb0 0fbedec 0faf5cf 
0fc5807 0fc5b5d 0fbce17 0fb9a7a 0faf983 
0fcb675 0fc79ea 0fc286e 0fbf9bd 0fb1041 
0fca306 0fc918c 0fc1907 0fbe531 0fb27e1 
0fc8c7d 0fc989d 0fbff74 0fbd024 0fb2cde 
0fce50e 0fcb6d1 0fc58fe 0fc280f 0fb49a0 
0fc875d 0fcba2e 0fbfd80 0fbca31 0fb4562 
0fcdce5 0fccf8c 0fc4f8a 0fc207d 0fb53d9 
0fcc3f5 0fce6a4 0fc3afa 0fc063d 0fb5e9d 
0fcaa23 0fcf061 0fc1ddb 0fbed69 0fb57ea 
0fd0158 0fd11e3 0fc75ce 0fc43d1 0fb6cfa 
0fca456 0fd1209 0fc1ad3 0fbe6c6 0fb6799 
0fcfa5d 0fd1fb4 0fc6d3c 0fc3d6a 0fb791a 
0fce3ac 0fd2b15 0fc5a58 0fc2582 0fb8c65 
0fcc938 0fd2850 0fc3d5a 0fc0c96 0fb90a3 
0fd1f86 0fd4258 0fc9416 0fc61ef 0fbb085 
0fcc277 0fd3d73 0fc3987 0fc0535 0fbafd3 
0fd16b4 0fd5003 0fc8a3e 0fc5a25 0fbb9f4 
0fd0027 0fd6832 0fc7819 0fc4249 0fbbe53 
0fce8ba 0fd763e 0fc5d7a 0fc2c17 0fbb35a 
0fd419d 0fd9ad0 0fcb700 0fc8462 0fbcbc1 
0fce996 0fda3e0 0fc6158 0fc2c5e 0fbc99c 
0fd3ebd 0fdb9ab 0fcb424 0fc8282 0fbd858 
07fe49e 00fe8eb 077e05f 0e7ded3 09fdfb5 
0fc36d6 0fd13e8 0fbb1be 0fb7d0d 0fbeaed 
0fc7316 0fd146b 0fbea36 0fbba6c 0fbebd9 
0fc7097 0fd1bb4 0fbeb74 0fbb6a5 0fbf3be 
0fc3a9f 0fd0ddb 0fbb375 0fb81c7 0fbe479 
0fc966d 0fd1b41 0fc0ee6 0fbdd30 0fbf544 
0fc39ec 0fd120d 0fbb505 0fb803b 0fbebfd 
0fc7625 0fd13ba 0fbed69 0fbbd91 0fbed43 
0fc72e8 0fd1c11 0fbedd3 0fbb8f7 0fbf474 
0fc3cfa 0fd1122 0fbb5d5 0fb8414 0fbe5a2 
0fc97d4 0fd1fce 0fc1068 0fbdea0 0fbf38d 
0fc3aac 0fd1774 0fbb60c 0fb811a 0fbe8bf 
0fc76fe 0fd197c 0fbee51 0fbbe70 0fbeb17 
0fc74cc 0fd20b8 0fbefcd 0fbbaf0 0fbf3aa 
0fc3d81 0fd139c 0fbb695 0fb84c0 0fbe5e8 
0fc9970 0fd220d 0fc120e 0fbe045 0fbf723 
0fc3c43 0fd18a5 0fbb790 0fb82a7 0fbedb5 
0fc76b4 0fd19ac 0fbee24 0fbbe38 0fbf042 
0fc7474 0fd2139 0fbef8c 0fbbaac 0fbf978 
0fc3dda 0fd150e 0fbb6da 0fb850c 0fbed66 
0fc985b 0fd221c 0fc10e0 0fbdf27 0fbfcb6 
0fc3baa 0fd1977 0fbb6ed 0fb8210 0fbf1ec 
0fc7621 0fd19e2 0fbed83 0fbbd99 0fbf1e9 
0fc74e0 0fd2048 0fbefdc 0fbbb00 0fbf8d5 
0fc3d8d 0fd12d4 0fbb684 0fb84ae 0fbeaef 
0fc98d0 0fd1f06 0fc1133 0fbdf8b 0fbfba9 
0fc3b6b 0fd14b5 0fbb688 0fb81b9 0fbf30b 
0fc7571 0fd1547 0fbec92 0fbbcae 0fbf49b 
0fc74ae 0fd1bbc 0fbef62 0fbba78 0fbfc0d 
0fc3cf0 0fd0f03 0fbb589 0fb83ad 0fbeb90 
0fc991a 0fd1bbf 0fc114e 0fbdf92 0fbf866 
0fc3b7d 0fd13a5 0fbb638 0fb8189 0fbea68 
0fc750a 0fd1574 0fbebdd 0fbbc72 0fbeb16 
0fc72d3 0fd1f59 0fbed4d 0fbb919 0fbefa5 
0fc3a4f 0fd1bcf 0fbb2ac 0fb8203 0fbda93 
0fc96e7 0fd32f7 0fc0dc5 0fbdd96 0fbe700 
0fc394e 0fd2e42 0fbb316 0fb7fda 0fbd629 
0fc748b 0fd39e3 0fbea41 0fbbc44 0fbc92b 
0fc7255 0fd44fb 0fbec46 0fbb937 0fbc3b1 
0fc3aaf 0fd3528 0fbb198 0fb80ee 0fbae0f 
0fc92c3 0fd3cd8 0fc0b19 0fbda46 0fbb519 
0fc36f2 0fd3148 0fbb152 0fb7d12 0fba5fe 
0fc6f4a 0fd2712 0fbe63d 0fbb73c 0fbabc3 
0fc6c46 0fd2a0c 0fbe6ac 0fbb2cb 0fbb49c 
0fc315a 0fd1dc6 0fba9e6 0fb7901 0fb9f78 
0fc8d11 0fd2632 0fc04ac 0fbd40c 0fba714 
0fc2e7d 0fd110f 0fba88d 0fb74e3 0fb9dcf 
0fc654c 0fd0b82 0fbdb8a 0fbac9c 0fba12e 
0fc607e 0fd0b48 0fbda95 0fba664 0fba701 
0fc22a8 0fcfa69 0fb9ac7 0fb695a 0fb8f19 
0fc78af 0fd0626 0fbeffc 0fbbed7 0fb96a4 
0fc14d7 0fcfef5 0fb8f3a 0fb5ab3 0fb8b03 
0fc44ac 0fd0592 0fbbb40 0fb8bd2 0fb87b5 
0fc39a1 0fd1058 0fbb3b6 0fb7f7a 0fb8fdf 
0fbf5c2 0fd03b7 0fb6d8a 0fb3c8e 0fb8641 
0fc49c0 0fd06d6 0fbc145 0fb902b 0fb98d6 
0fbe22c 0fcfd1e 0fb5c9c 0fb280b 0fb89ae 
0fc0fc1 0fcf86d 0fb86e0 0fb570e 0fb8da6 
0fc03ee 0fd0089 0fb7efc 0fb49d9 0fb98e0 
0fbbc57 0fcf2b4 0fb3604 0fb0363 0fb851a 
0fc0d71 0fcfc69 0fb86d2 0fb5447 0fb8ec3 
0fba2fb 0fce670 0fb1f4c 0fae929 0fb843c 
0fbd045 0fcda79 0fb48b0 0fb176f 0fb8425 
0fbc4ef 0fcdd48 0fb40b1 0fb0aba 0fb8897 
0fb7e24 0fccdae 0faf7e6 0fac50a 0fb74af 
0fbd0b2 0fcd495 0fb49dc 0fb171f 0fb7e79 
0fb6a26 0fcc48f 0fae607 0faaff7 0fb6eb9 
0fb9bf1 0fcbd54 0fb13d2 0fae2e0 0fb68c2 
0fb96ea 0fcbfe5 0fb1224 0fadc81 0fb6b84 
0fb5561 0fcac24 0face29 0fa9c01 0fb55fb 
0fbae20 0fcb40a 0fb25f0 0faf460 0fb5fa0 
0fb4b0f 0fca6d6 0fac51c 0fa90ab 0fb516c 
0fb804c 0fca01d 0faf658 0fac71f 0fb4cd2 
0fb7cb6 0fc9de4 0faf670 0fac21d 0fb4c74 
0fb3db1 0fc86fa 0fab58a 0fa8434 0fb3551 
0fb95a0 0fc9182 0fb0cda 0fadbca 0fb41c7 
0fb2eea 0fc877b 0faa8fc 0fa748c 0fb37b8 
0fb5fec 0fc85ba 0fad5e9 0faa6a4 0fb3452 
0fb57fb 0fc8b3b 0fad204 0fa9d52 0fb382b 
0fb116e 0fc79b5 0fa89d0 0fa57ee 0fb2672 
0fb60e6 0fc7d05 0fad8c6 0faa730 0fb3593 
0faf338 0fc62c7 0fa6dd3 0fa3927 0fb27ae 
0fb1c74 0fc57ce 0fa92fe 0fa63a3 0fb1b0c 
0fb0b78 0fc5f3e 0fa85a7 0fa5180 0fb1370 
0fabddf 0fc57ce 0fa36ba 0fa04f2 0faefdb 
0fb0911 0fc6773 0fa81e2 0fa4fc8 0fae705 
0fa993b 0fc588a 0fa158f 0f9df7d 0fac5c6 
0fabe9f 0fc4826 0fa378f 0fa0624 0faaf25 
0faa10f 0fc41c0 0fa1e08 0f9e716 0fa9987 
0fa4060 0fc29bf 0f9bc30 0f98761 0fa6f0e 
0fa8045 0fc293f 0f9facb 0f9c72c 0fa62a2 
0fa074b 0fc1413 0f984c7 0f94d9d 0fa4234 
0fa2012 0fc1027 0f999a8 0f967a1 0fa2cba 
0fa0170 0fc6349 0f97dc6 0f946b8 0fa2265 
0f9a712 0fe1148 0f91f2c 0f8eac1 0f9fba9 
0f9de9a 0fd2849 0f9570b 0f9227a 0f9f0af 
0f956c0 0ff5b22 0f8d18f 0f898dd 0f9cad0 
0f95e42 0ff9533 0f8d523 0f8a14e 0f9aaaa 
0f92a1f 0ffe096 0f8a496 0f86bc2 0f98cb0 
0f8c2a3 0014905 0f83aab 0f80536 0f953f0 
0f8f81a 0ffdd8a 0f86fa4 0f83a1c 0f938ca 
0f86fff 0012122 0f7eaa7 0f7b168 0f9088a 
0f87977 0008de6 0f7f002 0f7bbdf 0f8e309 
0f84883 000665b 0f7c249 0f78967 0f8c1f7 
0f7d801 0016bb7 0f7502d 0f71a20 0f88a59 
0f80157 0ffe3f5 0f77880 0f742d1 0f86ee1 
0f774a9 001270b 0f6eeab 0f6b59e 0f838f5 
0f786ef 0001f3e 0f6fc88 0f6c8b7 0f811f7 
0f76522 0ffa4ee 0f6de03 0f6a579 0f7f3b5 
0f708a0 0005c7e 0f67f93 0f64a39 0f7bb13 
0f746b2 0fe8e80 0f6bcfc 0f68802 0f7a0d5 
0f6ce9b 0ff5ac2 0f64771 0f60f45 0f7741a 
0f6ee5e 0fe3a78 0f6632d 0f63051 0f75868 
0f6dcc1 0fd52c8 0f65551 0f61d9e 0f7421d 
0f697a2 0fd82ba 0f60e2a 0f5d987 0f716f5 
0f6f130 0fb18b3 0f66832 0f633c6 0f70ae9 
0f698d5 0fb5f18 0f6120f 0f5da9f 0f6e9d5 
0f6d833 0f9a807 0f64e63 0f61c55 0f6d944 
0f6dfba 0f8a8b7 0f65b7f 0f62497 0f6d739 
0f6ad1a 0f8b5f3 0f625a6 0f5f1cc 0f6bfc2 
0f70f42 0f87c55 0f68898 0f6550f 0f6c4aa 
0f6bcb0 0f863bd 0f63837 0f601c6 0f6b5fc 
0f7004b 0f855db 0f67778 0f6467c 0f6b2dd 
0f70d94 0f84fea 0f6884a 0f6527e 0f6b99a 
0f6e104 0f83685 0f65a2c 0f62729 0f6ada7 
0f74c9b 0f83794 0f6c5b1 0f69275 0f6c235 
0f70054 0f823cb 0f67c25 0f64581 0f6c2bd 
0f7473f 0f817ff 0f6bf2b 0f68d85 0f6cd5e 
0f75922 0f8134e 0f6d47f 0f69dfb 0f6de23 
0f72e45 0f7fed4 0f6a7d4 0f6740e 0f6d7b8 
0f79ea0 0f80900 0f7171d 0f6e3e0 0f6efa7 
0f75c42 0f80093 0f6d6cf 0f6a0ce 0f6f18c 
0f7b1c8 0f80306 0f72826 0f6f76c 0f6ff63 
0f7d0f0 0f81210 0f74a51 0f714ef 0f71847 
0f7acea 0f80e61 0f723fa 0f6f1be 0f71b51 
0f81b02 0f82889 0f792b2 0f75ffc 0f74116 
0f7ce47 0f82bdd 0f74934 0f712e2 0f74d21 
0f81523 0f83440 0f78c28 0f75ad9 0f76063 
0f82713 0f845e9 0f7a195 0f76b5c 0f77c9b 
0f7f8c6 0f844a9 0f7715c 0f73df6 0f77f8a 
0f863ff 0f85fb2 0f7dbf7 0f7a8e8 0f79f85 
0f8161e 0f8638d 0f790d5 0f75a87 0f7a9a4 
0f85d7f 0f87002 0f7d414 0f7a33b 0f7bead 
0f8712b 0f88459 0f7eb3c 0f7b5a7 0f7d90f 
0f8451b 0f885e0 0f7bd6f 0f78aaf 0f7db8b 
0f8b5f0 0f8a0f4 0f82d97 0f7fb32 0f7fb34 
0f86daa 0f8a444 0f7e81f 0f7b250 0f7ffb6 
0f8bb00 0f8afd3 0f83174 0f800c2 0f80f4d 
0f8d237 0f8c615 0f84c46 0f816a5 0f82931 
0f8a4a2 0f8c6d8 0f81d09 0f7e9fb 0f82c26 
0f910e3 0f8e18d 0f88867 0f855db 0f84f8e 
0f8bcbe 0f8e404 0f83737 0f80120 0f85a8b 
0f8fbc7 0f8ef38 0f8721e 0f84168 0f86a35 
0f90b1b 0f9032a 0f884b6 0f84f73 0f8817b 
0f8da65 0f901b7 0f851fc 0f81fe1 0f8804a 
0f94b99 0f91662 0f8c288 0f890e4 0f89849 
0f904a5 0f91685 0f87f39 0f84988 0f89664 
0f956de 0f91ec2 0f8cd15 0f89cb9 0f89be8 
0f97a4f 0f92f52 0f8f3c2 0f8beec 0f8ab64 
0f95a8a 0f9278e 0f8d1e6 0f8a038 0f8a4dc 
0f9dd2a 0f9413a 0f9534b 0f92278 0f8c28f 
0f9a117 0f94c77 0f91a28 0f8e5ad 0f8cbe2 
0f9f632 0f964cf 0f96b74 0f93c29 0f8de23 
0fa17dc 0f9857b 0f990f3 0f95ccf 0f8f6b8 
0f9ecc0 0f98bf2 0f96459 0f932c1 0f8ed66 
0fa612b 0f9af06 0f9d80b 0f9a6c0 0f8fd25 
0fa16c3 0f9bf4b 0f9905f 0f95bb3 0f8fab8 
0fa5d28 0f9d62a 0f9d25d 0f9a386 0f90afb 
0fa78cb 0f9f206 0f9f1a0 0f9bda7 0f92910 
0fa4864 0f9f382 0f9c00d 0f98e30 0f92cc9 
0fabab3 0fa1113 0fa3287 0fa00a4 0f94bb5 
0fa709e 0fa1e09 0f9eb71 0f9b5fa 0f9520d 
0fab72a 0fa3530 0fa2d90 0f9fddc 0f961a9 
0fad464 0fa5716 0fa4d98 0fa19d9 0f97e22 
0faa81a 0fa6180 0fa1f10 0f9ee6c 0f97d68 
0fb2006 0fa85fe 0fa958c 0fa65da 0f999f0 
0fadb05 0fa9184 0fa5405 0fa205b 0f99e78 
0fb2610 0faae29 0fa9be1 0fa6cf4 0f9a9d6 
0fb446f 0fad2e8 0fabe0a 0fa89d0 0f9bbb2 
