0fc1d30 0fdc789 0fb620f 0fba65a 0fb412e 
0fc11bb 0fdbaec 0fb5c20 0fbbf4e 0fb41bd 
0fc16ca 0fdb774 0fb53b3 0fbc8bc 0fb352c 
0fc56c5 0fdbd52 0fb9bf3 0fc0598 0fb7f84 
0fbeaae 0fdb832 0fb303d 0fb9a56 0fb145d 
0fc598e 0fdbe39 0fb95fe 0fc0af5 0fb77db 
0fc12ee 0fdb866 0fb5d9c 0fbc09c 0fb429f 
0fc16b8 0fdb57a 0fb53c6 0fbc8b8 0fb3500 
0fc5732 0fdbbc6 0fb9c5a 0fc0604 0fb7f75 
0fbe9df 0fdb4f2 0fb2f2b 0fb9977 0fb1341 
0fc59c9 0fdbd17 0fb95a2 0fc0b29 0fb77cd 
0fc132e 0fdba23 0fb5d81 0fbc0dd 0fb42f7 
0fc169e 0fdb627 0fb5313 0fbc88c 0fb34f0 
0fc5810 0fdb9ef 0fb9c89 0fc06e8 0fb8035 
0fbea63 0fdb279 0fb2fca 0fb9a11 0fb13be 
0fc594a 0fdb96c 0fb95a1 0fc0ad2 0fb7716 
0fc13f1 0fdb622 0fb5e64 0fbc1be 0fb43fc 
0fc170a 0fdb2ac 0fb53c3 0fbc917 0fb3584 
0fc584b 0fdb797 0fb9cc2 0fc0749 0fb80d7 
0fbea5a 0fdb055 0fb2fcf 0fb9a2d 0fb1401 
0fc5a7f 0fdb630 0fb96c2 0fc0c15 0fb7805 
0fc1491 0fdb1fa 0fb5ed3 0fbc251 0fb443d 
0fc15ef 0fdb07d 0fb52c4 0fbc807 0fb3417 
0fc58c6 0fdb752 0fb9d4c 0fc07d2 0fb80dc 
0fbeae6 0fdaf76 0fb305b 0fb9ac2 0fb1468 
0fc591a 0fdb512 0fb9541 0fc0ad1 0fb769d 
0fc1628 0fdaf97 0fb6044 0fbc402 0fb45e7 
0fc16d2 0fdaa68 0fb5394 0fbc8fe 0fb3552 
0fc5a15 0fdb2b0 0fb9e87 0fc093d 0fb8256 
0fbec84 0fdb098 0fb3254 0fb9c69 0fb15d0 
0fc593e 0fdb5bd 0fb95f4 0fc0b0d 0fb7685 
0fc153e 0fdb035 0fb5ff8 0fbc336 0fb449c 
0fc1570 0fdae62 0fb52b3 0fbc7c9 0fb33d2 
0fc597b 0fdb4ce 0fb9e30 0fc08c5 0fb8162 
0fbeb39 0fdb0f3 0fb3119 0fb9b28 0fb1490 
0fc589a 0fdb756 0fb9518 0fc0a72 0fb75cd 
0fc1682 0fdb139 0fb610c 0fbc485 0fb45ea 
0fc154d 0fdada4 0fb5208 0fbc793 0fb3356 
0fc5a99 0fdb33c 0fb9e5b 0fc09f8 0fb8245 
0fbec0e 0fdabaa 0fb30d1 0fb9c07 0fb15e9 
0fc599e 0fdafa2 0fb94ad 0fc0b81 0fb7759 
0fc17ea 0fdab03 0fb6183 0fbc5e8 0fb47cc 
0fc144d 0fdabe2 0fb513a 0fbc68e 0fb3305 
0fc59f4 0fdb6bb 0fb9ec9 0fc094c 0fb81d6 
0fbeaa4 0fdb041 0fb30ca 0fb9a8c 0fb14ea 
0fc5816 0fdb4e3 0fb94bc 0fc0a12 0fb75de 
0fc1719 0fdaf4a 0fb61e1 0fbc53d 0fb46c8 
0fc131d 0fdace8 0fb50a3 0fbc594 0fb322f 
0fc5a2a 0fdb272 0fb9ef3 0fc09c7 0fb82ac 
0fbeb25 0fdaa97 0fb317c 0fb9b67 0fb1601 
0fc5737 0fdaf16 0fb9416 0fc097c 0fb7525 
0fc16dd 0fdada0 0fb61ca 0fbc54b 0fb4751 
0fc1307 0fdab37 0fb50e0 0fbc5b1 0fb32bd 
0fc59e7 0fdb013 0fb9ef5 0fc09cf 0fb82bc 
0fbea17 0fda8a6 0fb30c2 0fb9a7e 0fb153d 
0fc560c 0fdaddd 0fb9325 0fc0888 0fb7478 
0fc1718 0fdaa47 0fb6251 0fbc5b2 0fb47bc 
0fc1179 0fda781 0fb4f9a 0fbc457 0fb315f 
0fc5a03 0fdae23 0fb9f0e 0fc09fd 0fb82bf 
0fbead8 0fda5fa 0fb3198 0fb9b3a 0fb164f 
0fc56de 0fda993 0fb9371 0fc094d 0fb75cf 
0fc18b0 0fda638 0fb6361 0fbc731 0fb49c4 
0fc12c9 0fda605 0fb5056 0fbc5a1 0fb3307 
0fc5c34 0fdaa72 0fba093 0fc0c02 0fb8498 
0fbec32 0fda043 0fb3277 0fb9c91 0fb173d 
0fc5818 0fda833 0fb9478 0fc0ab4 0fb7610 
0fc1902 0fda757 0fb63be 0fbc7bf 0fb4948 
0fc1233 0fda48c 0fb4f9c 0fbc523 0fb31f2 
0fc5c08 0fda765 0fba034 0fc0c0a 0fb8457 
0fbec49 0fd9ed1 0fb32a9 0fb9cd6 0fb17a0 
0fc5749 0fda2cc 0fb93a6 0fc0a08 0fb7593 
0fc1af4 0fd9e32 0fb65ca 0fbc9d2 0fb4b06 
0fc143f 0fd9976 0fb51b7 0fbc74d 0fb3355 
0fc5e2e 0fd9d89 0fba22b 0fc0e65 0fb85c3 
0fbeebe 0fd94da 0fb348b 0fb9f32 0fb196d 
0fc5ade 0fd96e1 0fb93c9 0fc0aa8 0fb7668 
0fc1f00 0fd9085 0fb6629 0fbcab1 0fb4ce1 
0fc16f5 0fd8c61 0fb513a 0fbc6e7 0fb3411 
0fc624f 0fd9165 0fba370 0fc0f77 0fb8783 
0fbf1fb 0fd8633 0fb3587 0fb9f77 0fb1a0c 
0fc5ccf 0fd8928 0fb963d 0fc0c76 0fb77b6 
0fc2175 0fd8673 0fb690b 0fbcd13 0fb4f10 
0fc1874 0fd827c 0fb52f6 0fbc83d 0fb357e 
0fc63d6 0fd822f 0fba522 0fc10f7 0fb88a7 
0fbf3a1 0fd7756 0fb3725 0fba10f 0fb1bac 
0fc5d70 0fd7aa4 0fb96ec 0fc0d2f 0fb7868 
0fc22e0 0fd7881 0fb6a91 0fbcebc 0fb5044 
0fc183e 0fd7644 0fb5315 0fbc84a 0fb351b 
0fc644f 0fd7bd0 0fba569 0fc1184 0fb8983 
0fbf333 0fd73cc 0fb36e4 0fba125 0fb1c0b 
0fc5d60 0fd7c53 0fb98bb 0fc102f 0fb7b33 
0fc22c0 0fd7ccf 0fb6c60 0fbd182 0fb5353 
0fc1727 0fd7cf1 0fb5455 0fbca0d 0fb36d2 
0fc6400 0fd85cf 0fba776 0fc1421 0fb8b9f 
0fbf2c9 0fd8076 0fb3910 0fba33f 0fb1e53 
0fc5be8 0fd869d 0fb97e9 0fc0ea9 0fb79e4 
0fc2300 0fd85b3 0fb6d46 0fbd1a9 0fb5338 
0fc168d 0fd8396 0fb53fa 0fbc95d 0fb3623 
0fc647b 0fd8a51 0fba7e3 0fc148e 0fb8bb6 
0fbf2d0 0fd8588 0fb392b 0fba318 0fb1da2 
0fc59ef 0fd8d47 0fb95ca 0fc0ca6 0fb772f 
0fc229e 0fd9070 0fb6cc4 0fbd155 0fb527a 
0fc1536 0fd90a6 0fb52cc 0fbc81c 0fb34e2 
0fc6399 0fd98d2 0fba72d 0fc13c8 0fb8ac1 
0fbf1eb 0fd93c7 0fb3867 0fba248 0fb1ce3 
0fc5ace 0fd9ba4 0fb9697 0fc0d81 0fb7801 
0fc2307 0fd9adf 0fb6d1a 0fbd1ab 0fb52dc 
0fc1452 0fd99d9 0fb51b9 0fbc717 0fb33de 
0fc63b2 0fda225 0fba6df 0fc13cc 0fb8aa9 
0fbf16e 0fd9b5d 0fb37a8 0fba1b7 0fb1c8a 
0fc5a4b 0fda18f 0fb9472 0fc0b84 0fb7635 
0fc24eb 0fda128 0fb6be7 0fbd071 0fb51ea 
0fc15e2 0fda01a 0fb503e 0fbc586 0fb32a9 
0fc6579 0fda70e 0fba5bb 0fc129c 0fb89a0 
0fbf330 0fda09c 0fb367b 0fba05e 0fb1b77 
0fc5aa9 0fda781 0fb933b 0fc0a4e 0fb7505 
0fc2465 0fda70e 0fb6b4d 0fbd001 0fb514d 
0fc1472 0fda6bf 0fb4ec3 0fbc428 0fb314b 
0fc63c7 0fdad6c 0fba3fd 0fc1115 0fb87fb 
0fbf243 0fda84a 0fb358d 0fb9f87 0fb1aa6 
0fc5932 0fdaf2c 0fb91c6 0fc0911 0fb7380 
0fc2415 0fdaed2 0fb6ad9 0fbcfca 0fb50dc 
0fc121d 0fdada6 0fb4c64 0fbc1fb 0fb2ee3 
0fc631f 0fdb568 0fba2f6 0fc107b 0fb871d 
0fbf00d 0fdaf43 0fb3330 0fb9d6d 0fb1877 
0fc567f 0fdb657 0fb8efd 0fc069d 0fb70dd 
0fc22ac 0fdb68c 0fb6992 0fbceb9 0fb4fa5 
0fc1131 0fdb68a 0fb4b8a 0fbc13b 0fb2e0d 
0fc6221 0fdbdb5 0fba210 0fc0fb3 0fb8608 
0fbef91 0fdb7df 0fb32ba 0fb9d0c 0fb1803 
0fc564c 0fdbee7 0fb8e60 0fc0647 0fb7081 
0fc2366 0fdbe8f 0fb69b3 0fbcf3d 0fb501f 
0fc0fb9 0fdbc8c 0fb49dd 0fbbfd7 0fb2cab 
0fc619b 0fdc3d8 0fba17a 0fc0fab 0fb85be 
0fbeedd 0fdbf2d 0fb3484 0fb9f81 0fb1a24 
0fc544f 0fdc595 0fb8edd 0fc078d 0fb7162 
0fc21e3 0fdc585 0fb6b0f 0fbd120 0fb5194 
0fc0d48 0fdc482 0fb4a64 0fbc09d 0fb2d09 
0fc6018 0fdcd5b 0fba27f 0fc10e2 0fb8672 
0fbecc5 0fdc88d 0fb32c4 0fb9d7c 0fb182c 
0fc5219 0fdcf0f 0fb8cd6 0fc0586 0fb6f5c 
0fc20e2 0fdcdea 0fb6a09 0fbd037 0fb50d0 
0fc0bc3 0fdcc64 0fb47fa 0fbbe40 0fb2ab1 
0fc6001 0fdd6a7 0fb9f78 0fc0df7 0fb8361 
0fbec7f 0fdd242 0fb2f85 0fb9a48 0fb1525 
0fc5193 0fdd6fd 0fb891e 0fc0210 0fb6c00 
0fc21d6 0fdd5b3 0fb6779 0fbce48 0fb4f11 
0fc0b0e 0fdd1a6 0fb4408 0fbbb8b 0fb28a6 
0fc5fa8 0fdd6f5 0fb9d8c 0fc0da1 0fb8398 
0fbedc1 0fdd00c 0fb2f9e 0fb9b70 0fb16ba 
0fc5172 0fdd4b0 0fb88ab 0fc01fd 0fb6be4 
0fc220b 0fdd60a 0fb682a 0fbce69 0fb4ec0 
0fc0ad6 0fdd51a 0fb4554 0fbbb57 0fb27dc 
0fc5f3e 0fddc68 0fb9eca 0fc0d77 0fb829a 
0fbeb78 0fdd4e5 0fb2ef7 0fb9987 0fb143d 
0fc4fad 0fdda2f 0fb87f4 0fc007e 0fb6a14 
0fc20ec 0fdd88c 0fb67cd 0fbcdb3 0fb4e15 
0fc08eb 0fdd56d 0fb43d9 0fbb9c0 0fb26cb 
0fc5cfe 0fddbe1 0fb9d0c 0fc0bb9 0fb8169 
0fbea63 0fdd60e 0fb2e4e 0fb98d3 0fb1481 
0fc4d71 0fddb3f 0fb85e3 0fbfeb1 0fb692c 
0fc1f29 0fdda75 0fb65c9 0fbcc52 0fb4d79 
0fc0764 0fdd842 0fb41df 0fbb878 0fb264b 
0fc5d20 0fdde71 0fb9c9b 0fc0c08 0fb822e 
0fbea14 0fdd790 0fb2e0f 0fb98c6 0fb1495 
0fc4d79 0fdddf5 0fb8633 0fbfec2 0fb691e 
0fc2069 0fddf5c 0fb6795 0fbcd72 0fb4e6f 
0fc0585 0fddcd2 0fb40ca 0fbb69f 0fb2450 
0fc5be0 0fde47a 0fb9bd3 0fc0ae8 0fb8094 
0fbe8b2 0fdde1c 0fb2cdd 0fb9789 0fb131b 
0fc4b64 0fde3aa 0fb8402 0fbfcf7 0fb66b8 
0fc1f88 0fde39f 0fb6666 0fbcccd 0fb4d36 
0fc04e5 0fde02a 0fb4004 0fbb645 0fb2395 
0fc5d00 0fde66d 0fb9cc8 0fc0c46 0fb8173 
0fbeacf 0fddf2e 0fb2edf 0fb99ae 0fb14e0 
0fc4ced 0fde3c8 0fb8532 0fbfe84 0fb6857 
0fc2128 0fde25d 0fb67bb 0fbce85 0fb4f00 
0fc0626 0fdde8a 0fb4117 0fbb792 0fb24dc 
0fc5ec1 0fde526 0fb9e04 0fc0de4 0fb82f2 
0fbec37 0fddf58 0fb2ff5 0fb9b10 0fb166a 
0fc4e62 0fde628 0fb8666 0fbfff6 0fb695a 
0fc223a 0fde49f 0fb692c 0fbcffc 0fb4feb 
0fc0789 0fde2ce 0fb42ab 0fbb92d 0fb262b 
0fc5f5a 0fde9b6 0fb9f42 0fc0f13 0fb83a8 
0fbecc5 0fde521 0fb3390 0fb9ec5 0fb196d 
0fc4e43 0fdeac9 0fb8918 0fc02fc 0fb6c06 
0fc23e5 0fdea4e 0fb6d33 0fbd466 0fb5438 
0fc07ce 0fde6f7 0fb4559 0fbbc39 0fb294d 
0fc6104 0fdedc4 0fba2fc 0fc1362 0fb87f1 
0fbeed7 0fde8e4 0fb35b2 0fba0d1 0fb1bd8 
0fc4ef5 0fded9b 0fb8a02 0fc03c0 0fb6cf8 
0fc251a 0fdecfb 0fb6eaf 0fbd5ad 0fb558e 
0fc0715 0fde9f9 0fb453b 0fbbb97 0fb28b4 
0fc60cf 0fdf1f9 0fba31f 0fc1334 0fb8795 
0fbeda7 0fdec2c 0fb34d2 0fb9fa2 0fb1ac4 
0fc4e10 0fdf1ca 0fb8956 0fc02f2 0fb6bf2 
0fc261b 0fdf224 0fb6f9e 0fbd6c5 0fb56a5 
0fc06f4 0fdee7b 0fb44e6 0fbbb92 0fb28c3 
0fc60ef 0fdf4f5 0fba2c2 0fc1371 0fb87d3 
0fbed9d 0fdee12 0fb3474 0fb9fb0 0fb1aed 
0fc4e09 0fdf35d 0fb8902 0fc02ff 0fb6c00 
0fc267c 0fdf2dc 0fb6fee 0fbd73e 0fb56fc 
0fc069c 0fdef05 0fb44aa 0fbbb42 0fb2853 
0fc6137 0fdf5bd 0fba348 0fc13c6 0fb87c8 
0fbed62 0fdede1 0fb3479 0fb9f52 0fb1a7f 
0fc4d6c 0fdf34b 0fb887e 0fc0235 0fb6b02 
0fc2648 0fdf360 0fb6fb8 0fbd6c8 0fb5644 
0fc06cd 0fdf15a 0fb44b3 0fbbb4a 0fb2838 
0fc6209 0fdf8bc 0fba382 0fc1467 0fb881d 
0fbee7e 0fdf1c6 0fb34ed 0fba058 0fb1b5b 
0fc4def 0fdf704 0fb8860 0fc02ca 0fb6b43 
0fc2801 0fdf680 0fb70f2 0fbd8a6 0fb57f9 
0fc0642 0fdf1d0 0fb4409 0fbbac9 0fb27ce 
0fc6279 0fdf8ae 0fba3f3 0fc14e8 0fb8898 
0fbeee6 0fdf17b 0fb3588 0fba0b6 0fb1be0 
0fc4d8c 0fdf678 0fb87f4 0fc0246 0fb6ae3 
0fc2925 0fdf682 0fb71d7 0fbd98d 0fb590a 
0fc06b6 0fdf23e 0fb4444 0fbbb0d 0fb2819 
0fc63a4 0fdf8c2 0fba4aa 0fc15d7 0fb894f 
0fbf07b 0fdf3d6 0fb3688 0fba20a 0fb1d71 
0fc4ead 0fdf96e 0fb889d 0fc033e 0fb6ba6 
0fc2b20 0fdf96a 0fb737c 0fbdb88 0fb5ad6 
0fc07d8 0fdf546 0fb4504 0fbbc0e 0fb293a 
0fc63fc 0fdfbaa 0fba498 0fc1649 0fb8998 
0fbf0ef 0fdf58d 0fb36ec 0fba290 0fb1e05 
0fc4de2 0fdf9ef 0fb8788 0fc0287 0fb6aff 
0fc2ae3 0fdf984 0fb72f4 0fbdb50 0fb5a73 
0fc0777 0fdf6db 0fb4470 0fbbbbb 0fb28ea 
0fc6492 0fdfdb1 0fba4f4 0fc16dc 0fb8a19 
0fbf140 0fdf71b 0fb3749 0fba2e3 0fb1e1b 
0fc4e49 0fdfc40 0fb8811 0fc0307 0fb6b2e 
0fc2bd9 0fdfbdd 0fb73fb 0fbdc62 0fb5b51 
0fc06ed 0fdf7e9 0fb440c 0fbbb56 0fb2853 
0fc64d1 0fdfe08 0fba52c 0fc1764 0fb8a41 
0fbf1c3 0fdf6d5 0fb37d3 0fba39e 0fb1eae 
0fc4dec 0fdfaef 0fb877c 0fc02c9 0fb6acf 
0fc2c68 0fdfa0c 0fb747c 0fbdd12 0fb5bf5 
0fc0661 0fdf520 0fb4395 0fbbada 0fb27dd 
0fc6605 0fdfba3 0fba63d 0fc18b3 0fb8b68 
0fbf2d9 0fdf41e 0fb38e4 0fba4ba 0fb1fd2 
0fc4e4d 0fdf7eb 0fb87dc 0fc0339 0fb6b09 
0fc2e46 0fdf784 0fb762d 0fbdf02 0fb5dab 
0fc0742 0fdf3bf 0fb4437 0fbbbcf 0fb28d8 
0fc66d3 0fdfa97 0fba6db 0fc199d 0fb8c1c 
0fbf2d2 0fdf32a 0fb3911 0fba4b6 0fb1feb 
0fc4dbf 0fdf8af 0fb87a9 0fc02c3 0fb6a9d 
0fc2f08 0fdf9e8 0fb7774 0fbdfda 0fb5e82 
0fc0726 0fdf5cf 0fb44a1 0fbbbb8 0fb28f5 
0fc66d1 0fdfbf5 0fba729 0fc1991 0fb8c00 
0fbf243 0fdf3a6 0fb38bd 0fba41f 0fb1f0c 
0fc4d38 0fdf8d8 0fb86e3 0fc0232 0fb69cb 
0fc2f76 0fdf8ef 0fb7764 0fbe032 0fb5e99 
0fc0639 0fdf42f 0fb4324 0fbbac9 0fb27e8 
0fc6731 0fdfa25 0fba67f 0fc1a18 0fb8c48 
0fbf3cd 0fdf23d 0fb3913 0fba5d6 0fb2118 
0fc4dbc 0fdf58d 0fb8633 0fc02e7 0fb6aca 
0fc3175 0fdf539 0fb78b0 0fbe246 0fb6104 
0fc06b3 0fdf0d6 0fb43f4 0fbbb36 0fb28a4 
0fc6790 0fdf930 0fba7b3 0fc1a3e 0fb8c7e 
0fbf3b4 0fdf36c 0fb3a73 0fba55f 0fb20bd 
0fc4c8d 0fdf827 0fb86c7 0fc0186 0fb68e5 
0fc3055 0fdf7f8 0fb78ef 0fbe12b 0fb5f44 
0fc04dd 0fdf36d 0fb42fa 0fbb98a 0fb26a5 
0fc678b 0fdfbaa 0fba80e 0fc1a98 0fb8ca9 
0fbf318 0fdf4bb 0fb3a42 0fba541 0fb2119 
0fc4b07 0fdf9c0 0fb8585 0fc007f 0fb68dd 
0fc2a05 0fdfbd0 0fb64ba 0fbe490 0fb4897 
0fc48a5 0fdff08 0fb8eea 0fbff60 0fb75c6 
0fbedb3 0fdf787 0fb3030 0fba6a3 0fb15a7 
0fc6031 0fdff85 0fb9de7 0fc19b9 0fb81bb 
0fc0084 0fdfcc5 0fb4a13 0fbb717 0fb3151 
0fc28a5 0fdff75 0fb63c6 0fbe386 0fb46a2 
0fc4823 0fe03c6 0fb8e63 0fbff09 0fb74d4 
0fbecf3 0fdfdb0 0fb2f14 0fba606 0fb1520 
0fc604f 0fe0581 0fb9dc4 0fc19da 0fb81fb 
0fc00c1 0fe001f 0fb4a37 0fbb74b 0fb3235 
0fc2852 0fe013e 0fb6356 0fbe308 0fb4721 
0fc4899 0fe0609 0fb8efb 0fbff72 0fb75d7 
0fbeca2 0fdff13 0fb2f10 0fba595 0fb14d8 
0fc6049 0fe070a 0fb9dae 0fc19de 0fb81c5 
0fc00b4 0fe0278 0fb4a28 0fbb75b 0fb31e5 
0fc2797 0fe03da 0fb62a6 0fbe282 0fb461f 
0fc49ba 0fe08e9 0fb9037 0fc00d7 0fb7689 
0fbed57 0fe01e9 0fb303d 0fba699 0fb1585 
0fc6034 0fe08e8 0fb9dfe 0fc1a00 0fb81b8 
0fc01e2 0fe03ed 0fb4bc4 0fbb8a9 0fb3330 
0fc2894 0fe04f7 0fb63d4 0fbe395 0fb476f 
0fc4a4e 0fe087e 0fb907d 0fc0160 0fb7769 
0fbedbf 0fe0144 0fb3016 0fba6e9 0fb164b 
0fc60c0 0fe0835 0fb9df2 0fc1a97 0fb826a 
0fc02f5 0fe039b 0fb4c49 0fbb9d2 0fb3452 
0fc2868 0fe0457 0fb6334 0fbe37f 0fb471d 
0fc4abf 0fe081e 0fb90e6 0fc0205 0fb777b 
0fbee90 0fe024d 0fb3143 0fba7d3 0fb16a3 
0fc6147 0fe09ac 0fb9e99 0fc1b1e 0fb8279 
0fc03ec 0fe059c 0fb4da4 0fbbac4 0fb34ab 
0fc28e8 0fe05f6 0fb6403 0fbe3fc 0fb470d 
0fc4bed 0fe0906 0fb921a 0fc0334 0fb7830 
0fbedd1 0fe00dc 0fb306a 0fba707 0fb15cf 
0fc61f0 0fe082e 0fb9f12 0fc1bbe 0fb82e8 
0fc0436 0fe023e 0fb4db5 0fbbb04 0fb3529 
0fc27e0 0fe0149 0fb62cd 0fbe2f6 0fb465a 
0fc4c68 0fe04a5 0fb924e 0fc03a7 0fb78d6 
0fbef5a 0fdfd83 0fb31cd 0fba892 0fb179d 
0fc6241 0fe03d2 0fb9f3e 0fc1c22 0fb834e 
0fc0575 0fdfed9 0fb4ed2 0fbbc46 0fb3661 
0fc282d 0fdfeb2 0fb62f1 0fbe33b 0fb467e 
0fc4cdb 0fe02c9 0fb92a0 0fc0427 0fb78fe 
0fbeef5 0fdfc38 0fb3166 0fba830 0fb16f0 
0fc6288 0fe03ca 0fb9f6f 0fc1c78 0fb834e 
0fc0574 0fdfe77 0fb4ed9 0fbbc5a 0fb3639 
0fc2832 0fdff16 0fb6316 0fbe35e 0fb466d 
0fc4e54 0fe03ef 0fb9421 0fc05be 0fb7a79 
0fbefe4 0fdfc9c 0fb325f 0fba931 0fb1818 
0fc62ed 0fe02e9 0fb9fb4 0fc1cf6 0fb83bd 
0fc0786 0fdfe14 0fb50af 0fbbe65 0fb385d 
0fc2864 0fdfcd4 0fb6322 0fbe392 0fb46a4 
0fc4ef2 0fe00a3 0fb9479 0fc0657 0fb7aed 
0fbf00e 0fdf903 0fb327a 0fba959 0fb182a 
0fc62e0 0fdff04 0fb9f6f 0fc1ce6 0fb836c 
0fc085a 0fdf95c 0fb4efb 0fbbc91 0fb36a9 
0fc2948 0fdf8f1 0fb6126 0fbe168 0fb44c4 
0fc50d4 0fdfd32 0fb936f 0fc052b 0fb7a00 
0fbf119 0fdf58a 0fb3099 0fba742 0fb1682 
0fc6462 0fdfcc9 0fb9e23 0fc1b6b 0fb824e 
0fc098f 0fdf807 0fb4fd9 0fbbd75 0fb3795 
0fc2965 0fdf79d 0fb6142 0fbe19e 0fb44fc 
0fc50a5 0fdfb5a 0fb934c 0fc0528 0fb79da 
0fbf0b8 0fdf442 0fb306c 0fba725 0fb163e 
0fc645f 0fdfc3e 0fb9e1d 0fc1b9a 0fb824f 
0fc0a2f 0fdf80c 0fb5065 0fbbe26 0fb382b 
0fc28ff 0fdf6f9 0fb60bf 0fbe158 0fb4491 
0fc511f 0fdfad3 0fb9399 0fc05ca 0fb7a39 
0fbf0cb 0fdf3df 0fb3091 0fba745 0fb1649 
0fc6366 0fdfae3 0fb9d25 0fc1aa5 0fb8125 
0fc09a1 0fdf6de 0fb4fe0 0fbbd91 0fb3788 
0fc28d1 0fdf72d 0fb6093 0fbe109 0fb4438 
0fc51af 0fdfb03 0fb940f 0fc062f 0fb7ab9 
0fbf155 0fdf365 0fb310a 0fba7bb 0fb16b6 
0fc6346 0fdf886 0fb9d1f 0fc1ad1 0fb813b 
0fc0a64 0fdf552 0fb531d 0fbc169 0fb3b20 
0fc2916 0fdf5d3 0fb637c 0fbe45e 0fb4721 
0fc5198 0fdf9f3 0fb96ce 0fc0922 0fb7d11 
0fbf130 0fdf475 0fb33c7 0fbaa83 0fb196d 
0fc6483 0fdfc02 0fba0d0 0fc1ec4 0fb84b6 
0fc0a61 0fdf6d1 0fb5351 0fbc17e 0fb3b0a 
0fc28b4 0fdf7ef 0fb634f 0fbe432 0fb46cc 
0fc527f 0fdfcb3 0fb97b9 0fc0a32 0fb7da5 
0fbf134 0fdf5e3 0fb33ad 0fbaa92 0fb1930 
0fc645f 0fdfca2 0fba075 0fc1ea3 0fb8445 
0fc0b5e 0fdf727 0fb5416 0fbc289 0fb3bac 
0fc28d3 0fdf737 0fb62f1 0fbe455 0fb4664 
0fc5378 0fdfb9b 0fb975a 0fc0b36 0fb7f1c 
0fbf1ff 0fdf3b8 0fb33c8 0fbab4e 0fb1a2c 
0fc6448 0fdf8f2 0fba02c 0fc1eac 0fb848b 
0fc0bf1 0fdf517 0fb550b 0fbc2d2 0fb3c48 
0fc28ac 0fdf701 0fb610d 0fbe0f9 0fb43d7 
0fc536c 0fdfc8c 0fb9622 0fc07f1 0fb7bb6 
0fbf116 0fdf5cb 0fb3178 0fba752 0fb163e 
0fc646a 0fdfc89 0fb9e6a 0fc1bb0 0fb812b 
0fc0c44 0fdf73c 0fb5330 0fbc045 0fb39ec 
0fc276e 0fdf750 0fb5ffc 0fbdfbe 0fb42f0 
0fc52a3 0fdfbc7 0fb9578 0fc0758 0fb7baa 
0fbef63 0fdf547 0fb3038 0fba5e4 0fb15f9 
0fc62be 0fdfdc6 0fb9d1d 0fc1a3d 0fb8122 
0fc0b16 0fdf99e 0fb526c 0fbbf65 0fb3a56 
0fc259b 0fdf90e 0fb5ed1 0fbde61 0fb427e 
0fc51dc 0fdfdfe 0fb97d9 0fc09ca 0fb7e1e 
0fbee81 0fdf795 0fb3290 0fba826 0fb1814 
0fc609f 0fdff10 0fb9e41 0fc1b5b 0fb818f 
0fc0a32 0fdfc90 0fb54ac 0fbc1ae 0fb3ba8 
0fc242a 0fdfd86 0fb605a 0fbdff7 0fb432b 
0fc515c 0fe0338 0fb9789 0fc099b 0fb7ce7 
0fbee12 0fdfea5 0fb31bf 0fba7e8 0fb1739 
0fc5fd0 0fe06bc 0fb9cc6 0fc1ac4 0fb8055 
0fc0a32 0fe039e 0fb5413 0fbc1c9 0fb3b90 
0fc22d0 0fe019c 0fb5e70 0fbdeba 0fb4220 
0fc5254 0fe05cd 0fb9814 0fc0a9b 0fb7e55 
0fbeead 0fdfe5c 0fb325c 0fba880 0fb1818 
0fc6115 0fe0411 0fb9e0b 0fc1bfd 0fb81da 
0fc0b4c 0fdfe8b 0fb554c 0fbc2ea 0fb3cb5 
0fc23d4 0fdfeb4 0fb5f66 0fbdfb8 0fb42bb 
0fc5368 0fe03f1 0fb98f1 0fc0ba9 0fb7efa 
0fbef0c 0fdfc8c 0fb32ee 0fba8e2 0fb1847 
0fc6136 0fe032a 0fb9e58 0fc1c33 0fb8160 
0fc0c55 0fe0087 0fb566b 0fbc3ef 0fb3d58 
0fc23d4 0fe012d 0fb5f69 0fbdfbd 0fb4269 
0fc5462 0fe06a2 0fb99ab 0fc0cb7 0fb7f83 
0fbef78 0fdff13 0fb32e0 0fba95c 0fb1896 
0fc62d1 0fe06b6 0fb9f46 0fc1ddf 0fb8312 
0fc0d55 0fe01da 0fb5728 0fbc4fd 0fb3e9c 
0fc248e 0fe0230 0fb603d 0fbe08d 0fb43ab 
0fc5566 0fe06e3 0fb9b05 0fc0dcd 0fb80eb 
0fbef2a 0fdfe5d 0fb331e 0fba915 0fb18a7 
0fc61b1 0fe0501 0fb9e86 0fc1ccb 0fb8207 
0fc0d79 0fe00be 0fb577c 0fbc52d 0fb3ea1 
0fc24f3 0fe0228 0fb609b 0fbe0fe 0fb43bf 
0fc5694 0fe0794 0fb9be4 0fc0f09 0fb81de 
0fbf00a 0fdff79 0fb33d1 0fba9f2 0fb1974 
0fc61d3 0fe05b4 0fb9e85 0fc1cf2 0fb8215 
0fc0edb 0fe01fe 0fb58ce 0fbc691 0fb4041 
0fc23f3 0fe011e 0fb5fbd 0fbe009 0fb432c 
0fc5678 0fe0608 0fb9bea 0fc0f12 0fb820d 
0fbf0b5 0fdfeb5 0fb3498 0fbaac9 0fb1a85 
